Time [s],Pru00,Pru01
4.884268030,0,0
4.884298638,1,0
4.884298828,1,1
4.884309236,1,0
4.984267872,0,0
4.984298782,1,0
4.984298972,1,1
4.984309382,1,0
5.084267936,0,0
5.084298566,1,0
5.084298776,1,1
5.084309184,1,0
5.184267552,0,0
5.184298418,1,0
5.184298568,1,1
5.184308982,1,0
5.284267498,0,0
5.284298434,1,0
5.284298800,1,1
5.284309208,1,0
5.384266492,0,0
5.384298400,1,0
5.384298586,1,1
5.384309010,1,0
5.484267684,0,0
5.484298284,1,0
5.484298468,1,1
5.484308892,1,0
5.584267308,0,0
5.584298226,1,0
5.584298406,1,1
5.584308860,1,0
5.684267054,0,0
5.684297982,1,0
5.684298116,1,1
5.684308574,1,0
5.784267070,0,0
5.784297998,1,0
5.784298188,1,1
5.784308632,1,0
5.884267032,0,0
5.884297952,1,0
5.884298138,1,1
5.884308546,1,0
5.984266966,0,0
5.984297864,1,0
5.984298050,1,1
5.984308458,1,0
6.084267682,0,0
6.084297518,1,0
6.084297724,1,1
6.084308172,1,0
6.184266756,0,0
6.184297704,1,0
6.184297900,1,1
6.184308312,1,0
6.284266730,0,0
6.284297320,1,0
6.284297520,1,1
6.284307944,1,0
6.384266672,0,0
6.384297272,1,0
6.384297418,1,1
6.384307826,1,0
6.484266536,0,0
6.484297114,1,0
6.484297260,1,1
6.484307708,1,0
6.584266452,0,0
6.584297260,1,0
6.584297470,1,1
6.584307878,1,0
6.684266258,0,0
6.684297186,1,0
6.684297376,1,1
6.684307784,1,0
6.784266918,0,0
6.784296870,1,0
6.784297244,1,1
6.784307668,1,0
6.884266382,0,0
6.884296960,1,0
6.884297156,1,1
6.884307566,1,0
6.984266078,0,0
6.984296654,1,0
6.984296794,1,1
6.984307202,1,0
7.084266332,0,0
7.084296650,1,0
7.084296860,1,1
7.084307268,1,0
7.184265766,0,0
7.184296694,1,0
7.184296884,1,1
7.184307324,1,0
7.284265998,0,0
7.284296588,1,0
7.284296958,1,1
7.284307376,1,0
7.384265482,0,0
7.384296380,1,0
7.384296500,1,1
7.384306918,1,0
7.484266198,0,0
7.484296444,1,0
7.484296634,1,1
7.484307058,1,0
7.584266230,0,0
7.584296160,1,0
7.584296356,1,1
7.584306774,1,0
7.684265772,0,0
7.684296024,1,0
7.684296154,1,1
7.684306572,1,0
7.784265266,0,0
7.784296314,1,0
7.784296514,1,1
7.784306964,1,0
7.884265482,0,0
7.884296168,1,0
7.884296590,1,1
7.884307016,1,0
7.984264466,0,0
7.984295974,1,0
7.984296164,1,1
7.984306572,1,0
8.084264958,0,0
8.084295878,1,0
8.084296028,1,1
8.084306456,1,0
8.184265120,0,0
8.184295798,1,0
8.184296188,1,1
8.184316628,1,0
8.284264834,0,0
8.284295650,1,0
8.284295836,1,1
8.284306246,1,0
8.384266578,0,0
8.384295546,1,0
8.384295736,1,1
8.384306144,1,0
8.484264532,0,0
8.484295440,1,0
8.484295632,1,1
8.484306040,1,0
8.584264512,0,0
8.584295402,1,0
8.584295592,1,1
8.584306006,1,0
8.684264206,0,0
8.684295114,1,0
8.684295288,1,1
8.684305718,1,0
8.784263378,0,0
8.784295156,1,0
8.784295342,1,1
8.784305770,1,0
8.884264534,0,0
8.884295142,1,0
8.884295558,1,1
8.884305996,1,0
8.984266134,0,0
8.984295056,1,0
8.984295240,1,1
8.984305650,1,0
9.084264036,0,0
9.084295086,1,0
9.084295286,1,1
9.084305700,1,0
9.184264242,0,0
9.184294858,1,0
9.184295234,1,1
9.184305666,1,0
9.284263816,0,0
9.284294712,1,0
9.284294872,1,1
9.284305296,1,0
9.384264934,0,0
9.384294536,1,0
9.384294656,1,1
9.384305096,1,0
9.484263588,0,0
9.484294518,1,0
9.484294638,1,1
9.484305062,1,0
9.584266402,0,0
9.584294258,1,0
9.584294452,1,1
9.584304862,1,0
9.684263916,0,0
9.684294140,1,0
9.684294276,1,1
9.684304684,1,0
9.784263406,0,0
9.784294004,1,0
9.784294194,1,1
9.784304654,1,0
9.884263276,0,0
9.884294118,1,0
9.884294538,1,1
9.884304962,1,0
9.984263278,0,0
9.984293858,1,0
9.984294042,1,1
9.984304502,1,0
10.084262952,0,0
10.084293878,1,0
10.084294064,1,1
10.084304472,1,0
10.184263016,0,0
10.184293932,1,0
10.184294052,1,1
10.184304462,1,0
10.284262806,0,0
10.284293736,1,0
10.284293926,1,1
10.284304344,1,0
10.384262866,0,0
10.384293436,1,0
10.384293586,1,1
10.384303996,1,0
10.484262988,0,0
10.484293576,1,0
10.484293786,1,1
10.484304214,1,0
10.584262482,0,0
10.584293528,1,0
10.584293914,1,1
10.584304352,1,0
10.684263900,0,0
10.684293182,1,0
10.684293372,1,1
10.684303810,1,0
10.784262702,0,0
10.784293204,1,0
10.784293388,1,1
10.784303796,1,0
10.884263084,0,0
10.884293022,1,0
10.884293208,1,1
10.884303616,1,0
10.984262788,0,0
10.984293042,1,0
10.984293228,1,1
10.984303666,1,0
11.084265126,0,0
11.084292726,1,0
11.084292926,1,1
11.084303380,1,0
11.184262268,0,0
11.184292788,1,0
11.184292984,1,1
11.184303432,1,0
11.284262088,0,0
11.284293008,1,0
11.284293406,1,1
11.284303820,1,0
11.384262080,0,0
11.384292848,1,0
11.384293032,1,1
11.384303446,1,0
11.484262692,0,0
11.484292610,1,0
11.484292810,1,1
11.484303244,1,0
11.584261874,0,0
11.584292442,1,0
11.584292638,1,1
11.584303046,1,0
11.684261552,0,0
11.684292454,1,0
11.684292638,1,1
11.684303098,1,0
11.784261454,0,0
11.784292372,1,0
11.784292558,1,1
11.784302976,1,0
11.884261296,0,0
11.884292204,1,0
11.884292388,1,1
11.884302798,1,0
11.984261308,0,0
11.984291906,1,0
11.984292092,1,1
11.984302510,1,0
12.084261218,0,0
12.084291778,1,0
12.084291974,1,1
12.084302392,1,0
12.184261118,0,0
12.184291748,1,0
12.184291898,1,1
12.184302356,1,0
12.284261010,0,0
12.284291596,1,0
12.284291782,1,1
12.284302236,1,0
12.384260792,0,0
12.384291678,1,0
12.384291870,1,1
12.384302288,1,0
12.484260672,0,0
12.484291602,1,0
12.484291742,1,1
12.484302170,1,0
12.584260690,0,0
12.584291582,1,0
12.584291716,1,1
12.584302134,1,0
12.684261412,0,0
12.684291360,1,0
12.684291494,1,1
12.684301928,1,0
12.784257972,0,0
12.784291080,1,0
12.784291264,1,1
12.784301724,1,0
12.884260294,0,0
12.884291232,1,0
12.884291422,1,1
12.884301860,1,0
12.984260292,0,0
12.984290904,1,0
12.984291088,1,1
12.984301496,1,0
13.084260232,0,0
13.084291062,1,0
13.084291266,1,1
13.084301716,1,0
13.184261356,0,0
13.184290930,1,0
13.184291126,1,1
13.184301534,1,0
13.284260154,0,0
13.284290792,1,0
13.284291168,1,1
13.284301586,1,0
13.384261122,0,0
13.384290702,1,0
13.384290844,1,1
13.384301296,1,0
13.484259782,0,0
13.484290702,1,0
13.484290822,1,1
13.484301262,1,0
13.584259762,0,0
13.584290540,1,0
13.584290740,1,1
13.584301148,1,0
13.684259464,0,0
13.684290370,1,0
13.684290490,1,1
13.684300944,1,0
13.784259464,0,0
13.784290422,1,0
13.784290608,1,1
13.784301016,1,0
13.884259382,0,0
13.884290302,1,0
13.884290468,1,1
13.884351040,1,0
13.984259630,0,0
13.984290240,1,0
13.984290630,1,1
13.984311070,1,0
14.084259412,0,0
14.084290010,1,0
14.084290194,1,1
14.084300602,1,0
14.184259124,0,0
14.184289710,1,0
14.184289870,1,1
14.184300314,1,0
14.284259042,0,0
14.284289672,1,0
14.284290086,1,1
14.284300536,1,0
14.384258830,0,0
14.384289730,1,0
14.384290104,1,1
14.384300514,1,0
14.484258690,0,0
14.484289608,1,0
14.484289758,1,1
14.484300166,1,0
14.584258692,0,0
14.584289608,1,0
14.584289728,1,1
14.584300136,1,0
14.684258542,0,0
14.684289450,1,0
14.684289570,1,1
14.684300020,1,0
14.784258928,0,0
14.784289210,1,0
14.784289400,1,1
14.784299814,1,0
14.884258268,0,0
14.884289168,1,0
14.884289298,1,1
14.884299706,1,0
14.984258290,0,0
14.984289196,1,0
14.984289382,1,1
14.984299840,1,0
15.084258250,0,0
15.084289148,1,0
15.084289338,1,1
15.084299746,1,0
15.184258108,0,0
15.184289018,1,0
15.184289204,1,1
15.184299628,1,0
15.284257916,0,0
15.284288856,1,0
15.284288976,1,1
15.284299420,1,0
15.384257846,0,0
15.384288764,1,0
15.384288958,1,1
15.384299382,1,0
15.484261244,0,0
15.484288504,1,0
15.484288664,1,1
15.484299092,1,0
15.584257916,0,0
15.584288556,1,0
15.584288952,1,1
15.584309428,1,0
15.684257714,0,0
15.684288286,1,0
15.684288704,1,1
15.684299114,1,0
15.784257504,0,0
15.784288442,1,0
15.784288628,1,1
15.784299076,1,0
15.884257364,0,0
15.884288262,1,0
15.884288448,1,1
15.884298870,1,0
15.984261044,0,0
15.984287982,1,0
15.984288168,1,1
15.984298582,1,0
16.084257114,0,0
16.084287914,1,0
16.084288098,1,1
16.084298548,1,0
16.184258884,0,0
16.184287992,1,0
16.184288176,1,1
16.184298596,1,0
16.284256902,0,0
16.284287738,1,0
16.284287858,1,1
16.284298304,1,0
16.384257174,0,0
16.384287770,1,0
16.384287956,1,1
16.384298364,1,0
16.484256652,0,0
16.484287570,1,0
16.484287692,1,1
16.484298100,1,0
16.584256730,0,0
16.584287630,1,0
16.584287750,1,1
16.584298158,1,0
16.684256608,0,0
16.684287516,1,0
16.684287636,1,1
16.684298046,1,0
16.784256790,0,0
16.784287356,1,0
16.784287762,1,1
16.784298180,1,0
16.884257518,0,0
16.884287348,1,0
16.884287744,1,1
16.884308180,1,0
16.984256338,0,0
16.984287248,1,0
16.984287442,1,1
16.984297862,1,0
17.084256336,0,0
17.084287156,1,0
17.084287366,1,1
17.084297824,1,0
17.184256186,0,0
17.184286794,1,0
17.184286988,1,1
17.184297446,1,0
17.284257006,0,0
17.284287134,1,0
17.284287334,1,1
17.284297752,1,0
17.384256774,0,0
17.384286724,1,0
17.384286920,1,1
17.384297378,1,0
17.484255992,0,0
17.484286572,1,0
17.484286782,1,1
17.484297192,1,0
17.584256322,0,0
17.584286600,1,0
17.584286794,1,1
17.584297238,1,0
17.684255742,0,0
17.684286328,1,0
17.684286448,1,1
17.684296862,1,0
17.784257438,0,0
17.784286380,1,0
17.784286760,1,1
17.784297168,1,0
17.884255338,0,0
17.884286270,1,0
17.884286440,1,1
17.884296878,1,0
17.984255406,0,0
17.984285966,1,0
17.984286096,1,1
17.984296506,1,0
18.084255226,0,0
18.084286154,1,0
18.084286338,1,1
18.084296746,1,0
18.184255106,0,0
18.184286024,1,0
18.184286210,1,1
18.184296628,1,0
18.284254416,0,0
18.284286004,1,0
18.284286190,1,1
18.284296598,1,0
18.384254882,0,0
18.384285842,1,0
18.384286026,1,1
18.384296474,1,0
18.484254790,0,0
18.484285718,1,0
18.484285852,1,1
18.484296266,1,0
18.584254800,0,0
18.584285738,1,0
18.584285952,1,1
18.584296402,1,0
18.684254950,0,0
18.684285508,1,0
18.684285698,1,1
18.684296112,1,0
18.784254616,0,0
18.784285206,1,0
18.784285392,1,1
18.784295820,1,0
18.884254374,0,0
18.884285294,1,0
18.884285488,1,1
18.884295898,1,0
18.984254264,0,0
18.984285192,1,0
18.984285336,1,1
18.984295774,1,0
19.084254284,0,0
19.084285322,1,0
19.084285732,1,1
19.084296166,1,0
19.184254512,0,0
19.184284792,1,0
19.184284976,1,1
19.184295386,1,0
19.284253998,0,0
19.284284938,1,0
19.284285124,1,1
19.284295532,1,0
19.384253978,0,0
19.384284876,1,0
19.384284996,1,1
19.384295408,1,0
19.484253858,0,0
19.484284794,1,0
19.484284984,1,1
19.484295392,1,0
19.584253966,0,0
19.584284684,1,0
19.584284896,1,1
19.584295304,1,0
19.684253572,0,0
19.684284472,1,0
19.684284648,1,1
19.684295096,1,0
19.784253480,0,0
19.784284400,1,0
19.784284584,1,1
19.784294994,1,0
19.884253490,0,0
19.884284086,1,0
19.884284272,1,1
19.884294700,1,0
19.984256656,0,0
19.984284248,1,0
19.984284382,1,1
19.984294836,1,0
20.084253486,0,0
20.084284006,1,0
20.084284192,1,1
20.084294630,1,0
20.184253072,0,0
20.184284012,1,0
20.184284202,1,1
20.184294612,1,0
20.284253032,0,0
20.284283950,1,0
20.284284134,1,1
20.284294574,1,0
20.384256228,0,0
20.384283858,1,0
20.384283994,1,1
20.384294452,1,0
20.484252770,0,0
20.484283688,1,0
20.484283878,1,1
20.484294332,1,0
20.584252666,0,0
20.584283596,1,0
20.584283736,1,1
20.584294146,1,0
20.684252694,0,0
20.684283262,1,0
20.684283382,1,1
20.684293792,1,0
20.784251722,0,0
20.784283370,1,0
20.784283576,1,1
20.784304038,1,0
20.884252332,0,0
20.884283230,1,0
20.884283414,1,1
20.884293824,1,0
20.984252328,0,0
20.984283238,1,0
20.984283424,1,1
20.984293872,1,0
21.084252474,0,0
21.084283164,1,0
21.084283644,1,1
21.084294088,1,0
21.184252104,0,0
21.184283140,1,0
21.184283340,1,1
21.184293794,1,0
21.284251984,0,0
21.284282910,1,0
21.284283096,1,1
21.284293504,1,0
21.384251940,0,0
21.384282548,1,0
21.384282700,1,1
21.384293128,1,0
21.484251826,0,0
21.484282736,1,0
21.484282926,1,1
21.484293344,1,0
21.584251912,0,0
21.584282382,1,0
21.584282796,1,1
21.584293220,1,0
21.684253402,0,0
21.684282338,1,0
21.684282528,1,1
21.684292938,1,0
21.784251550,0,0
21.784282478,1,0
21.784282664,1,1
21.784293072,1,0
21.884251396,0,0
21.884282336,1,0
21.884282456,1,1
21.884292866,1,0
21.984251502,0,0
21.984282082,1,0
21.984282278,1,1
21.984292686,1,0
22.084252484,0,0
22.084282088,1,0
22.084282288,1,1
22.084292732,1,0
22.184251410,0,0
22.184281908,1,0
22.184282288,1,1
22.184292696,1,0
22.284251396,0,0
22.284281886,1,0
22.284282086,1,1
22.284292496,1,0
22.384251242,0,0
22.384281814,1,0
22.384281968,1,1
22.384292378,1,0
22.484250740,0,0
22.484281708,1,0
22.484281892,1,1
22.484292338,1,0
22.584250660,0,0
22.584281566,1,0
22.584281756,1,1
22.584292214,1,0
22.684250618,0,0
22.684281526,1,0
22.684281646,1,1
22.684292094,1,0
22.784250482,0,0
22.784281402,1,0
22.784281588,1,1
22.784291996,1,0
22.884250408,0,0
22.884281328,1,0
22.884281462,1,1
22.884291872,1,0
22.984250368,0,0
22.984280914,1,0
22.984281048,1,1
22.984291492,1,0
23.084250226,0,0
23.084281012,1,0
23.084281208,1,1
23.084291626,1,0
23.184250152,0,0
23.184280762,1,0
23.184280948,1,1
23.184291356,1,0
23.284250056,0,0
23.284280968,1,0
23.284281158,1,1
23.284291572,1,0
23.384249834,0,0
23.384280752,1,0
23.384280938,1,1
23.384291362,1,0
23.484249964,0,0
23.484280530,1,0
23.484280726,1,1
23.484291154,1,0
23.584249782,0,0
23.584280390,1,0
23.584280534,1,1
23.584290948,1,0
23.684250696,0,0
23.684280316,1,0
23.684280502,1,1
23.684290910,1,0
23.784249442,0,0
23.784280312,1,0
23.784280506,1,1
23.784290956,1,0
23.884249572,0,0
23.884280158,1,0
23.884280288,1,1
23.884340896,1,0
23.984250418,0,0
23.984280156,1,0
23.984280622,1,1
23.984291050,1,0
24.084249434,0,0
24.084280414,1,0
24.084280624,1,1
24.084291034,1,0
24.184248800,0,0
24.184280060,1,0
24.184280470,1,1
24.184290908,1,0
24.284248866,0,0
24.284279774,1,0
24.284280190,1,1
24.284290614,1,0
24.384248926,0,0
24.384279812,1,0
24.384279962,1,1
24.384290406,1,0
24.484250350,0,0
24.484279622,1,0
24.484279996,1,1
24.484290456,1,0
24.584248786,0,0
24.584279388,1,0
24.584279572,1,1
24.584289992,1,0
24.684248564,0,0
24.684279482,1,0
24.684279606,1,1
24.684290036,1,0
24.784251700,0,0
24.784279348,1,0
24.784279534,1,1
24.784289942,1,0
24.884248370,0,0
24.884279256,1,0
24.884279392,1,1
24.884289820,1,0
24.984249842,0,0
24.984279074,1,0
24.984279210,1,1
24.984289618,1,0
25.084248210,0,0
25.084279140,1,0
25.084279324,1,1
25.084289748,1,0
25.184248056,0,0
25.184278974,1,0
25.184279110,1,1
25.184289538,1,0
25.284248006,0,0
25.284278902,1,0
25.284279088,1,1
25.284289500,1,0
25.384247852,0,0
25.384278750,1,0
25.384278940,1,1
25.384289380,1,0
25.484247726,0,0
25.484278646,1,0
25.484278780,1,1
25.484289190,1,0
25.584247612,0,0
25.584278550,1,0
25.584278936,1,1
25.584289344,1,0
25.684247750,0,0
25.684278458,1,0
25.684278652,1,1
25.684289060,1,0
25.784247598,0,0
25.784278204,1,0
25.784278396,1,1
25.784288854,1,0
25.884247232,0,0
25.884278142,1,0
25.884278318,1,1
25.884288732,1,0
25.984247216,0,0
25.984278106,1,0
25.984278242,1,1
25.984288690,1,0
26.084247434,0,0
26.084278042,1,0
26.084278226,1,1
26.084288650,1,0
26.184247302,0,0
26.184277788,1,0
26.184277980,1,1
26.184288388,1,0
26.284246928,0,0
26.284277908,1,0
26.284278102,1,1
26.284288522,1,0
26.384246852,0,0
26.384277762,1,0
26.384277952,1,1
26.384288396,1,0
26.484246708,0,0
26.484277596,1,0
26.484277732,1,1
26.484288186,1,0
26.584246936,0,0
26.584277562,1,0
26.584277968,1,1
26.584298430,1,0
26.684248350,0,0
26.684277290,1,0
26.684277696,1,1
26.684288110,1,0
26.784246428,0,0
26.784277398,1,0
26.784277582,1,1
26.784287990,1,0
26.884246382,0,0
26.884277292,1,0
26.884277476,1,1
26.884287886,1,0
26.984245978,0,0
26.984276916,1,0
26.984277116,1,1
26.984287524,1,0
27.084246406,0,0
27.084276902,1,0
27.084277098,1,1
27.084287506,1,0
27.184246142,0,0
27.184276962,1,0
27.184277146,1,1
27.184287554,1,0
27.284245986,0,0
27.284276606,1,0
27.284276792,1,1
27.284287200,1,0
27.384245872,0,0
27.384276770,1,0
27.384276954,1,1
27.384287414,1,0
27.484245790,0,0
27.484276686,1,0
27.484276806,1,1
27.484287214,1,0
27.584245626,0,0
27.584276494,1,0
27.584276614,1,1
27.584287022,1,0
27.684245400,0,0
27.684276340,1,0
27.684276534,1,1
27.684286984,1,0
27.784245414,0,0
27.784276344,1,0
27.784276528,1,1
27.784286942,1,0
27.884245612,0,0
27.884276118,1,0
27.884276304,1,1
27.884286732,1,0
27.984245308,0,0
27.984275906,1,0
27.984276096,1,1
27.984286524,1,0
28.084245422,0,0
28.084276532,1,0
28.084276746,1,1
28.084287166,1,0
28.184245246,0,0
28.184275838,1,0
28.184276032,1,1
28.184286446,1,0
28.284244822,0,0
28.284275750,1,0
28.284275936,1,1
28.284286344,1,0
28.384246290,0,0
28.384275596,1,0
28.384275796,1,1
28.384286220,1,0
28.484244686,0,0
28.484275584,1,0
28.484275714,1,1
28.484286122,1,0
28.584244540,0,0
28.584275450,1,0
28.584275824,1,1
28.584286254,1,0
28.684244574,0,0
28.684275194,1,0
28.684275568,1,1
28.684285976,1,0
28.784243640,0,0
28.784275208,1,0
28.784275398,1,1
28.784285852,1,0
28.884244248,0,0
28.884275176,1,0
28.884275306,1,1
28.884285728,1,0
28.984244102,0,0
28.984275022,1,0
28.984275208,1,1
28.984285616,1,0
29.084244076,0,0
29.084274986,1,0
29.084275196,1,1
29.084285604,1,0
29.184243942,0,0
29.184274860,1,0
29.184274980,1,1
29.184285394,1,0
29.284243890,0,0
29.284274816,1,0
29.284274936,1,1
29.284285354,1,0
29.384243654,0,0
29.384274624,1,0
29.384274998,1,1
29.384285406,1,0
29.484243808,0,0
29.484274408,1,0
29.484274592,1,1
29.484285026,1,0
29.584243562,0,0
29.584274482,1,0
29.584274602,1,1
29.584285010,1,0
29.684243600,0,0
29.684274196,1,0
29.684274386,1,1
29.684284800,1,0
29.784243416,0,0
29.784274334,1,0
29.784274524,1,1
29.784284932,1,0
29.884245950,0,0
29.884274428,1,0
29.884274818,1,1
29.884285234,1,0
29.984244544,0,0
29.984273814,1,0
29.984273998,1,1
29.984284428,1,0
30.084243260,0,0
30.084273836,1,0
30.084274026,1,1
30.084284472,1,0
30.184242878,0,0
30.184273702,1,0
30.184273904,1,1
30.184284346,1,0
30.284242782,0,0
30.284273710,1,0
30.284273866,1,1
30.284284308,1,0
30.384242824,0,0
30.384273456,1,0
30.384273640,1,1
30.384284098,1,0
30.484242740,0,0
30.484273348,1,0
30.484273538,1,1
30.484283972,1,0
30.584242606,0,0
30.584273524,1,0
30.584273698,1,1
30.584284106,1,0
30.684242462,0,0
30.684273350,1,0
30.684273470,1,1
30.684283898,1,0
30.784242106,0,0
30.784273046,1,0
30.784273246,1,1
30.784283690,1,0
30.884242710,0,0
30.884273020,1,0
30.884273204,1,1
30.884283648,1,0
30.984243086,0,0
30.984273002,1,0
30.984273178,1,1
30.984283606,1,0
31.084241050,0,0
31.084272948,1,0
31.084273134,1,1
31.084283568,1,0
31.184242076,0,0
31.184272846,1,0
31.184273046,1,1
31.184283454,1,0
31.284241870,0,0
31.284272460,1,0
31.284272580,1,1
31.284282988,1,0
31.384241684,0,0
31.384272622,1,0
31.384272818,1,1
31.384283226,1,0
31.484241812,0,0
31.484272368,1,0
31.484272552,1,1
31.484282960,1,0
31.584241456,0,0
31.584272394,1,0
31.584272534,1,1
31.584282942,1,0
31.684241310,0,0
31.684272140,1,0
31.684272330,1,1
31.684282738,1,0
31.784241242,0,0
31.784272182,1,0
31.784272368,1,1
31.784282780,1,0
31.884241178,0,0
31.884272056,1,0
31.884272176,1,1
31.884282584,1,0
31.984241116,0,0
31.984272052,1,0
31.984272238,1,1
31.984282646,1,0
32.084241010,0,0
32.084271938,1,0
32.084272114,1,1
32.084282522,1,0
32.184241112,0,0
32.184271682,1,0
32.184271872,1,1
32.184282312,1,0
32.284240756,0,0
32.284271644,1,0
32.284271834,1,1
32.284282268,1,0
32.384242992,0,0
32.384271600,1,0
32.384271786,1,1
32.384282228,1,0
32.484240518,0,0
32.484271396,1,0
32.484271608,1,1
32.484282020,1,0
32.584240500,0,0
32.584271380,1,0
32.584271516,1,1
32.584281926,1,0
32.684240304,0,0
32.684271204,1,0
32.684271324,1,1
32.684281732,1,0
32.784240310,0,0
32.784271208,1,0
32.784271384,1,1
32.784281792,1,0
32.884240198,0,0
32.884271104,1,0
32.884271230,1,1
32.884281668,1,0
32.984240040,0,0
32.984270990,1,0
32.984271364,1,1
32.984281798,1,0
33.084242576,0,0
33.084270824,1,0
33.084271008,1,1
33.084281416,1,0
33.184239788,0,0
33.184270736,1,0
33.184270856,1,1
33.184281290,1,0
33.284239714,0,0
33.284270660,1,0
33.284270850,1,1
33.284281260,1,0
33.384239708,0,0
33.384270608,1,0
33.384270752,1,1
33.384281160,1,0
33.484239580,0,0
33.484270490,1,0
33.484270676,1,1
33.484281120,1,0
33.584242148,0,0
33.584270314,1,0
33.584270514,1,1
33.584280922,1,0
33.684242538,0,0
33.684270028,1,0
33.684270212,1,1
33.684280626,1,0
33.784239796,0,0
33.784269914,1,0
33.784270098,1,1
33.784280506,1,0
33.884239100,0,0
33.884269968,1,0
33.884270088,1,1
33.884320612,1,0
33.984239222,0,0
33.984270140,1,0
33.984270534,1,1
33.984280964,1,0
34.084242256,0,0
34.084269884,1,0
34.084270068,1,1
34.084280498,1,0
34.184238792,0,0
34.184269690,1,0
34.184270064,1,1
34.184280474,1,0
34.284238986,0,0
34.284269636,1,0
34.284270040,1,1
34.284280448,1,0
34.384238638,0,0
34.384269768,1,0
34.384269968,1,1
34.384280406,1,0
34.484238522,0,0
34.484269430,1,0
34.484269626,1,1
34.484280034,1,0
34.584238678,0,0
34.584269174,1,0
34.584269380,1,1
34.584279822,1,0
34.684240410,0,0
34.684269020,1,0
34.684269206,1,1
34.684279614,1,0
34.784238186,0,0
34.784269096,1,0
34.784269280,1,1
34.784279690,1,0
34.884238128,0,0
34.884269048,1,0
34.884269168,1,1
