Time [s],Pru00,Pru01
0.000000000,1,0
0.066206040,0,0
0.066240456,1,0
0.066241510,1,1
0.066251964,1,0
0.166207898,0,0
0.166240128,1,0
0.166240352,1,1
0.166250770,1,0
0.266206672,0,0
0.266240072,1,0
0.266240718,1,1
0.266251126,1,0
0.366205814,0,0
0.366239774,1,0
0.366239988,1,1
0.366250442,1,0
0.466207356,0,0
0.466239624,1,0
0.466239784,1,1
0.466250194,1,0
0.566206488,0,0
0.566240034,1,0
0.566240470,1,1
0.566250878,1,0
0.666206616,0,0
0.666239746,1,0
0.666239902,1,1
0.666250310,1,0
0.766207340,0,0
0.766239648,1,0
0.766239874,1,1
0.766250308,1,0
0.866206120,0,0
0.866239440,1,0
0.866239654,1,1
0.866250064,1,0
0.966206152,0,0
0.966239338,1,0
0.966239548,1,1
0.966249972,1,0
1.066205402,0,0
1.066239238,1,0
1.066239394,1,1
1.066249802,1,0
1.166205732,0,0
1.166239162,1,0
1.166239598,1,1
1.166250056,1,0
1.266205312,0,0
1.266239414,1,0
1.266239628,1,1
1.266250052,1,0
1.366205076,0,0
1.366239062,1,0
1.366239258,1,1
1.366249706,1,0
1.466205874,0,0
1.466238922,1,0
1.466239132,1,1
1.466249540,1,0
1.566206434,0,0
1.566238892,1,0
1.566239068,1,1
1.566249476,1,0
1.666205174,0,0
1.666239906,1,0
1.666240520,1,1
1.666250928,1,0
1.766206926,0,0
1.766239404,1,0
1.766239630,1,1
1.766250072,1,0
1.866205298,0,0
1.866238874,1,0
1.866239098,1,1
1.866249556,1,0
1.966204616,0,0
1.966238792,1,0
1.966238948,1,1
1.966249382,1,0
2.066204664,0,0
2.066238594,1,0
2.066238804,1,1
2.066249212,1,0
2.166205066,0,0
2.166238456,1,0
2.166238676,1,1
2.166249124,1,0
2.266204466,0,0
2.266238424,1,0
2.266238648,1,1
2.266249058,1,0
2.366204566,0,0
2.366238300,1,0
2.366238460,1,1
2.366248880,1,0
2.466201344,0,0
2.466238212,1,0
2.466238426,1,1
2.466248874,1,0
2.566204192,0,0
2.566238132,1,0
2.566238328,1,1
2.566248786,1,0
2.666204112,0,0
2.666238042,1,0
2.666238196,1,1
2.666248610,1,0
2.766204052,0,0
2.766238248,1,0
2.766238472,1,1
2.766248882,1,0
2.866204060,0,0
2.866237956,1,0
2.866238176,1,1
2.866248620,1,0
2.966202538,0,0
2.966237926,1,0
2.966238362,1,1
2.966248786,1,0
3.066203886,0,0
3.066237766,1,0
3.066237920,1,1
3.066248354,1,0
3.166203746,0,0
3.166237662,1,0
3.166237818,1,1
3.166298406,1,0
3.266207002,0,0
3.266238408,1,0
3.266239220,1,1
3.266259656,1,0
3.366203080,0,0
3.366237628,1,0
3.366238064,1,1
3.366248516,1,0
3.466204026,0,0
3.466237458,1,0
3.466237682,1,1
3.466248090,1,0
3.566203586,0,0
3.566237484,1,0
3.566237688,1,1
3.566248098,1,0
3.666206640,0,0
3.666237968,1,0
3.666238784,1,1
3.666259222,1,0
3.766207960,0,0
3.766237536,1,0
3.766237952,1,1
3.766248360,1,0
3.866202924,0,0
3.866237256,1,0
3.866237472,1,1
3.866247928,1,0
3.966204364,0,0
3.966237054,1,0
3.966237268,1,1
3.966247676,1,0
4.066203152,0,0
4.066237088,1,0
4.066237298,1,1
4.066247752,1,0
4.166203688,0,0
4.166237634,1,0
4.166238266,1,1
4.166248678,1,0
4.266204974,0,0
4.266236892,1,0
4.266237118,1,1
4.266247564,1,0
4.366202920,0,0
4.366236850,1,0
4.366237070,1,1
4.366247478,1,0
4.466202868,0,0
4.466236706,1,0
4.466236880,1,1
4.466247300,1,0
4.566203594,0,0
4.566236670,1,0
4.566236896,1,1
4.566247304,1,0
4.666202750,0,0
4.666236838,1,0
4.666237262,1,1
4.666247722,1,0
4.766202524,0,0
4.766236474,1,0
4.766236636,1,1
4.766247044,1,0
4.866202592,0,0
4.866236682,1,0
4.866237122,1,1
4.866247546,1,0
4.966202430,0,0
4.966236636,1,0
4.966236850,1,1
4.966247280,1,0
5.066202406,0,0
5.066236302,1,0
5.066236456,1,1
5.066246864,1,0
5.166202260,0,0
5.166236148,1,0
5.166236304,1,1
5.166246712,1,0
5.266202286,0,0
5.266236136,1,0
5.266236296,1,1
5.266246704,1,0
5.366202392,0,0
5.366236072,1,0
5.366236490,1,1
5.366246950,1,0
5.466202190,0,0
5.466235934,1,0
5.466236134,1,1
5.466246544,1,0
5.566201974,0,0
5.566235900,1,0
5.566236110,1,1
5.566246534,1,0
5.666201928,0,0
