Time [s],SheepS0,Sheep1,Sheep2
0.000000000,1,1,1
0.007411688,1,0,1
0.007411886,0,0,1
0.007412274,0,0,0
0.007425440,0,0,1
0.007425504,0,1,1
0.007425650,1,1,1
0.107410508,1,0,1
0.107410540,0,0,1
0.107410960,0,0,0
0.107423874,0,0,1
0.107423880,0,1,1
0.107424052,1,1,1
0.207408348,1,0,1
0.207408682,0,0,1
0.207409446,0,0,0
0.207422234,0,0,1
0.207422288,0,1,1
0.207422490,1,1,1
0.307406928,1,0,1
0.307407510,1,0,0
0.307407784,0,0,0
0.307420662,0,0,1
0.307420698,0,1,1
0.307420898,1,1,1
0.407405078,1,0,1
0.407406208,1,0,0
0.407406380,0,0,0
0.407419060,0,0,1
0.407419108,0,1,1
0.407419276,1,1,1
0.507403474,1,0,1
0.507404156,0,0,1
0.507404374,0,0,0
0.507417452,0,0,1
0.507417502,0,1,1
0.507417714,1,1,1
0.607401908,1,0,1
0.607402520,0,0,1
0.607402732,0,0,0
0.607415898,0,0,1
0.607415934,0,1,1
0.607416116,1,1,1
0.707400452,1,0,1
0.707400464,0,0,1
0.707400578,0,0,0
0.707414280,0,0,1
0.707414334,0,1,1
0.707414500,1,1,1
0.807399410,0,1,1
0.807399500,0,0,1
0.807399660,0,0,0
0.807412676,0,0,1
0.807412728,0,1,1
0.807412912,1,1,1
0.907397768,0,1,1
0.907397972,0,0,1
0.907398324,0,0,0
0.907411098,0,0,1
0.907411142,0,1,1
0.907411324,1,1,1
1.007395782,1,0,1
1.007395978,0,0,1
1.007396512,0,0,0
1.007409502,0,0,1
1.007409528,0,1,1
1.007409744,1,1,1
1.107394110,1,0,1
1.107394394,0,0,1
1.107394998,0,0,0
1.107407904,0,0,1
1.107407926,0,1,1
1.107408116,1,1,1
1.207392928,0,1,1
1.207393392,0,1,0
1.207393834,0,0,0
1.207406320,0,0,1
1.207406366,0,1,1
1.207406530,1,1,1
1.307390990,1,0,1
1.307391742,0,0,1
1.307391820,0,0,0
1.307404724,0,0,1
1.307404760,0,1,1
1.307404946,1,1,1
1.407389206,1,0,1
1.407390240,1,0,0
1.407390544,0,0,0
1.407403096,0,0,1
1.407403140,0,1,1
1.407403334,1,1,1
1.507387696,1,0,1
1.507388212,0,0,1
1.507388572,0,0,0
1.507401520,0,0,1
1.507401546,0,1,1
1.507401742,1,1,1
1.607386084,1,0,1
1.607386580,0,0,1
1.607387036,0,0,0
1.607399940,0,0,1
1.607399948,0,1,1
1.607400176,1,1,1
1.707384320,1,0,1
1.707385158,0,0,1
1.707385194,0,0,0
1.707398338,0,0,1
1.707398346,0,1,1
1.707398558,1,1,1
1.807383366,1,0,1
1.807383442,0,0,1
1.807383684,0,0,0
1.807396730,0,0,1
1.807396764,0,1,1
1.807396952,1,1,1
1.907381796,1,0,1
1.907381858,0,0,1
1.907383008,0,0,0
1.907395144,0,0,1
1.907395168,0,1,1
1.907395370,1,1,1
2.007379856,1,0,1
2.007380142,0,0,1
2.007380668,0,0,0
2.007393538,0,0,1
2.007393588,0,1,1
2.007393782,1,1,1
2.107378166,1,0,1
2.107378438,0,0,1
2.107378840,0,0,0
2.107391964,0,0,1
2.107391982,0,1,1
2.107392202,1,1,1
2.207376576,1,0,1
2.207377082,0,0,1
2.207377450,0,0,0
2.207390378,0,0,1
2.207390396,0,1,1
2.207390592,1,1,1
2.307375464,1,0,1
2.307375470,1,0,0
2.307375488,0,0,0
2.307388760,0,0,1
2.307388796,0,1,1
2.307389000,1,1,1
2.407373240,1,1,0
2.407373810,0,1,0
2.407373924,0,0,0
2.407387184,0,1,0
2.407387188,0,1,1
2.407387392,1,1,1
2.507371600,1,0,1
2.507372390,0,0,1
2.507372534,0,0,0
2.507385582,0,0,1
2.507385624,0,1,1
2.507385810,1,1,1
2.607370002,1,0,1
2.607370618,0,0,1
2.607370866,0,0,0
2.607383986,0,1,0
2.607383990,0,1,1
2.607384216,1,1,1
2.707368190,1,0,1
2.707368950,1,0,0
2.707369246,0,0,0
2.707382392,0,1,0
2.707382394,0,1,1
2.707382596,1,1,1
2.807367460,0,1,1
2.807367544,0,0,1
2.807367946,0,0,0
2.807380790,0,0,1
2.807380824,0,1,1
2.807381018,1,1,1
2.907365636,1,0,1
2.907365880,0,0,1
2.907366324,0,0,0
2.907379192,0,0,1
2.907379204,0,1,1
2.907379438,1,1,1
3.007363806,1,0,1
3.007364084,0,0,1
3.007364662,0,0,0
3.007377582,0,1,0
