Time [s],Sheep0S,Sheep1,Sheep2
27.385475246,1,1,1
27.485459536,1,0,1
27.485460310,1,0,0
27.485460474,0,0,0
27.485473382,1,0,0
27.485473520,1,1,0
27.485473622,1,1,1
27.585457758,0,1,1
27.585457892,0,0,1
27.585458690,0,0,0
27.585471732,1,0,0
27.585471882,1,1,0
27.585471960,1,1,1
27.685456418,1,0,1
27.685456642,0,0,1
27.685457242,0,0,0
27.685470060,1,0,0
27.685470240,1,1,0
27.685470304,1,1,1
27.785454770,1,0,1
27.785455124,0,0,1
27.785455388,0,0,0
27.785468440,1,0,0
27.785468592,1,1,0
27.785468658,1,1,1
27.885452598,1,0,1
27.885453494,0,0,1
27.885454124,0,0,0
27.885466790,1,0,0
27.885466984,1,1,0
27.885467032,1,1,1
27.985451500,1,0,1
27.985451848,0,0,1
27.985452092,0,0,0
27.985465158,1,0,0
27.985465316,1,1,0
27.985465404,1,1,1
28.085449794,1,0,1
28.085450086,0,0,1
28.085450732,0,0,0
28.085463516,1,0,0
28.085463660,1,1,0
28.085463752,1,1,1
28.185447990,1,0,1
28.185448400,0,0,1
28.185448978,0,0,0
28.185461856,1,0,0
28.185462020,1,1,0
28.185462080,1,1,1
28.285446538,1,0,1
28.285447042,0,0,1
28.285447380,0,0,0
28.285460216,1,0,0
28.285460360,1,1,0
28.285460432,1,1,1
28.385444820,0,1,1
28.385444954,0,0,1
28.385445934,0,0,0
28.385458590,1,0,0
28.385458692,1,1,0
28.385458782,1,1,1
28.485443048,1,0,1
28.485443882,1,0,0
28.485444384,0,0,0
28.485456930,1,0,0
28.485457078,1,1,0
28.485457152,1,1,1
28.585441412,1,0,1
28.585441916,0,0,1
28.585442230,0,0,0
28.585455266,1,0,0
28.585455400,1,1,0
28.585455500,1,1,1
28.685439676,0,1,1
28.685439916,0,0,1
28.685440312,0,0,0
28.685453624,1,0,0
28.685453782,1,1,0
28.685453844,1,1,1
28.785438246,1,0,1
28.785438518,0,0,1
28.785439202,0,0,0
28.785451984,1,0,0
28.785452112,1,1,0
28.785452216,1,1,1
28.885436710,1,0,1
28.885436998,0,0,1
28.885437454,0,0,0
28.885450340,1,0,0
28.885450484,1,1,0
28.885450556,1,1,1
28.985435036,1,0,1
28.985435364,0,0,1
28.985435654,0,0,0
28.985448728,1,0,0
28.985448814,1,1,0
28.985448922,1,1,1
29.085433140,1,0,1
29.085433606,0,0,1
29.085434252,0,0,0
29.085447078,1,0,0
29.085447170,1,1,0
29.085447274,1,1,1
29.185431700,1,0,1
29.185431988,0,0,1
29.185432560,0,0,0
29.185445418,1,0,0
29.185445522,1,1,0
29.185445620,1,1,1
29.285429760,1,0,1
29.285430048,0,0,1
29.285430982,0,0,0
29.285443772,1,0,0
29.285443836,1,1,0
29.285443974,1,1,1
29.385428526,0,1,1
29.385428586,0,0,1
29.385429324,0,0,0
29.385442120,1,0,0
29.385442242,1,1,0
29.385442342,1,1,1
29.485426568,1,0,1
29.485427404,1,0,0
29.485427484,0,0,0
29.485440508,1,0,0
29.485440600,1,1,0
29.485440674,1,1,1
29.585424650,1,0,1
29.585424916,0,0,1
29.585425926,0,0,0
29.585438856,1,0,0
29.585438988,1,1,0
29.585439074,1,1,1
29.685423540,1,0,1
29.685423982,0,0,1
29.685424480,0,0,0
29.685437206,1,0,0
29.685437310,1,1,0
29.685437412,1,1,1
29.785421822,1,0,1
29.785422248,0,0,1
29.785422654,0,0,0
29.785435552,1,0,0
29.785435732,1,1,0
29.785435756,1,1,1
29.885420296,1,0,1
29.885420540,0,0,1
29.885420842,0,0,0
29.885433920,1,0,0
29.885434062,1,1,0
29.885434114,1,1,1
29.985418868,0,1,1
29.985419218,0,1,0
29.985419632,0,0,0
29.985432250,1,0,0
29.985432444,1,1,0
