RefDes;IC-Art#;Value;PartDecal;PartDecal_Descr;Orient.;X;Y;Seite;Class;PinCnt;DISTRIB_NAME;DISTRIB#;DISTRIB_NPPU;;
R40;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;25.7;19.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R39;;R_0402_33R;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;58.5;7.4;Oben;SMD;2;Mouser;667-ERJ-2GEJ330X;0.02;
R38;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;36.1;36.6;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R37;;R_0402_10R;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;30.4;43.1;Oben;SMD;2;Mouser;667-ERJ-2GEJ100X;0.02;
R36;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;270;44;39.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R35;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;28.9;42.6;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R34;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;270;34.5;38.8;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R33;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;59.3;47.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R32;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;31.8;47.2;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R31;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;58.2;47.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R30;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;30.8;47.2;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R29;;R_0402_10k;RESC1005X04-SEL;Resistor Switch. 3-Leads. Body 1.02x0.53mm;90;27.7;21.7;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R28;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;270;35.3;21.4;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R27;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;43.2;7.5;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R26;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;44.3;7.5;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R25;;R_0402_100k_1%;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;90;33.1;47.2;Oben;SMD;2;Mouser;667-ERJ-2RKF1003X;0.02;
R24;;R_0402_10k;RESC1005X04-SEL;Resistor Switch. 3-Leads. Body 1.02x0.53mm;90;28.8;21.7;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R23;;R_0402_10k;RESC1005X04-SEL;Resistor Switch. 3-Leads. Body 1.02x0.53mm;270;29.9;22.7;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R22;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;36.1;34.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R21;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;360;42.7;33.9;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R20;;R_0402_24k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;36.1;35.3;Oben;SMD;2;Mouser;667-ERJ-2GEJ243X;0.02;
R19;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;360;43.7;29.6;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R18;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;360;49.9;31;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R17;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;270;48.5;36.6;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R16;;R_0402_470R;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;39.1;27;Oben;SMD;2;Mouser;667-ERJ-2GEJ471X;0.02;
R15;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;28.3;36.9;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R14;;R_0402_1M;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;28.3;35.9;Oben;SMD;2;Mouser;667-ERJ-2GEJ105X;0.02;
R13;;R_1206_1R_0.1%;RESC3116X06_Shunt;1206 Chip Resistor. 4-Leads. Body 3.10x1.60mm;270;23.6;30.4;Oben;SMD;2;Mouser;603-RT1206BRD071RL;0.32;
R12;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;28.3;33.9;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R11;;R_0402_10k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;360;42.7;27;Oben;SMD;2;Mouser;667-ERJ-2GEJ103X;0.02;
R10;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;75.6;34.1;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
R9;;R_0402_100k_1%;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;270;64.4;14.2;Oben;SMD;2;Mouser;667-ERJ-2RKF1003X;0.02;
R8;;R_0402_1k;RESC1005X04;Chip Resistor. 2-Leads. Body 1.02x0.53mm;180;75.6;35.1;Oben;SMD;2;Mouser;667-ERJ-2GEJ102X;0.02;
