V_out_nom;V_inp_nom;I_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,5;1,507328;0,008388608;1,50935;0,00838778;2,50077;-0,00452909;0,8946387633413021
2,5;1,507328;0,008388608;1,5088;0,00838778;2,50078;-0,00452722;0,8945989426958288
2,5;1,507328;0,008388608;1,50826;0,00838786;2,50078;-0,00452557;0,8945845381872847
2,5;1,507328;0,008388608;1,50779;0,00838791;2,50078;-0,00452444;0,8946346197400209
2,5;1,507328;0,008388608;1,50741;0,00838795;2,50078;-0,00452329;0,8946284289635591
2,5;1,507328;0,008388608;1,5071;0,00838788;2,50078;-0,00452244;0,8946517640979446
2,5;1,507328;0,008388608;1,50671;0,00838782;2,50079;-0,00452077;0,8945628604245659
2,5;1,507328;0,008388608;1,50627;0,00838787;2,50079;-0,00451977;0,8946209041550309
2,5;1,507328;0,004194304;1,52641;0,0041937;2,5008;-0,00233201;0,911047051481529
2,5;1,507328;0,004194304;1,52619;0,00419371;2,5008;-0,00233143;0,9109495851179028
2,5;1,507328;0,004194304;1,52589;0,00419376;2,50081;-0,00233107;0,910980776401075
2,5;1,507328;0,004194304;1,52562;0,00419377;2,5008;-0,00233075;0,9110111061229745
2,5;1,507328;0,004194304;1,52543;0,00419372;2,5008;-0,00232989;0,9107992494128775
2,5;1,507328;0,004194304;1,52526;0,00419371;2,5008;-0,00233031;0,9110671407372761
2,5;1,507328;0,004194304;1,52503;0,00419375;2,50079;-0,00232989;0,9110279828029669
2,5;1,507328;0,004194304;1,52485;0,00419373;2,50079;-0,00232926;0,9108934984414372
2,5;1,507328;0,002097152;1,53079;0,00209627;2,50077;-0,0011836;0,9223927306408406
2,5;1,507328;0,002097152;1,53062;0,00209629;2,50077;-0,00118378;0,9226266662471282
2,5;1,507328;0,002097152;1,53058;0,00209626;2,50078;-0,0011837;0,9226053178300733
2,5;1,507328;0,002097152;1,53042;0,00209627;2,50078;-0,00118356;0,9225882409369546
2,5;1,507328;0,002097152;1,53025;0,00209628;2,50079;-0,00118344;0,9225964713799407
2,5;1,507328;0,002097152;1,53008;0,00209631;2,5008;-0,00118343;0,9226816650271231
2,5;1,507328;0,002097152;1,52995;0,0020963;2,5008;-0,00118322;0,9226007224040611
2,5;1,507328;0,002097152;1,52984;0,00209629;2,5008;-0,00118314;0,9226090777770216
2,5;1,507328;0,001048576;1,53383;0,00104773;2,50077;-0,000591918;0,9211040470409575
2,5;1,507328;0,001048576;1,53376;0,00104773;2,50076;-0,000591896;0,9211081659100075
2,5;1,507328;0,001048576;1,53365;0,00104775;2,50075;-0,00059194;0,9212214405037558
2,5;1,507328;0,001048576;1,53349;0,00104775;2,50076;-0,000591892;0,9212465330084485
2,5;1,507328;0,001048576;1,53336;0,00104777;2,50075;-0,000591735;0,9210589901102082
2,5;1,507328;0,001048576;1,5333;0,00104769;2,50074;-0,00059174;0,9211694657446706
2,5;1,507328;0,001048576;1,53316;0,0010477;2,50075;-0,000591678;0,9211519483186881
2,5;1,507328;0,001048576;1,53307;0,00104765;2,50075;-0,000591601;0,9211301006165827
2,5;1,507328;0,000524288;1,53224;0,000524287;2,50081;-0,000295391;0,9195642343634526
2,5;1,507328;0,000524288;1,5322;0,000524289;2,50081;-0,000295325;0,919379267522752
2,5;1,507328;0,000524288;1,53211;0,000524287;2,50081;-0,000295292;0,9193340424796231
2,5;1,507328;0,000524288;1,53201;0,000524288;2,5008;-0,000295257;0,919279648712491
2,5;1,507328;0,000524288;1,53194;0,000524287;2,5008;-0,000295286;0,9194137029684158
2,5;1,507328;0,000524288;1,53192;0,000524288;2,50077;-0,000295306;0,9194751958684192
2,5;1,507328;0,000524288;1,53182;0,000524289;2,50076;-0,000295272;0,9194239201248569
2,5;1,507328;0,000524288;1,53172;0,000524289;2,50077;-0,000295202;0,9192696400134351
2,5;1,507328;0,000262144;1,53333;0,000262142;2,50079;-0,000147402;0,917082400078339
2,5;1,507328;0,000262144;1,53322;0,000262142;2,50078;-0,000147204;0,9159125597303877
2,5;1,507328;0,000262144;1,53298;0,000262139;2,50078;-0,000147412;0,9173608431581424
2,5;1,507328;0,000262144;1,53333;0,000262138;2,50079;-0,000147245;0,9161195813452623
2,5;1,507328;0,000262144;1,53285;0,000262141;2,50078;-0,000147327;0,916902639314272
2,5;1,507328;0,000262144;1,53294;0,00026214;2,50078;-0,000147299;0,9166780539459268
2,5;1,507328;0,000262144;1,53274;0,000262139;2,50078;-0,000147286;0,9167202512302121
2,5;1,507328;0,000262144;1,53293;0,000262141;2,50079;-0,000147221;0,9161987860016698
2,5;1,507328;0,000131072;1,5368;0,000131051;2,50081;-7,3433e-05;0,9118308408597229
2,5;1,507328;0,000131072;1,53668;0,00013105;2,5008;-7,34016e-05;0,9115154267527719
2,5;1,507328;0,000131072;1,53661;0,000131053;2,50079;-7,34647e-05;0,9123160415604619
2,5;1,507328;0,000131072;1,53656;0,000131052;2,5008;-7,34454e-05;0,9121166522558078
2,5;1,507328;0,000131072;1,53657;0,000131052;2,50078;-7,33889e-05;0,9114017596876303
2,5;1,507328;0,000131072;1,53646;0,000131052;2,5008;-7,33616e-05;0,91113523915748
2,5;1,507328;0,000131072;1,53638;0,000131053;2,5008;-7,34295e-05;0,912019070422458
2,5;1,507328;0,000131072;1,53633;0,00013105;2,5008;-7,33528e-05;0,9111169382180155
2,5;1,507328;6,5536e-05;1,53654;6,55287e-05;2,50081;-3,62921e-05;0,9013996257391543
2,5;1,507328;6,5536e-05;1,53647;6,55282e-05;2,50081;-3,6303e-05;0,9017183123741144
2,5;1,507328;6,5536e-05;1,53643;6,55283e-05;2,5008;-3,63279e-05;0,9023553017654932
2,5;1,507328;6,5536e-05;1,53642;6,55282e-05;2,50081;-3,63232e-05;0,9022494146639877
2,5;1,507328;6,5536e-05;1,53643;6,55292e-05;2,50081;-3,63506e-05;0,9029103606629817
2,5;1,507328;6,5536e-05;1,53635;6,55294e-05;2,50079;-3,63546e-05;0,9030467591834114
2,5;1,507328;6,5536e-05;1,5363;6,55289e-05;2,50079;-3,63128e-05;0,9020446881820879
2,5;1,507328;6,5536e-05;1,53623;6,55289e-05;2,5008;-3,6386e-05;0,9039078461868477
2,5;1,507328;3,2768e-05;1,53642;3,27597e-05;2,50075;-1,78378e-05;0,886261125076376
2,5;1,507328;3,2768e-05;1,5363;3,27595e-05;2,50075;-1,81072e-05;0,8997218775188707
2,5;1,507328;3,2768e-05;1,53626;3,27591e-05;2,50076;-1,78042e-05;0,8847035984143129
2,5;1,507328;3,2768e-05;1,53603;3,27587e-05;2,50076;-1,77267e-05;0,8809952204382635
2,5;1,507328;3,2768e-05;1,53624;3,27586e-05;2,50077;-1,77493e-05;0,8820040487443983
2,5;1,507328;3,2768e-05;1,53605;3,27595e-05;2,50077;-1,78727e-05;0,8882215363722611
2,5;1,507328;3,2768e-05;1,53621;3,27594e-05;2,50078;-1,79633e-05;0,8926374093944586
2,5;1,507328;3,2768e-05;1,53602;3,27595e-05;2,5008;-1,77085e-05;0,8800890170869031
2,5;1,507328;1,6384e-05;1,53615;1,63747e-05;2,50077;-6,76652e-06;0,6727165982162984
2,5;1,507328;1,6384e-05;1,53645;1,63742e-05;2,50075;-7,8363e-06;0,7789378524948394
2,5;1,507328;1,6384e-05;1,53645;1,63748e-05;2,50077;-6,41329e-06;0,6374706488474869
2,5;1,507328;1,6384e-05;1,53651;1,63748e-05;2,50075;-8,57139e-06;0,85194221388488
2,5;1,507328;1,6384e-05;1,53659;1,63751e-05;2,50075;-8,55373e-06;0,8501270824406573
2,5;1,507328;1,6384e-05;1,53698;1,63743e-05;2,50078;-8,61677e-06;0,8562272176050303
2,5;1,507328;1,6384e-05;1,53652;1,63744e-05;2,50076;-8,36357e-06;0,8313044348549362
2,5;1,507328;1,6384e-05;1,53733;1,63739e-05;2,50077;-8,30167e-06;0,8247455492784451
2,5;1,376256;0,008388608;1,3928;0,00838781;2,50083;-0,00415796;0,8900760907427212
2,5;1,376256;0,008388608;1,3927;0,00838785;2,50084;-0,00415774;0,8900922175400234
2,5;1,376256;0,008388608;1,39264;0,00838793;2,50084;-0,0041575;0,8900706952091865
2,5;1,376256;0,008388608;1,39251;0,00838791;2,50084;-0,00415714;0,8900788326076057
2,5;1,376256;0,008388608;1,39248;0,00838781;2,50085;-0,00415736;0,8901592853971986
2,5;1,376256;0,008388608;1,39252;0,00838777;2,50086;-0,0041574;0,89015008440157
2,5;1,376256;0,008388608;1,39246;0,00838782;2,50086;-0,00415697;0,890091062162776
2,5;1,376256;0,008388608;1,39239;0,0083878;2,50086;-0,00415684;0,8901100953197114
2,5;1,376256;0,004194304;1,39331;0,00419368;2,50077;-0,00211083;0,9034080708964929
2,5;1,376256;0,004194304;1,39323;0,00419361;2,50076;-0,00211041;0,9032916456884788
2,5;1,376256;0,004194304;1,39309;0,00419365;2,50077;-0,00210856;0,9025855117385471
2,5;1,376256;0,004194304;1,39296;0,00419367;2,50079;-0,00210969;0,9031564130122784
2,5;1,376256;0,004194304;1,39305;0,0041937;2,5008;-0,00211045;0,9034205474044517
2,5;1,376256;0,004194304;1,39291;0,00419379;2,50079;-0,00210985;0,9032314855310537
2,5;1,376256;0,004194304;1,39286;0,00419371;2,50079;-0,00211029;0,9034695153264556
2,5;1,376256;0,004194304;1,393;0,00419374;2,5008;-0,00211014;0,9033116521729474
2,5;1,376256;0,002097152;1,39822;0,00209625;2,50076;-0,00107669;0,9186373691051286
2,5;1,376256;0,002097152;1,39817;0,00209628;2,50077;-0,00107675;0,9187119404931966
2,5;1,376256;0,002097152;1,39818;0,00209632;2,50078;-0,00107661;0,9185720643800981
2,5;1,376256;0,002097152;1,39807;0,00209634;2,50079;-0,00107663;0,9186563120650899
2,5;1,376256;0,002097152;1,39807;0,00209635;2,5008;-0,00107662;0,9186470706459318
2,5;1,376256;0,002097152;1,39803;0,00209627;2,50079;-0,00107653;0,9186279413036345
2,5;1,376256;0,002097152;1,39797;0,00209627;2,50078;-0,00107651;0,918646627606274
2,5;1,376256;0,002097152;1,39802;0,00209628;2,50078;-0,00107647;0,9185752573477562
2,5;1,376256;0,001048576;1,40077;0,00104773;2,50078;-0,000538056;0,91682564937125
2,5;1,376256;0,001048576;1,40073;0,00104768;2,50077;-0,000538003;0,9168016042081902
2,5;1,376256;0,001048576;1,40075;0,00104766;2,50076;-0,00053808;0,9169335640766052
2,5;1,376256;0,001048576;1,40056;0,00104764;2,50079;-0,000538064;0,9170591940929164
2,5;1,376256;0,001048576;1,4007;0,00104766;2,50079;-0,000538046;0,9169193539675737
2,5;1,376256;0,001048576;1,40063;0,00104767;2,50079;-0,000537921;0,9167433976075591
2,5;1,376256;0,001048576;1,40055;0,00104764;2,50079;-0,000538067;0,9170708550845973
2,5;1,376256;0,001048576;1,40051;0,00104769;2,50078;-0,000538053;0,9170257521634365
2,5;1,376256;0,000524288;1,39912;0,000524293;2,50079;-0,000268404;0,9150338994254351
2,5;1,376256;0,000524288;1,39906;0,000524294;2,50077;-0,000268459;0,9152515882463378
2,5;1,376256;0,000524288;1,39904;0,000524293;2,50077;-0,000268467;0,9152936926257268
2,5;1,376256;0,000524288;1,39901;0,000524294;2,50078;-0,000268331;0,9148515539111374
2,5;1,376256;0,000524288;1,39885;0,000524291;2,50077;-0,000268342;0,9149952789280492
2,5;1,376256;0,000524288;1,39885;0,000524291;2,50079;-0,000268386;0,9151526294835096
2,5;1,376256;0,000524288;1,39892;0,000524289;2,50078;-0,000268361;0,9150214264353873
2,5;1,376256;0,000524288;1,39889;0,000524289;2,5008;-0,000268353;0,9150210895083174
2,5;1,376256;0,000262144;1,39824;0,000262139;2,50078;-0,000133718;0,9123300911895784
2,5;1,376256;0,000262144;1,39821;0,000262138;2,50078;-0,0001338;0,9129126296419859
2,5;1,376256;0,000262144;1,39816;0,000262139;2,50079;-0,00013376;0,9126725161397562
2,5;1,376256;0,000262144;1,39813;0,000262138;2,50077;-0,000133686;0,9121833557989002
