V_out_nom;V_inp_nom;I_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,0;0,2;0,05;0,248006;0,0370795;2,00075;-0,00269007;0,5852755067861031
2,0;0,2;0,05;0,248029;0,0370731;2,00073;-0,00269131;0,5855862146403121
2,0;0,2;0,05;0,247927;0,0370648;2,00073;-0,00269094;0,5858777597553272
2,0;0,2;0,05;0,247823;0,0370648;2,00074;-0,0026911;0,586161405822522
2,0;0,2;0,05;0,248;0,037049;2,00074;-0,00269098;0,5859667237982131
2,0;0,2;0,05;0,248043;0,0370505;2,00073;-0,00269081;0,585801485534411
2,0;0,2;0,05;0,248058;0,0370478;2,00073;-0,00269057;0,5857565024859708
2,0;0,2;0,04;0,240472;0,0368308;2,00073;-0,00253379;0,5723786610320388
2,0;0,2;0,04;0,240495;0,0368237;2,00071;-0,00253384;0,5724398447433443
2,0;0,2;0,04;0,240502;0,0368211;2,00071;-0,00253369;0,5724297141045376
2,0;0,2;0,04;0,240499;0,0368198;2,00072;-0,00253393;0,5725141523902108
2,0;0,2;0,04;0,24052;0,0368113;2,00073;-0,00253429;0,5726805640472938
2,0;0,2;0,04;0,240539;0,0368139;2,00072;-0,00253423;0,5725784675721305
2,0;0,2;0,04;0,240539;0,0368083;2,00072;-0,00253424;0,5726678391527551
2,0;0,2;0,03;0,219745;0,0299989;2,00071;-0,00204914;0,6219155867823584
2,0;0,2;0,03;0,219766;0,0299986;2,00071;-0,00204942;0,6219473507024236
2,0;0,2;0,03;0,219729;0,0299986;2,00072;-0,00205025;0,6223071168710359
2,0;0,2;0,03;0,219855;0,0299986;2,00072;-0,00205032;0,6219717042936884
2,0;0,2;0,03;0,219859;0,0299985;2,00073;-0,00205039;0,6219868049970572
2,0;0,2;0,03;0,219807;0,0299985;2,00074;-0,00205078;0,6222553939497023
2,0;0,2;0,03;0,219893;0,0299984;2,00073;-0,00205076;0,6220049287680345
2,0;0,2;0,02;0,198118;0,0199973;2,00074;-0,00138408;0,6989668050214489
