V_out_nom;V_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,0;0,4;0,401909;0,000600001;2,00072;-9,67811e-05;0,8029451239432347
2,0;0,4;0,401514;0,000799996;2,00071;-0,00012914;0,8044292881396564
2,0;0,4;0,3916;0,000999959;2,00071;-0,000157498;0,8046847178840585
2,0;0,4;0,395941;0,00199917;2,00074;-0,000319613;0,8078611877791443
2,0;0,4;0,397853;0,00299926;2,00074;-0,000482558;0,8090941865182598
2,0;0,4;0,39964;0,00399916;2,00073;-0,000647166;0,810145809889723
2,0;0,4;0,394427;0,00499945;2,00073;-0,00079793;0,8093910758402401
2,0;0,4;0,393684;0,00599938;2,00073;-0,000955825;0,8096342907408395
2,0;0,4;0,397945;0,00799941;2,00072;-0,00129227;0,8121335204220068
2,0;0,4;0,400296;0,00999917;2,00073;-0,00162663;0,8128877732855185
2,0;0,4;0,402055;0,0199968;2,00074;-0,00314012;0,7814042958814198
2,0;0,4;0,413947;0,0299986;2,00072;-0,00458066;0,7380724891736952
2,0;0,4;0,424122;0,0399981;2,00073;-0,00608058;0,717193079454582
2,0;0,4;0,411357;0,0499998;2,00073;-0,00701074;0,6819984982250535
2,5;0,4;0,403558;9,99967e-06;2,50081;-3,51319e-07;0,2177181297914052
2,5;0,4;0,40301;1,99914e-05;2,5008;-1,9864e-06;0,6166203992525648
2,5;0,4;0,402973;2,9992e-05;2,50081;-3,29986e-06;0,6829444415231661
2,5;0,4;0,402986;3,99924e-05;2,5008;-4,63168e-06;0,7186879808829952
2,5;0,4;0,402837;4,9994e-05;2,50081;-5,97522e-06;0,7419821190109582
2,5;0,4;0,402671;5,9993e-05;2,50082;-7,30666e-06;0,756397290790675
2,5;0,4;0,402858;7,99932e-05;2,5008;-9,9372e-06;0,7711493050684273
2,5;0,4;0,402934;9,99912e-05;2,50078;-1,26637e-05;0,7859808204246863
2,5;0,4;0,403017;0,000199988;2,5008;-2,60561e-05;0,8084727998564988
2,5;0,4;0,403069;0,000300002;2,5008;-3,94001e-05;0,8148171806386889
2,5;0,4;0,402256;0,000399997;2,50079;-5,264e-05;0,8180268514650756
2,5;0,4;0,393315;0,000500013;2,5008;-6,46296e-05;0,821907637270998
2,5;0,4;0,392992;0,000600003;2,50078;-7,76394e-05;0,8233470895969573
2,5;0,4;0,393187;0,000799992;2,50079;-0,000103768;0,8250076447428734
2,5;0,4;0,393731;0,000999962;2,50077;-0,000130131;0,8265543419049262
2,5;0,4;0,398067;0,00199928;2,5008;-0,000264048;0,8297632545392949
2,5;0,4;0,390632;0,00299934;2,50081;-0,00038898;0,8302668243919354
2,5;0,4;0,392628;0,0039993;2,50082;-0,000522105;0,8315004966297208
2,5;0,4;0,394442;0,00499947;2,50081;-0,000656378;0,8323161999144428
2,5;0,4;0,396605;0,00599939;2,50081;-0,000792686;0,8331447709569175
2,5;0,4;0,399327;0,00799947;2,50079;-0,00106671;0,8349792132320826
2,5;0,4;0,396112;0,00999928;2,50081;-0,00132301;0,8352608048279219
2,5;0,4;0,401322;0,019997;2,50081;-0,00257289;0,8017446267048106
2,5;0,4;0,414544;0,0299983;2,50079;-0,00386457;0,777015156813738
2,5;0,4;0,422801;0,0399984;2,50082;-0,00510478;0,7549336707564033
2,5;0,4;0,41255;0,0500001;2,50083;-0,005990225;0,7263277987723811
3,0;0,4;0,404268;9,99967e-06;3,00079;-2,03449e-07;0,1511032246670157
3,0;0,4;0,403507;1,99903e-05;3,0008;-1,55887e-06;0,5798914439749059
3,0;0,4;0,403559;2,99912e-05;3,00081;-2,6816e-06;0,6648710259726258
3,0;0,4;0,403542;3,99936e-05;3,00082;-3,78143e-06;0,7032272516652623
3,0;0,4;0,403424;4,99926e-05;3,00082;-4,86539e-06;0,723996743067985
3,0;0,4;0,403331;5,99937e-05;3,00082;-6,00745e-06;0,7450001243760869
3,0;0,4;0,403413;7,99927e-05;3,0008;-8,19528e-06;0,7619582158223663
3,0;0,4;0,403471;9,9992e-05;3,0008;-1,04559e-05;0,7776680830296429
3,0;0,4;0,403236;0,000199984;3,00081;-2,16784e-05;0,8065763462303375
3,0;0,4;0,394367;0,000300003;3,00081;-3,22963e-05;0,8190964165381651
3,0;0,4;0,394297;0,000399993;3,0008;-4,3271e-05;0,8233359769969261
3,0;0,4;0,394297;0,000500011;3,0008;-5,42866e-05;0,8262544107015116
3,0;0,4;0,394175;0,000600004;3,00079;-6,52581e-05;0,8278014416881831
3,0;0,4;0,394394;0,000799993;3,0008;-8,72833e-05;0,8301004977965319
3,0;0,4;0,394979;0,000999958;3,00078;-0,000109438;0,8315062386610568
3,0;0,4;0,390215;0,00199919;3,00082;-0,000217281;0,8358234893223447
3,0;0,4;0,39244;0,00299932;3,0008;-0,000328538;0,8375861479110175
3,0;0,4;0,394424;0,00399933;3,00082;-0,000440912;0,838859777118317
3,0;0,4;0,383759;0,0049995;3,00081;-0,000529262;0,8276727229031066
3,0;0,4;0,390299;0,00599947;3,00082;-0,000655093;0,8397978847179087
3,0;0,4;0,394234;0,00799954;3,0008;-0,000884158;0,8411673186187136
3,0;0,4;0,39624;0,00999929;3,00081;-0,00111314;0,843141928999373
3,0;0,4;0,400546;0,0199971;3,00082;-0,00216549;0,811300791906769
3,0;0,4;0,415108;0,0299984;3,00079;-0,00329642;0,7943221025997175
3,0;0,4;0,421936;0,0399985;3,00079;-0,0043681;0,7766081646557011
3,0;0,4;0,4121165;0,0499998;3,00082;-0,005158985;0,7513346937451022
3,5;0,4;0,404504;9,99965e-06;3,50062;-7,40405e-09;0,0064092110418125
3,5;0,4;0,4041;1,99911e-05;3,50064;-1,18842e-06;0,5149182613799383
3,5;0,4;0,404044;2,99909e-05;3,50064;-2,16499e-06;0,6253670479808843
3,5;0,4;0,403972;3,99921e-05;3,50063;-3,10294e-06;0,6722894067208544
3,5;0,4;0,403961;4,99924e-05;3,50064;-4,09735e-06;0,7102316423746083
3,5;0,4;0,403827;5,9992e-05;3,50064;-4,97e-06;0,7181525328192562
3,5;0,4;0,403589;7,99927e-05;3,50066;-6,9586e-06;0,7546544434526998
3,5;0,4;0,402884;9,99923e-05;3,50065;-8,7966e-06;0,7648626615343628
3,5;0,4;0,395174;0,000199987;3,50065;-1,81512e-05;0,8040105240812669
3,5;0,4;0,395229;0,000300001;3,50064;-2,75661e-05;0,8138592537353514
3,5;0,4;0,395263;0,000399998;3,50064;-3,69999e-05;0,8191374375539948
3,5;0,4;0,395244;0,000500013;3,50064;-4,63862e-05;0,8216814631170636
3,5;0,4;0,395212;0,000600001;3,50065;-5,57562e-05;0,82311592169397
3,5;0,4;0,395481;0,000799993;3,50063;-7,45683e-05;0,825068264353268
