V_out_nom;V_inp_nom;I_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,75;1,507328;0,008388608;1,52218;0,00838772;2,7508;-0,00418259;0,9011443719177008
2,75;1,507328;0,008388608;1,52173;0,00838774;2,7508;-0,00418135;0,9011414674733423
2,75;1,507328;0,008388608;1,52138;0,00838775;2,75079;-0,00418016;0,9010879076680898
2,75;1,507328;0,008388608;1,52102;0,00838772;2,7508;-0,00417903;0,9010640346619734
2,75;1,507328;0,008388608;1,5207;0,00838773;2,75079;-0,00417815;0,9010595134798799
2,75;1,507328;0,008388608;1,52013;0,00838779;2,75079;-0,00417732;0,90121187040071
2,75;1,507328;0,008388608;1,51987;0,00838777;2,7508;-0,0041763;0,9011513712474764
2,75;1,507328;0,004194304;1,52122;0,00419361;2,7508;-0,00208786;0,9002856417919581
2,75;1,507328;0,004194304;1,5211;0,00419371;2,75082;-0,00208769;0,9002684337460444
2,75;1,507328;0,004194304;1,52079;0,00419364;2,75079;-0,00208742;0,9003406999755792
2,75;1,507328;0,004194304;1,52064;0,0041937;2,75076;-0,00208712;0,900277404743479
2,75;1,507328;0,004194304;1,52056;0,0041937;2,75077;-0,00208679;0,900185690097177
2,75;1,507328;0,004194304;1,52028;0,00419371;2,75077;-0,00208669;0,9003061911451721
2,75;1,507328;0,004194304;1,52009;0,00419363;2,75077;-0,00208622;0,9002330880714727
2,75;1,507328;0,004194304;1,51994;0,0041936;2,75079;-0,00208594;0,9002140794848139
2,75;1,507328;0,002097152;1,52379;0,00209622;2,75081;-0,0010584;0,9114827337722458
2,75;1,507328;0,002097152;1,52362;0,00209624;2,7508;-0,00105852;0,9116757754223833
2,75;1,507328;0,002097152;1,5236;0,00209621;2,75079;-0,00105847;0,911654411433502
2,75;1,507328;0,002097152;1,52332;0,00209621;2,75078;-0,00105833;0,9116980640411132
2,75;1,507328;0,002097152;1,52311;0,00209621;2,75079;-0,00105823;0,9117409227570099
2,75;1,507328;0,002097152;1,523;0,00209624;2,7508;-0,00105808;0,9116677958288648
2,75;1,507328;0,002097152;1,52295;0,00209625;2,75078;-0,00105787;0,911505804122781
2,75;1,507328;0,002097152;1,52278;0,00209626;2,75079;-0,00105823;0,9119167535821496
2,75;1,507328;0,001048576;1,53046;0,00104761;2,75076;-0,000538206;0,9233781992611187
2,75;1,507328;0,001048576;1,53041;0,00104762;2,75077;-0,000538223;0,9234320764701889
2,75;1,507328;0,001048576;1,53027;0,00104761;2,75078;-0,000538176;0,9234480848183992
2,75;1,507328;0,001048576;1,53008;0,00104764;2,75079;-0,000538045;0,9233148625765208
2,75;1,507328;0,001048576;1,52996;0,00104766;2,75077;-0,000537944;0,923189609631784
2,75;1,507328;0,001048576;1,52981;0,00104761;2,75077;-0,000538051;0,923507849907188
2,75;1,507328;0,001048576;1,52971;0,00104763;2,75077;-0,000537912;0,9233119998719947
2,75;1,507328;0,001048576;1,52962;0,00104763;2,75077;-0,000537911;0,9233646092602343
2,75;1,507328;0,000524288;1,52857;0,000524293;2,75081;-0,000267517;0,9182323491795708
2,75;1,507328;0,000524288;1,52814;0,000524291;2,75081;-0,000268231;0,9209456835745671
2,75;1,507328;0,000524288;1,52841;0,00052429;2,7508;-0,000268241;0,9208157315308785
2,75;1,507328;0,000524288;1,52807;0,000524288;2,75081;-0,000268242;0,9210309108991337
2,75;1,507328;0,000524288;1,52895;0,000524288;2,75081;-0,000268315;0,9207513110547765
2,75;1,507328;0,000524288;1,5286;0,000524289;2,7508;-0,000268181;0,9204970908800054
2,75;1,507328;0,000524288;1,52857;0,000524291;2,75079;-0,00026811;0,9202645975043182
2,75;1,507328;0,000524288;1,52834;0,000524291;2,75079;-0,000268087;0,9203241307825003
2,75;1,507328;0,000262144;1,53354;0,000262138;2,7508;-0,000134236;0,918550267833813
2,75;1,507328;0,000262144;1,53344;0,000262138;2,75079;-0,000134291;0,9189832069331824
2,75;1,507328;0,000262144;1,53337;0,000262139;2,7508;-0,000134286;0,9189907769097946
2,75;1,507328;0,000262144;1,53337;0,000262141;2,75079;-0,000134256;0,9187751209984492
2,75;1,507328;0,000262144;1,53331;0,000262139;2,75079;-0,000134239;0,9187017395176096
2,75;1,507328;0,000262144;1,53326;0,000262135;2,75081;-0,000134309;0,9192314884830928
