Time [s],Dbg10
-0.100013978,5.005
-0.099853978,5.005
-0.099693978,5.000
-0.099533978,5.005
-0.099373978,5.005
-0.099213978,5.000
-0.099053978,5.005
-0.098893978,5.005
-0.098733978,5.000
-0.098573978,5.005
-0.098413978,5.000
-0.098253978,5.000
-0.098093978,5.000
-0.097933978,5.000
-0.097773978,5.000
-0.097613978,5.005
-0.097453978,5.005
-0.097293978,5.000
-0.097133978,5.005
-0.096973978,5.000
-0.096813978,5.000
-0.096653978,5.005
-0.096493978,5.005
-0.096333978,5.000
-0.096173978,5.000
-0.096013978,5.000
-0.095853978,5.000
-0.095693978,5.000
-0.095533978,5.000
-0.095373978,5.005
-0.095213978,5.000
-0.095053978,5.000
-0.094893978,5.000
-0.094733978,5.005
-0.094573978,5.000
-0.094413978,5.005
-0.094253978,5.000
-0.094093978,5.000
-0.093933978,5.000
-0.093773978,5.005
-0.093613978,5.000
-0.093453978,5.005
-0.093293978,5.000
-0.093133978,5.005
-0.092973978,5.005
-0.092813978,5.000
-0.092653978,5.000
-0.092493978,5.005
-0.092333978,5.005
-0.092173978,5.000
-0.092013978,5.000
-0.091853978,5.005
-0.091693978,5.005
-0.091533978,5.005
-0.091373978,5.000
-0.091213978,5.005
-0.091053978,5.000
-0.090893978,5.005
-0.090733978,5.000
-0.090573978,5.000
-0.090413978,5.000
-0.090253978,5.005
-0.090093978,5.000
-0.089933978,5.005
-0.089773978,5.005
-0.089613978,5.000
-0.089453978,5.005
-0.089293978,5.005
-0.089133978,5.005
-0.088973978,5.000
-0.088813978,5.000
-0.088653978,5.000
-0.088493978,5.000
-0.088333978,5.005
-0.088173978,5.000
-0.088013978,5.000
-0.087853978,5.000
-0.087693978,5.000
-0.087533978,5.005
-0.087373978,5.005
-0.087213978,5.000
-0.087053978,5.005
-0.086893978,5.005
-0.086733978,5.000
-0.086573978,5.005
-0.086413978,5.000
-0.086253978,5.000
-0.086093978,5.005
-0.085933978,5.000
-0.085773978,5.005
-0.085613978,5.000
-0.085453978,5.005
-0.085293978,5.005
-0.085133978,5.005
-0.084973978,5.005
-0.084813978,5.000
-0.084653978,5.000
-0.084493978,5.005
-0.084333978,5.000
-0.084173978,5.000
-0.084013978,5.005
-0.083853978,5.000
-0.083693978,5.000
-0.083533978,5.000
-0.083373978,5.000
-0.083213978,5.005
-0.083053978,5.000
-0.082893978,5.000
-0.082733978,5.000
-0.082573978,5.000
-0.082413978,5.000
-0.082253978,5.005
-0.082093978,5.005
-0.081933978,5.005
-0.081773978,5.000
-0.081613978,5.000
-0.081453978,5.005
-0.081293978,5.000
-0.081133978,5.005
-0.080973978,5.000
-0.080813978,5.000
-0.080653978,5.000
-0.080493978,5.000
-0.080333978,5.005
-0.080173978,5.000
-0.080013978,5.000
-0.079853978,5.005
-0.079693978,5.000
-0.079533978,5.000
-0.079373978,5.005
-0.079213978,5.000
-0.079053978,5.000
-0.078893978,5.005
-0.078733978,5.000
-0.078573978,5.000
-0.078413978,5.005
-0.078253978,5.000
-0.078093978,5.000
-0.077933978,5.005
-0.077773978,5.000
-0.077613978,5.000
-0.077453978,5.000
-0.077293978,5.000
-0.077133978,5.005
-0.076973978,5.005
-0.076813978,5.000
-0.076653978,5.000
-0.076493978,5.005
-0.076333978,5.000
-0.076173978,5.005
-0.076013978,5.005
-0.075853978,5.005
-0.075693978,5.000
-0.075533978,5.005
-0.075373978,5.000
-0.075213978,5.005
-0.075053978,5.005
-0.074893978,5.000
-0.074733978,5.000
-0.074573978,5.000
-0.074413978,5.000
-0.074253978,5.000
-0.074093978,5.000
-0.073933978,5.000
-0.073773978,5.000
-0.073613978,5.000
-0.073453978,5.000
-0.073293978,5.005
-0.073133978,5.000
-0.072973978,5.005
-0.072813978,5.005
-0.072653978,5.000
-0.072493978,5.005
-0.072333978,5.005
-0.072173978,5.000
-0.072013978,5.000
-0.071853978,5.005
-0.071693978,5.005
-0.071533978,5.005
-0.071373978,5.000
-0.071213978,5.000
