Time [s],voltage
-0.203752942,4.995
-0.199752942,4.995
-0.195752942,5.000
-0.191752942,4.995
-0.187752942,4.995
-0.183752942,4.995
-0.179752942,4.995
-0.175752942,4.995
-0.171752942,4.995
-0.167752942,4.995
-0.163752942,4.995
-0.159752942,4.995
-0.155752942,4.995
-0.151752942,4.995
-0.147752942,5.000
-0.143752942,4.995
-0.139752942,4.995
-0.135752942,4.995
-0.131752942,5.000
-0.127752942,4.995
-0.123752942,4.995
-0.119752942,4.995
-0.115752942,4.995
-0.111752942,4.995
-0.107752942,4.995
-0.103752942,4.995
-0.099752942,4.995
-0.095752942,4.995
-0.091752942,4.995
-0.087752942,5.000
-0.083752942,4.995
-0.079752942,4.995
-0.075752942,4.995
-0.071752942,4.995
-0.067752942,4.995
-0.063752942,4.995
-0.059752942,4.995
-0.055752942,4.995
-0.051752942,4.995
-0.047752942,5.000
-0.043752942,4.995
-0.039752942,5.000
-0.035752942,4.995
-0.031752942,4.995
-0.027752942,4.995
-0.023752942,4.995
-0.019752942,4.995
-0.015752942,4.995
-0.011752942,4.995
-0.007752942,4.995
-0.003752942,4.995
0.000247058,4.995
0.004247058,4.995
0.008247058,4.995
0.012247058,4.995
0.016247058,5.000
0.020247058,4.995
0.024247058,4.995
0.028247058,4.995
0.032247058,4.995
0.036247058,4.995
0.040247058,4.995
0.044247058,4.995
0.048247058,4.995
0.052247058,4.995
0.056247058,4.990
0.060247058,4.995
0.064247058,4.990
0.068247058,4.990
0.072247058,4.990
0.076247058,4.990
0.080247058,4.990
0.084247058,4.990
0.088247058,4.990
0.092247058,4.990
0.096247058,4.990
0.100247058,4.990
0.104247058,4.985
0.108247058,4.985
0.112247058,4.985
0.116247058,4.985
0.120247058,4.985
0.124247058,4.985
0.128247058,4.985
0.132247058,4.985
0.136247058,4.985
0.140247058,4.985
0.144247058,4.980
0.148247058,4.985
0.152247058,4.985
0.156247058,4.980
0.160247058,4.980
0.164247058,4.985
0.168247058,4.980
0.172247058,4.980
0.176247058,4.980
0.180247058,4.980
0.184247058,4.980
0.188247058,4.980
0.192247058,4.980
0.196247058,4.980
0.200247058,4.975
0.204247058,4.980
0.208247058,4.975
0.212247058,4.975
0.216247058,4.975
0.220247058,4.975
0.224247058,4.975
0.228247058,4.975
0.232247058,4.975
0.236247058,4.975
0.240247058,4.975
0.244247058,4.975
0.248247058,4.975
0.252247058,4.970
0.256247058,4.970
0.260247058,4.970
0.264247058,4.970
0.268247058,4.970
0.272247058,4.970
0.276247058,4.970
0.280247058,4.970
0.284247058,4.970
0.288247058,4.970
0.292247058,4.970
0.296247058,4.970
0.300247058,4.970
0.304247058,4.964
0.308247058,4.964
0.312247058,4.964
0.316247058,4.964
0.320247058,4.964
0.324247058,4.964
0.328247058,4.964
0.332247058,4.964
0.336247058,4.964
0.340247058,4.964
0.344247058,4.964
0.348247058,4.964
0.352247058,4.959
0.356247058,4.959
0.360247058,4.959
0.364247058,4.959
0.368247058,4.959
0.372247058,4.959
0.376247058,4.959
0.380247058,4.959
0.384247058,4.959
0.388247058,4.959
0.392247058,4.959
0.396247058,4.959
0.400247058,4.954
0.404247058,4.954
0.408247058,4.954
0.412247058,4.954
0.416247058,4.954
0.420247058,4.954
0.424247058,4.954
0.428247058,4.954
0.432247058,4.954
0.436247058,4.954
0.440247058,4.954
0.444247058,4.949
0.448247058,4.949
0.452247058,4.949
0.456247058,4.949
0.460247058,4.949
0.464247058,4.949
0.468247058,4.949
0.472247058,4.949
0.476247058,4.949
0.480247058,4.949
0.484247058,4.949
0.488247058,4.949
0.492247058,4.944
0.496247058,4.944
0.500247058,4.944
0.504247058,4.944
0.508247058,4.944
0.512247058,4.944
0.516247058,4.944
0.520247058,4.944
0.524247058,4.944
0.528247058,4.944
0.532247058,4.944
0.536247058,4.944
0.540247058,4.944
0.544247058,4.944
0.548247058,4.939
0.552247058,4.939
0.556247058,4.939
0.560247058,4.939
0.564247058,4.939
0.568247058,4.939
0.572247058,4.939
0.576247058,4.939
0.580247058,4.939
0.584247058,4.939
0.588247058,4.934
0.592247058,4.939
0.596247058,4.934
0.600247058,4.934
0.604247058,4.934
0.608247058,4.934
0.612247058,4.934
0.616247058,4.934
0.620247058,4.934
0.624247058,4.934
0.628247058,4.934
0.632247058,4.934
0.636247058,4.934
0.640247058,4.928
0.644247058,4.928
0.648247058,4.934
0.652247058,4.928
0.656247058,4.928
0.660247058,4.928
0.664247058,4.928
0.668247058,4.928
0.672247058,4.928
0.676247058,4.928
0.680247058,4.928
0.684247058,4.928
0.688247058,4.928
0.692247058,4.928
0.696247058,4.928
0.700247058,4.928
0.704247058,4.923
0.708247058,4.923
0.712247058,4.923
0.716247058,4.923
0.720247058,4.923
0.724247058,4.923
0.728247058,4.923
0.732247058,4.923
0.736247058,4.923
0.740247058,4.923
0.744247058,4.918
0.748247058,4.918
0.752247058,4.918
0.756247058,4.918
0.760247058,4.918
0.764247058,4.918
0.768247058,4.918
0.772247058,4.918
0.776247058,4.918
0.780247058,4.918
0.784247058,4.918
0.788247058,4.918
0.792247058,4.918
0.796247058,4.918
0.800247058,4.913
0.804247058,4.913
0.808247058,4.913
0.812247058,4.913
0.816247058,4.913
0.820247058,4.913
0.824247058,4.913
0.828247058,4.913
0.832247058,4.913
0.836247058,4.913
0.840247058,4.913
0.844247058,4.913
0.848247058,4.908
0.852247058,4.908
0.856247058,4.908
0.860247058,4.908
0.864247058,4.908
0.868247058,4.908
0.872247058,4.908
0.876247058,4.908
0.880247058,4.908
0.884247058,4.908
0.888247058,4.908
0.892247058,4.908
0.896247058,4.908
0.900247058,4.908
0.904247058,4.903
0.908247058,4.908
0.912247058,4.903
0.916247058,4.903
0.920247058,4.903
0.924247058,4.903
0.928247058,4.903
0.932247058,4.903
0.936247058,4.903
0.940247058,4.903
0.944247058,4.903
0.948247058,4.898
0.952247058,4.898
0.956247058,4.898
0.960247058,4.898
0.964247058,4.898
0.968247058,4.898
0.972247058,4.898
0.976247058,4.898
0.980247058,4.898
0.984247058,4.898
0.988247058,4.898
0.992247058,4.898
0.996247058,4.898
1.000247058,4.898
1.004247058,4.893
1.008247058,4.893
1.012247058,4.893
1.016247058,4.893
1.020247058,4.893
1.024247058,4.893
1.028247058,4.893
1.032247058,4.893
1.036247058,4.893
1.040247058,4.893
1.044247058,4.893
1.048247058,4.893
1.052247058,4.893
1.056247058,4.893
1.060247058,4.893
1.064247058,4.887
1.068247058,4.887
1.072247058,4.887
1.076247058,4.887
1.080247058,4.887
1.084247058,4.887
1.088247058,4.887
1.092247058,4.887
1.096247058,4.887
1.100247058,4.882
1.104247058,4.887
1.108247058,4.882
1.112247058,4.882
1.116247058,4.887
1.120247058,4.882
1.124247058,4.882
1.128247058,4.882
1.132247058,4.882
1.136247058,4.882
1.140247058,4.882
1.144247058,4.877
1.148247058,4.882
1.152247058,4.882
1.156247058,4.882
1.160247058,4.882
1.164247058,4.877
1.168247058,4.877
