Time [s],voltage
-0.202291276,5.000
-0.198291276,5.000
-0.194291276,5.000
-0.190291276,5.000
-0.186291276,5.000
-0.182291276,5.000
-0.178291276,5.000
-0.174291276,5.000
-0.170291276,5.000
-0.166291276,5.000
-0.162291276,5.000
-0.158291276,5.000
-0.154291276,5.000
-0.150291276,5.000
-0.146291276,5.000
-0.142291276,5.000
-0.138291276,5.000
-0.134291276,5.000
-0.130291276,5.000
-0.126291276,5.000
-0.122291276,5.000
-0.118291276,5.000
-0.114291276,5.000
-0.110291276,5.000
-0.106291276,5.000
-0.102291276,5.000
-0.098291276,5.000
-0.094291276,5.000
-0.090291276,5.000
-0.086291276,5.000
-0.082291276,5.000
-0.078291276,5.000
-0.074291276,5.000
-0.070291276,5.000
-0.066291276,5.000
-0.062291276,5.000
-0.058291276,5.000
-0.054291276,5.000
-0.050291276,5.000
-0.046291276,5.000
-0.042291276,5.000
-0.038291276,5.000
-0.034291276,5.000
-0.030291276,5.000
-0.026291276,5.000
-0.022291276,5.000
-0.018291276,5.000
-0.014291276,5.000
-0.010291276,5.000
-0.006291276,5.000
-0.002291276,5.000
0.001708724,5.000
0.005708724,5.000
0.009708724,5.000
0.013708724,5.000
0.017708724,5.000
0.021708724,5.000
0.025708724,5.000
0.029708724,5.000
0.033708724,5.000
0.037708724,5.000
0.041708724,4.995
0.045708724,4.995
0.049708724,4.995
0.053708724,4.995
0.057708724,4.995
0.061708724,4.995
0.065708724,4.995
0.069708724,4.995
0.073708724,4.995
0.077708724,4.995
0.081708724,4.995
0.085708724,4.990
0.089708724,4.990
0.093708724,4.990
0.097708724,4.990
0.101708724,4.990
0.105708724,4.990
0.109708724,4.990
0.113708724,4.990
0.117708724,4.990
0.121708724,4.990
0.125708724,4.990
0.129708724,4.985
0.133708724,4.990
0.137708724,4.985
0.141708724,4.985
0.145708724,4.985
0.149708724,4.985
0.153708724,4.985
0.157708724,4.985
0.161708724,4.985
0.165708724,4.985
0.169708724,4.985
0.173708724,4.985
0.177708724,4.980
0.181708724,4.980
0.185708724,4.980
0.189708724,4.980
0.193708724,4.980
