Time [s],Dbg10
-0.100050908,5.005
-0.099890908,5.005
-0.099730908,5.005
-0.099570908,5.000
-0.099410908,5.005
-0.099250908,5.005
-0.099090908,5.005
-0.098930908,5.005
-0.098770908,5.000
-0.098610908,5.000
-0.098450908,5.005
-0.098290908,5.000
-0.098130908,5.005
-0.097970908,5.005
-0.097810908,5.005
-0.097650908,5.000
-0.097490908,5.005
-0.097330908,5.005
-0.097170908,5.000
-0.097010908,5.005
-0.096850908,5.005
-0.096690908,5.005
-0.096530908,5.000
-0.096370908,5.005
-0.096210908,5.005
-0.096050908,5.005
-0.095890908,5.005
-0.095730908,5.005
-0.095570908,5.005
-0.095410908,5.005
-0.095250908,5.005
-0.095090908,5.005
-0.094930908,5.005
-0.094770908,5.005
-0.094610908,5.000
-0.094450908,5.005
-0.094290908,5.005
-0.094130908,5.000
-0.093970908,5.000
-0.093810908,5.005
-0.093650908,5.000
-0.093490908,5.005
-0.093330908,5.005
-0.093170908,5.005
-0.093010908,5.005
-0.092850908,5.000
-0.092690908,5.005
-0.092530908,5.005
-0.092370908,5.005
-0.092210908,5.000
-0.092050908,5.005
-0.091890908,5.005
-0.091730908,5.000
-0.091570908,5.005
-0.091410908,5.000
-0.091250908,5.000
-0.091090908,5.000
-0.090930908,5.000
-0.090770908,5.005
-0.090610908,5.000
-0.090450908,5.005
-0.090290908,5.005
-0.090130908,5.005
-0.089970908,5.005
-0.089810908,5.000
-0.089650908,5.000
-0.089490908,5.005
-0.089330908,5.000
-0.089170908,5.000
-0.089010908,5.000
-0.088850908,5.005
-0.088690908,5.005
-0.088530908,5.000
-0.088370908,5.005
-0.088210908,5.005
-0.088050908,5.005
-0.087890908,5.005
-0.087730908,5.005
-0.087570908,5.000
-0.087410908,5.000
-0.087250908,5.005
-0.087090908,5.005
-0.086930908,5.000
-0.086770908,5.005
-0.086610908,5.005
-0.086450908,5.005
-0.086290908,5.000
-0.086130908,5.000
-0.085970908,5.005
-0.085810908,5.005
-0.085650908,5.005
-0.085490908,5.005
-0.085330908,5.005
-0.085170908,5.000
-0.085010908,5.005
-0.084850908,5.000
-0.084690908,5.000
-0.084530908,5.005
-0.084370908,5.005
-0.084210908,5.005
-0.084050908,5.005
-0.083890908,5.005
-0.083730908,5.005
-0.083570908,5.005
-0.083410908,5.005
-0.083250908,5.005
-0.083090908,5.005
-0.082930908,5.000
-0.082770908,5.005
-0.082610908,5.000
-0.082450908,5.005
-0.082290908,5.000
-0.082130908,5.005
-0.081970908,5.005
-0.081810908,5.005
