Time [s],voltage
-0.202306408,4.995
-0.198306408,4.990
-0.194306408,4.990
-0.190306408,4.990
-0.186306408,4.990
-0.182306408,4.990
-0.178306408,4.990
-0.174306408,4.990
-0.170306408,4.990
-0.166306408,4.990
-0.162306408,4.990
-0.158306408,4.990
-0.154306408,4.990
-0.150306408,4.990
-0.146306408,4.990
-0.142306408,4.990
-0.138306408,4.990
-0.134306408,4.990
-0.130306408,4.995
-0.126306408,4.995
-0.122306408,4.990
-0.118306408,4.990
-0.114306408,4.990
-0.110306408,4.990
-0.106306408,4.990
-0.102306408,4.990
-0.098306408,4.990
-0.094306408,4.995
-0.090306408,4.990
-0.086306408,4.990
-0.082306408,4.990
-0.078306408,4.990
-0.074306408,4.990
-0.070306408,4.990
-0.066306408,4.990
-0.062306408,4.995
-0.058306408,4.990
-0.054306408,4.990
-0.050306408,4.990
-0.046306408,4.990
-0.042306408,4.990
-0.038306408,4.990
-0.034306408,4.995
-0.030306408,4.990
-0.026306408,4.990
-0.022306408,4.990
-0.018306408,4.995
-0.014306408,4.990
-0.010306408,4.990
-0.006306408,4.990
-0.002306408,4.990
0.001693592,4.990
0.005693592,4.990
0.009693592,4.990
0.013693592,4.990
0.017693592,4.990
0.021693592,4.990
0.025693592,4.990
0.029693592,4.990
0.033693592,4.990
0.037693592,4.990
0.041693592,4.990
0.045693592,4.990
0.049693592,4.990
0.053693592,4.985
0.057693592,4.985
0.061693592,4.990
0.065693592,4.985
0.069693592,4.985
0.073693592,4.985
0.077693592,4.985
0.081693592,4.985
0.085693592,4.985
0.089693592,4.985
0.093693592,4.985
0.097693592,4.985
0.101693592,4.985
0.105693592,4.980
0.109693592,4.980
0.113693592,4.980
0.117693592,4.980
0.121693592,4.980
0.125693592,4.980
0.129693592,4.980
0.133693592,4.980
0.137693592,4.980
0.141693592,4.980
0.145693592,4.980
0.149693592,4.980
0.153693592,4.980
0.157693592,4.975
0.161693592,4.975
0.165693592,4.975
0.169693592,4.975
0.173693592,4.975
0.177693592,4.975
0.181693592,4.975
0.185693592,4.975
0.189693592,4.975
0.193693592,4.975
0.197693592,4.975
0.201693592,4.975
0.205693592,4.970
0.209693592,4.970
0.213693592,4.970
0.217693592,4.970
0.221693592,4.970
0.225693592,4.970
0.229693592,4.970
0.233693592,4.970
0.237693592,4.970
0.241693592,4.970
0.245693592,4.970
0.249693592,4.970
0.253693592,4.964
0.257693592,4.964
0.261693592,4.964
0.265693592,4.964
0.269693592,4.964
0.273693592,4.964
0.277693592,4.964
0.281693592,4.964
0.285693592,4.964
0.289693592,4.964
0.293693592,4.964
0.297693592,4.964
0.301693592,4.959
0.305693592,4.959
0.309693592,4.959
0.313693592,4.959
0.317693592,4.959
0.321693592,4.959
0.325693592,4.959
0.329693592,4.959
0.333693592,4.959
0.337693592,4.959
0.341693592,4.959
0.345693592,4.954
0.349693592,4.954
0.353693592,4.954
0.357693592,4.954
0.361693592,4.954
0.365693592,4.954
0.369693592,4.954
0.373693592,4.954
0.377693592,4.954
0.381693592,4.954
0.385693592,4.954
0.389693592,4.949
0.393693592,4.954
0.397693592,4.949
0.401693592,4.949
0.405693592,4.949
0.409693592,4.949
0.413693592,4.949
0.417693592,4.949
0.421693592,4.949
0.425693592,4.949
0.429693592,4.944
0.433693592,4.944
0.437693592,4.949
0.441693592,4.944
0.445693592,4.944
0.449693592,4.944
0.453693592,4.944
0.457693592,4.944
0.461693592,4.944
0.465693592,4.944
0.469693592,4.944
0.473693592,4.939
0.477693592,4.944
0.481693592,4.944
0.485693592,4.939
0.489693592,4.944
0.493693592,4.939
0.497693592,4.939
0.501693592,4.939
0.505693592,4.939
0.509693592,4.939
0.513693592,4.939
0.517693592,4.939
0.521693592,4.939
0.525693592,4.939
0.529693592,4.939
0.533693592,4.939
0.537693592,4.939
0.541693592,4.939
0.545693592,4.939
0.549693592,4.934
0.553693592,4.934
