Time [s],Dbg10
-0.102766216,4.995
-0.098766216,4.995
-0.094766216,4.995
-0.090766216,4.995
-0.086766216,4.995
-0.082766216,4.995
-0.078766216,4.995
-0.074766216,4.995
-0.070766216,4.995
-0.066766216,4.995
-0.062766216,4.995
-0.058766216,4.995
-0.054766216,4.995
-0.050766216,4.995
-0.046766216,4.995
-0.042766216,4.995
-0.038766216,4.995
-0.034766216,4.995
-0.030766216,4.995
-0.026766216,4.995
-0.022766216,4.995
-0.018766216,4.995
-0.014766216,4.995
-0.010766216,4.995
-0.006766216,4.995
-0.002766216,4.995
0.001233784,4.995
0.005233784,4.995
0.009233784,4.995
0.013233784,4.995
0.017233784,4.995
0.021233784,4.995
0.025233784,4.995
0.029233784,4.995
0.033233784,4.995
0.037233784,4.995
0.041233784,4.995
0.045233784,4.995
0.049233784,4.995
0.053233784,4.995
0.057233784,4.995
0.061233784,4.995
0.065233784,4.995
0.069233784,4.995
0.073233784,4.995
0.077233784,4.995
0.081233784,4.995
0.085233784,4.995
0.089233784,4.995
0.093233784,4.995
0.097233784,4.995
0.101233784,4.995
0.105233784,4.990
0.109233784,4.995
0.113233784,4.995
0.117233784,4.995
0.121233784,4.995
0.125233784,4.995
0.129233784,4.990
0.133233784,4.995
0.137233784,4.995
0.141233784,4.990
0.145233784,4.990
0.149233784,4.995
0.153233784,4.995
0.157233784,4.990
0.161233784,4.995
0.165233784,4.995
0.169233784,4.990
0.173233784,4.990
0.177233784,4.990
0.181233784,4.990
0.185233784,4.990
0.189233784,4.995
0.193233784,4.990
0.197233784,4.990
0.201233784,4.990
0.205233784,4.990
0.209233784,4.990
0.213233784,4.990
0.217233784,4.990
0.221233784,4.990
0.225233784,4.990
0.229233784,4.990
0.233233784,4.990
0.237233784,4.990
0.241233784,4.990
0.245233784,4.990
0.249233784,4.990
0.253233784,4.990
0.257233784,4.990
0.261233784,4.990
0.265233784,4.990
0.269233784,4.990
0.273233784,4.990
0.277233784,4.990
0.281233784,4.990
0.285233784,4.990
0.289233784,4.990
0.293233784,4.990
0.297233784,4.990
0.301233784,4.990
0.305233784,4.990
0.309233784,4.990
0.313233784,4.984
0.317233784,4.990
0.321233784,4.984
0.325233784,4.990
0.329233784,4.990
0.333233784,4.990
0.337233784,4.990
0.341233784,4.990
0.345233784,4.984
0.349233784,4.984
0.353233784,4.990
0.357233784,4.984
0.361233784,4.984
0.365233784,4.984
0.369233784,4.984
0.373233784,4.984
0.377233784,4.984
0.381233784,4.984
0.385233784,4.984
0.389233784,4.984
0.393233784,4.984
0.397233784,4.984
0.401233784,4.984
0.405233784,4.984
0.409233784,4.984
0.413233784,4.984
0.417233784,4.984
0.421233784,4.984
0.425233784,4.984
0.429233784,4.984
0.433233784,4.984
0.437233784,4.984
0.441233784,4.984
0.445233784,4.984
0.449233784,4.984
0.453233784,4.984
0.457233784,4.984
0.461233784,4.984
0.465233784,4.984
0.469233784,4.984
0.473233784,4.984
0.477233784,4.984
0.481233784,4.984
0.485233784,4.984
0.489233784,4.984
0.493233784,4.984
0.497233784,4.979
0.501233784,4.984
0.505233784,4.984
0.509233784,4.979
0.513233784,4.984
0.517233784,4.979
0.521233784,4.979
0.525233784,4.984
0.529233784,4.979
0.533233784,4.979
0.537233784,4.979
0.541233784,4.979
0.545233784,4.979
0.549233784,4.979
0.553233784,4.979
0.557233784,4.979
0.561233784,4.979
0.565233784,4.979
0.569233784,4.979
0.573233784,4.979
0.577233784,4.979
0.581233784,4.979
0.585233784,4.979
0.589233784,4.979
0.593233784,4.979
0.597233784,4.979
0.601233784,4.979
0.605233784,4.979
0.609233784,4.979
0.613233784,4.979
0.617233784,4.979
0.621233784,4.979
0.625233784,4.979
0.629233784,4.979
0.633233784,4.979
0.637233784,4.979
0.641233784,4.979
0.645233784,4.979
0.649233784,4.979
0.653233784,4.979
0.657233784,4.979
0.661233784,4.979
0.665233784,4.979
0.669233784,4.979
0.673233784,4.979
0.677233784,4.979
0.681233784,4.979
0.685233784,4.979
0.689233784,4.979
0.693233784,4.979
0.697233784,4.979
0.701233784,4.974
0.705233784,4.979
0.709233784,4.974
0.713233784,4.974
0.717233784,4.979
0.721233784,4.974
0.725233784,4.974
0.729233784,4.974
0.733233784,4.974
0.737233784,4.974
0.741233784,4.974
0.745233784,4.974
0.749233784,4.974
0.753233784,4.974
0.757233784,4.974
0.761233784,4.974
0.765233784,4.974
0.769233784,4.974
0.773233784,4.974
0.777233784,4.974
0.781233784,4.974
0.785233784,4.974
0.789233784,4.974
0.793233784,4.974
0.797233784,4.974
0.801233784,4.974
0.805233784,4.974
0.809233784,4.974
0.813233784,4.974
0.817233784,4.974
0.821233784,4.974
0.825233784,4.974
0.829233784,4.974
0.833233784,4.974
0.837233784,4.974
0.841233784,4.974
0.845233784,4.974
0.849233784,4.974
0.853233784,4.974
0.857233784,4.974
0.861233784,4.974
0.865233784,4.974
0.869233784,4.974
0.873233784,4.974
0.877233784,4.974
0.881233784,4.974
0.885233784,4.969
0.889233784,4.974
0.893233784,4.974
0.897233784,4.969
0.901233784,4.974
0.905233784,4.974
0.909233784,4.969
0.913233784,4.974
0.917233784,4.969
0.921233784,4.969
0.925233784,4.969
0.929233784,4.969
0.933233784,4.969
0.937233784,4.969
0.941233784,4.969
0.945233784,4.969
0.949233784,4.969
0.953233784,4.969
0.957233784,4.969
0.961233784,4.969
0.965233784,4.969
0.969233784,4.969
0.973233784,4.969
0.977233784,4.969
0.981233784,4.969
0.985233784,4.969
0.989233784,4.969
0.993233784,4.969
0.997233784,4.969
1.001233784,4.969
1.005233784,4.969
1.009233784,4.969
1.013233784,4.969
1.017233784,4.969
1.021233784,4.969
1.025233784,4.969
1.029233784,4.969
1.033233784,4.969
1.037233784,4.964
1.041233784,4.969
1.045233784,4.969
1.049233784,4.969
1.053233784,4.969
1.057233784,4.969
1.061233784,4.964
1.065233784,4.969
1.069233784,4.969
1.073233784,4.969
1.077233784,4.969
1.081233784,4.964
1.085233784,4.964
1.089233784,4.969
1.093233784,4.964
1.097233784,4.969
1.101233784,4.969
1.105233784,4.964
1.109233784,4.964
1.113233784,4.964
1.117233784,4.964
1.121233784,4.964
1.125233784,4.964
1.129233784,4.964
1.133233784,4.964
1.137233784,4.964
1.141233784,4.964
1.145233784,4.964
1.149233784,4.964
1.153233784,4.964
1.157233784,4.964
1.161233784,4.964
1.165233784,4.964
1.169233784,4.964
1.173233784,4.964
1.177233784,4.964
1.181233784,4.964
1.185233784,4.964
1.189233784,4.964
1.193233784,4.964
1.197233784,4.964
1.201233784,4.964
1.205233784,4.964
1.209233784,4.964
1.213233784,4.964
1.217233784,4.964
1.221233784,4.964
1.225233784,4.964
1.229233784,4.964
1.233233784,4.964
1.237233784,4.964
1.241233784,4.959
1.245233784,4.964
1.249233784,4.959
1.253233784,4.964
1.257233784,4.964
1.261233784,4.959
1.265233784,4.959
1.269233784,4.959
1.273233784,4.959
1.277233784,4.959
1.281233784,4.959
1.285233784,4.959
1.289233784,4.959
1.293233784,4.959
1.297233784,4.959
1.301233784,4.959
1.305233784,4.959
