Time [s]; Voltage [V]; Current [A]
1731091347024910000; 0.00539541015625; 0.002283718872070313
1731091347024920000; 5.11998046875; 0.0
1731091347024930000; 5.11998046875; 0.0
1731091347024940000; 5.11998046875; 0.0
1731091347024950000; 5.11998046875; 0.0
1731091347024960000; 5.11998046875; 0.0
1731091347024970000; 2.9192416015625002; 0.0
1731091347024980000; 2.95099697265625; 0.0
1731091347024990000; 2.970012109375; 0.0
1731091347025000000; 2.98377763671875; 0.0
1731091347025010000; 2.99489267578125; 0.0
1731091347025020000; 3.0042989257812502; 0.0
1731091347025030000; 3.0124919921875; 0.0
1731091347025040000; 3.0196921875; 0.0
1731091347025050000; 3.0260822265625; 0.0
1731091347025060000; 3.0317967773437497; 0.0
1731091347025070000; 3.0369322265625; 0.0
1731091347025080000; 3.041558203125; 0.0
1731091347025090000; 3.04573671875; 0.0
1731091347025100000; 3.0495230468750005; 0.0
1731091347025110000; 3.052967578125; 0.0
1731091347025120000; 3.0561060546875; 0.0
1731091347025130000; 3.0589694335937505; 0.0
1731091347025140000; 3.06159423828125; 0.0
1731091347025150000; 3.06400439453125; 0.0
1731091347025160000; 3.06622265625; 0.0
1731091347025170000; 3.0682669921874997; 0.0
1731091347025180000; 3.07015302734375; 0.0
1731091347025190000; 3.0719021484375; 0.0
1731091347025200000; 3.0735140625; 0.0
1731091347025210000; 3.07501357421875; 0.0
1731091347025220000; 3.076401953125; 0.0
1731091347025230000; 3.0776935546875; 0.0
1731091347025240000; 3.0788833007812504; 0.0
1731091347025250000; 3.0799798828125002; 0.0
1731091347025260000; 3.0810009765625; 0.0
1731091347025270000; 3.0819499023437498; 0.0
1731091347025280000; 3.0828236328125; 0.0
1731091347025290000; 3.083642578125; 0.0
1731091347025300000; 3.0844034179687503; 0.0
1731091347025310000; 3.08511923828125; 0.0
1731091347025320000; 3.0857787109375; 0.0
1731091347025330000; 3.0863966796875; 0.0
1731091347025340000; 3.0869881835937503; 0.0
1731091347025350000; 3.08754248046875; 0.0
1731091347025360000; 3.0880576171875003; 0.0
1731091347025370000; 3.08853505859375; 0.0
1731091347025380000; 3.0889777343750002; 0.0
1731091347025390000; 3.089398828125; 0.0
1731091347025400000; 3.089790234375; 0.0
1731091347025410000; 3.0901459960937503; 0.0
1731091347025420000; 3.090473046875; 0.0
1731091347025430000; 3.0907871093750003; 0.0
1731091347025440000; 3.0910762695312504; 0.0
1731091347025450000; 3.09135029296875; 0.0
1731091347025460000; 3.0915967773437503; 0.0
1731091347025470000; 3.09184208984375; 0.0
1731091347025480000; 3.0920674804687502; 0.0
1731091347025490000; 3.09229169921875; 0.0
1731091347025500000; 3.09250498046875; 0.0
1731091347025510000; 3.0926998046875003; 0.0
1731091347025520000; 3.0928866210937502; 0.0
1731091347025530000; 3.09304990234375; 0.0
1731091347025540000; 3.0932118164062503; 0.0
1731091347025550000; 3.09335703125; 0.0
1731091347025560000; 3.093483203125; 0.0
1731091347025570000; 3.0936044921875006; 0.0
1731091347025580000; 3.0937267578125; 0.0
1731091347025590000; 3.0938344726562503; 0.0
1731091347025600000; 3.09392998046875; 0.0
1731091347025610000; 3.09402216796875; 0.0
1731091347025620000; 3.0941173828125; 0.0
1731091347025630000; 3.09420126953125; 0.0
1731091347025640000; 3.0942892578125; 0.0
1731091347025650000; 3.0943787109375; 0.0
1731091347025660000; 3.09445771484375; 0.0
1731091347025670000; 3.0945318359375; 0.0
1731091347025680000; 3.0945966796875; 0.0
1731091347025690000; 3.0946627929687502; 0.0
1731091347025700000; 3.0947183593750003; 0.0
1731091347025710000; 3.0947619140625; 0.0
1731091347025720000; 3.094809765625; 0.0
1731091347025730000; 3.0948529296875; 0.0
1731091347025740000; 3.09488408203125; 0.0
1731091347025750000; 3.09491748046875; 0.0
1731091347025760000; 3.0949484375000003; 0.0
1731091347025770000; 3.09498427734375; 0.0
1731091347025780000; 3.0950166992187502; 0.0
1731091347025790000; 3.09505869140625; 0.0
1731091347025800000; 3.09510400390625; 0.0
1731091347025810000; 3.095147265625; 0.0
1731091347025820000; 3.0951749023437505; 0.0
1731091347025830000; 3.0952004882812503; 0.0
1731091347025840000; 3.0952244140625; 0.0
1731091347025850000; 3.0952369140625002; 0.0
1731091347025860000; 3.0952599609374998; 0.0
1731091347025870000; 3.0952731445312502; 0.0
1731091347025880000; 3.095287109375; 0.0
1731091347025890000; 3.0952889648437503; 0.0
1731091347025900000; 3.0952976562499996; 0.0
1731091347025910000; 3.0953151367187504; 0.0
1731091347025920000; 3.09533037109375; 0.0
1731091347025930000; 3.095348828125; 0.0
1731091347025940000; 3.09536806640625; 0.0
1731091347025950000; 3.09539169921875; 0.0
1731091347025960000; 3.09541337890625; 0.0
1731091347025970000; 3.0954166015625004; 0.0
1731091347025980000; 3.0954347656250003; 0.0
1731091347025990000; 3.09544365234375; 0.0
1731091347026000000; 3.0954464843750005; 0.0
1731091347026010000; 3.0954520507812497; 0.0
1731091347026020000; 3.09545966796875; 0.0
1731091347026030000; 3.0954609375; 0.0
1731091347026040000; 3.0954520507812497; 0.0
1731091347026050000; 3.09545419921875; 0.0
1731091347026060000; 3.09545830078125; 0.0
1731091347026070000; 3.095467578125; 0.0
1731091347026080000; 3.0954619140624997; 0.0
1731091347026090000; 3.09545830078125; 0.0
1731091347026100000; 3.0953768554687504; 0.0
1731091347026110000; 3.094894921875; 0.0
1731091347026120000; 3.0938601562500003; 0.0
1731091347026130000; 3.0923178710937504; 0.0
1731091347026140000; 3.090425; 0.0
1731091347026150000; 3.088516796875; 0.0
1731091347026160000; 3.081686328125; 0.0003177408854166667
1731091347026170000; 3.0706701171875; 0.0005534403483072917
1731091347026180000; 3.06383310546875; 0.000528038533528646
1731091347026190000; 3.05922099609375; 0.00048417460123697923
1731091347026200000; 3.0553897460937502; 0.0004620676676432292
1731091347026210000; 3.0517927734375; 0.0004543589274088542
1731091347026220000; 3.04833740234375; 0.0004522562662760417
1731091347026230000; 3.0448733398437504; 0.00045879211425781254
1731091347026240000; 3.0413323242187498; 0.00046897684733072914
1731091347026250000; 3.03785341796875; 0.00047687581380208337
1731091347026260000; 3.03436953125; 0.0004880167643229167
1731091347026270000; 3.0308736328125003; 0.0004993916829427083
1731091347026280000; 3.0273727539062505; 0.000511297607421875
1731091347026290000; 3.0238631835937504; 0.0005228454589843751
1731091347026300000; 3.020355859375; 0.0005343831380208334
1731091347026310000; 3.01682421875; 0.0005457224527994791
1731091347026320000; 3.01331220703125; 0.0005563547770182292
1731091347026330000; 3.0098423828125; 0.0005653025309244792
1731091347026340000; 3.0063351562500005; 0.0005781667073567709
1731091347026350000; 3.00282216796875; 0.0005892486572265626
1731091347026360000; 2.9993137695312497; 0.0006012003580729168
1731091347026370000; 2.9957976562499997; 0.0006127919514973959
1731091347026380000; 2.99228701171875; 0.0006242797851562501
1731091347026390000; 2.988805859375; 0.0006359385172526041
1731091347026400000; 2.98532890625; 0.0006469706217447917
1731091347026410000; 2.9818028320312497; 0.0006597056070963542
1731091347026420000; 2.9782783203125; 0.0006713826497395833
