system time [s]; current [A]; voltage [V]
2024-10-24 11:50:06.010090; 0.0; 3.9103515625000003
2024-10-24 11:50:06.010100; 0.0; 3.9101953125
2024-10-24 11:50:06.010110; 0.0; 3.90875
2024-10-24 11:50:06.010120; 0.0; 3.9058984375
2024-10-24 11:50:06.010130; 0.0; 3.9021484375
2024-10-24 11:50:06.010140; 0.0; 3.897890625
2024-10-24 11:50:06.010150; 0.0; 3.89298828125
2024-10-24 11:50:06.010160; 0.00013753255208333334; 3.881328125
2024-10-24 11:50:06.010170; 0.00024475097656250004; 3.869921875
2024-10-24 11:50:06.010180; 0.00027242024739583336; 3.86232421875
2024-10-24 11:50:06.010190; 0.000286865234375; 3.85626953125
2024-10-24 11:50:06.010200; 0.000299072265625; 3.85060546875
2024-10-24 11:50:06.010210; 0.00030782063802083337; 3.8450390625
2024-10-24 11:50:06.010220; 0.0003232828776041667; 3.8395703125000002
2024-10-24 11:50:06.010230; 0.00033121744791666667; 3.8341015625
2024-10-24 11:50:06.010240; 0.0003375244140625; 3.82869140625
2024-10-24 11:50:06.010250; 0.0003556315104166667; 3.823203125
2024-10-24 11:50:06.010260; 0.0003672281901041667; 3.81775390625
2024-10-24 11:50:06.010270; 0.00037984212239583335; 3.81236328125
2024-10-24 11:50:06.010280; 0.0004012044270833334; 3.8069140625
2024-10-24 11:50:06.010290; 0.0004091389973958334; 3.8015039062500002
2024-10-24 11:50:06.010300; 0.0004219563802083334; 3.7961132812500002
2024-10-24 11:50:06.010310; 0.0004410807291666667; 3.7907617187500002
2024-10-24 11:50:06.010320; 0.00045593261718750004; 3.7853125
2024-10-24 11:50:06.010330; 0.0004622395833333334; 3.77978515625
2024-10-24 11:50:06.010340; 0.00047912597656250003; 3.77455078125
2024-10-24 11:50:06.010350; 0.0004921468098958334; 3.76892578125
2024-10-24 11:50:06.010360; 0.0005004882812500001; 3.76349609375
2024-10-24 11:50:06.010370; 0.0005206298828125001; 3.75818359375
2024-10-24 11:50:06.010380; 0.0005291748046875; 3.75283203125
2024-10-24 11:50:06.010390; 0.0005428059895833334; 3.74736328125
2024-10-24 11:50:06.010400; 0.00055908203125; 3.74177734375
2024-10-24 11:50:06.010410; 0.0005721028645833333; 3.73646484375
2024-10-24 11:50:06.010420; 0.0005853271484375; 3.73111328125
2024-10-24 11:50:06.010430; 0.0005967203776041667; 3.7256640625
2024-10-24 11:50:06.010440; 0.0006089274088541667; 3.72017578125
2024-10-24 11:50:06.010450; 0.0006190999348958334; 3.7146484375
2024-10-24 11:50:06.010460; 0.000635986328125; 3.70935546875
2024-10-24 11:50:06.010470; 0.0006463623046875; 3.70388671875
2024-10-24 11:50:06.010480; 0.0006557210286458334; 3.6984375000000003
