system time [s]; current [A]; voltage [V]
2024-10-24 11:48:52.008100; 0.0; 5.11998046875
2024-10-24 11:48:52.008110; 0.0; 5.11998046875
2024-10-24 11:48:52.008120; 0.0; 5.11998046875
2024-10-24 11:48:52.008130; 0.0; 5.11998046875
2024-10-24 11:48:52.008140; 0.0; 5.11998046875
2024-10-24 11:48:52.008150; 0.0; 3.68443359375
2024-10-24 11:48:52.008160; 0.0; 3.71970703125
2024-10-24 11:48:52.008170; 0.0; 3.73775390625
2024-10-24 11:48:52.008180; 0.0; 3.7504296875
2024-10-24 11:48:52.008190; 0.0; 3.75943359375
2024-10-24 11:48:52.008200; 0.0; 3.76626953125
2024-10-24 11:48:52.008210; 0.0; 3.772421875
2024-10-24 11:48:52.008220; 0.0; 3.77697265625
2024-10-24 11:48:52.008230; 0.0; 3.7809570312500003
2024-10-24 11:48:52.008240; 0.0; 3.7843554687500003
