system time [s] = value * gain + (offset); current [A] = value * gain + offset; voltage [V] = value * gain + offset
2024-10-24 11:48:52.008630; 0; 194873
2024-10-24 11:48:52.008640; 0; 194878
2024-10-24 11:48:52.008650; 0; 194871
2024-10-24 11:48:52.008660; 0; 194867
2024-10-24 11:48:52.008670; 0; 194875
2024-10-24 11:48:52.008680; 0; 194892
2024-10-24 11:48:52.008690; 0; 194879
2024-10-24 11:48:52.008700; 0; 194894
2024-10-24 11:48:52.008710; 0; 194906
2024-10-24 11:48:52.008720; 0; 194883
2024-10-24 11:48:52.008730; 0; 194865
2024-10-24 11:48:52.008740; 0; 194872
2024-10-24 11:48:52.008750; 0; 194875
2024-10-24 11:48:52.008760; 0; 194879
2024-10-24 11:48:52.008770; 0; 194876
2024-10-24 11:48:52.008780; 0; 194884
2024-10-24 11:48:52.008790; 0; 194894
2024-10-24 11:48:52.008800; 0; 194901
2024-10-24 11:48:52.008810; 0; 194888
2024-10-24 11:48:52.008820; 0; 194881
2024-10-24 11:48:52.008830; 0; 194877
2024-10-24 11:48:52.008840; 0; 194877
2024-10-24 11:48:52.008850; 0; 194878
2024-10-24 11:48:52.008860; 0; 194883
2024-10-24 11:48:52.008870; 0; 194884
2024-10-24 11:48:52.008880; 0; 194877
2024-10-24 11:48:52.008890; 0; 194882
2024-10-24 11:48:52.008900; 0; 194889
2024-10-24 11:48:52.008910; 0; 194881
2024-10-24 11:48:52.008920; 0; 194877
2024-10-24 11:48:52.008930; 0; 194869
2024-10-24 11:48:52.008940; 0; 194875
2024-10-24 11:48:52.008950; 0; 194880
2024-10-24 11:48:52.008960; 0; 194871
2024-10-24 11:48:52.008970; 0; 194885
2024-10-24 11:48:52.008980; 0; 194875
2024-10-24 11:48:52.008990; 0; 194874
2024-10-24 11:48:52.009000; 0; 194899
2024-10-24 11:48:52.009010; 0; 194890
2024-10-24 11:48:52.009020; 0; 194886
2024-10-24 11:48:52.009030; 0; 194875
2024-10-24 11:48:52.009040; 0; 194880
2024-10-24 11:48:52.009050; 0; 194871
2024-10-24 11:48:52.009060; 0; 194878
2024-10-24 11:48:52.009070; 0; 194880
2024-10-24 11:48:52.009080; 0; 194887
2024-10-24 11:48:52.009090; 0; 194877
2024-10-24 11:48:52.009100; 0; 194888
2024-10-24 11:48:52.009110; 0; 194879
2024-10-24 11:48:52.009120; 0; 194872
2024-10-24 11:48:52.009130; 0; 194866
2024-10-24 11:48:52.009140; 0; 194855
2024-10-24 11:48:52.009150; 0; 194884
2024-10-24 11:48:52.009160; 0; 194880
2024-10-24 11:48:52.009170; 0; 194867
2024-10-24 11:48:52.009180; 0; 194873
2024-10-24 11:48:52.009190; 0; 194876
2024-10-24 11:48:52.009200; 0; 194903
2024-10-24 11:48:52.009210; 0; 194887
2024-10-24 11:48:52.009220; 0; 194873
2024-10-24 11:48:52.009230; 0; 194875
2024-10-24 11:48:52.009240; 0; 194873
2024-10-24 11:48:52.009250; 0; 194868
2024-10-24 11:48:52.009260; 0; 194858
2024-10-24 11:48:52.009270; 0; 194851
2024-10-24 11:48:52.009280; 0; 194862
2024-10-24 11:48:52.009290; 0; 194879
2024-10-24 11:48:52.009300; 0; 194885
2024-10-24 11:48:52.009310; 0; 194885
2024-10-24 11:48:52.009320; 0; 194875
2024-10-24 11:48:52.009330; 0; 194868
2024-10-24 11:48:52.009340; 0; 194861
2024-10-24 11:48:52.009350; 0; 194870
2024-10-24 11:48:52.009360; 0; 194861
2024-10-24 11:48:52.009370; 0; 194861
2024-10-24 11:48:52.009380; 0; 194862
2024-10-24 11:48:52.009390; 0; 194889
2024-10-24 11:48:52.009400; 0; 194913
2024-10-24 11:48:52.009410; 0; 194892
2024-10-24 11:48:52.009420; 0; 194851
2024-10-24 11:48:52.009430; 0; 194867
2024-10-24 11:48:52.009440; 0; 194875
2024-10-24 11:48:52.009450; 0; 194867
2024-10-24 11:48:52.009460; 0; 194868
2024-10-24 11:48:52.009470; 0; 194871
2024-10-24 11:48:52.009480; 0; 194871
2024-10-24 11:48:52.009490; 0; 194886
2024-10-24 11:48:52.009500; 0; 194889
2024-10-24 11:48:52.009510; 0; 194884
2024-10-24 11:48:52.009520; 0; 194877
2024-10-24 11:48:52.009530; 0; 194870
2024-10-24 11:48:52.009540; 0; 194874
2024-10-24 11:48:52.009550; 0; 194879
2024-10-24 11:48:52.009560; 0; 194882
2024-10-24 11:48:52.009570; 0; 194878
2024-10-24 11:48:52.009580; 0; 194877
2024-10-24 11:48:52.009590; 0; 194893
2024-10-24 11:48:52.009600; 0; 194885
2024-10-24 11:48:52.009610; 0; 194884
2024-10-24 11:48:52.009620; 0; 194869
2024-10-24 11:48:52.009630; 0; 194871
2024-10-24 11:48:52.009640; 0; 194875
2024-10-24 11:48:52.009650; 0; 194876
2024-10-24 11:48:52.009660; 0; 194874
2024-10-24 11:48:52.009670; 0; 194881
2024-10-24 11:48:52.009680; 0; 194889
2024-10-24 11:48:52.009690; 0; 194894
2024-10-24 11:48:52.009700; 0; 194892
2024-10-24 11:48:52.009710; 0; 194880
2024-10-24 11:48:52.009720; 0; 194875
2024-10-24 11:48:52.009730; 0; 194872
2024-10-24 11:48:52.009740; 0; 194864
2024-10-24 11:48:52.009750; 0; 194870
2024-10-24 11:48:52.009760; 0; 194869
2024-10-24 11:48:52.009770; 0; 194881
2024-10-24 11:48:52.009780; 0; 194874
2024-10-24 11:48:52.009790; 0; 194893
2024-10-24 11:48:52.009800; 0; 194893
2024-10-24 11:48:52.009810; 0; 194879
2024-10-24 11:48:52.009820; 0; 194875
2024-10-24 11:48:52.009830; 0; 194873
2024-10-24 11:48:52.009840; 0; 194874
2024-10-24 11:48:52.009850; 0; 194864
2024-10-24 11:48:52.009860; 0; 194863
2024-10-24 11:48:52.009870; 0; 194878
2024-10-24 11:48:52.009880; 0; 194883
2024-10-24 11:48:52.009890; 0; 194894
2024-10-24 11:48:52.009900; 0; 194897
2024-10-24 11:48:52.009910; 0; 194888
2024-10-24 11:48:52.009920; 0; 194865
2024-10-24 11:48:52.009930; 0; 194872
2024-10-24 11:48:52.009940; 0; 194881
2024-10-24 11:48:52.009950; 0; 194878
2024-10-24 11:48:52.009960; 0; 194868
2024-10-24 11:48:52.009970; 0; 194868
2024-10-24 11:48:52.009980; 0; 194884
2024-10-24 11:48:52.009990; 0; 194918
2024-10-24 11:48:52.010000; 0; 194894
2024-10-24 11:48:52.010010; 0; 194887
2024-10-24 11:48:52.010020; 0; 194867
2024-10-24 11:48:52.010030; 0; 194869
2024-10-24 11:48:52.010040; 0; 194875
2024-10-24 11:48:52.010050; 0; 194867
2024-10-24 11:48:52.010060; 0; 194873
2024-10-24 11:48:52.010070; 0; 194871
2024-10-24 11:48:52.010080; 0; 194892
2024-10-24 11:48:52.010090; 0; 194903
2024-10-24 11:48:52.010100; 0; 194892
2024-10-24 11:48:52.010110; 0; 194874
2024-10-24 11:48:52.010120; 0; 194878
2024-10-24 11:48:52.010130; 0; 194869
2024-10-24 11:48:52.010140; 0; 194854
2024-10-24 11:48:52.010150; 0; 194874
2024-10-24 11:48:52.010160; 0; 194865
2024-10-24 11:48:52.010170; 0; 194883
2024-10-24 11:48:52.010180; 0; 194871
2024-10-24 11:48:52.010190; 0; 194886
2024-10-24 11:48:52.010200; 0; 194909
2024-10-24 11:48:52.010210; 0; 194876
2024-10-24 11:48:52.010220; 0; 194862
2024-10-24 11:48:52.010230; 0; 194878
2024-10-24 11:48:52.010240; 0; 194869
2024-10-24 11:48:52.010250; 0; 194853
2024-10-24 11:48:52.010260; 0; 194870
2024-10-24 11:48:52.010270; 0; 194884
2024-10-24 11:48:52.010280; 0; 194881
2024-10-24 11:48:52.010290; 0; 194858
2024-10-24 11:48:52.010300; 0; 194743
2024-10-24 11:48:52.010310; 0; 194555
2024-10-24 11:48:52.010320; 0; 194341
2024-10-24 11:48:52.010330; 0; 194099
2024-10-24 11:48:52.010340; 0; 193843
2024-10-24 11:48:52.010350; 0; 193545
2024-10-24 11:48:52.010360; 629; 192917
2024-10-24 11:48:52.010370; 925; 192440
2024-10-24 11:48:52.010380; 1043; 192086
2024-10-24 11:48:52.010390; 1099; 191786
2024-10-24 11:48:52.010400; 1134; 191494
2024-10-24 11:48:52.010410; 1197; 191217
2024-10-24 11:48:52.010420; 1257; 190930
2024-10-24 11:48:52.010430; 1277; 190655
2024-10-24 11:48:52.010440; 1345; 190381
2024-10-24 11:48:52.010450; 1415; 190102
2024-10-24 11:48:52.010460; 1468; 189825
2024-10-24 11:48:52.010470; 1524; 189546
2024-10-24 11:48:52.010480; 1602; 189268
2024-10-24 11:48:52.010490; 1649; 188991
2024-10-24 11:48:52.010500; 1703; 188710
2024-10-24 11:48:52.010510; 1757; 188429
2024-10-24 11:48:52.010520; 1815; 188152
2024-10-24 11:48:52.010530; 1874; 187876
2024-10-24 11:48:52.010540; 1941; 187598
2024-10-24 11:48:52.010550; 1984; 187318
2024-10-24 11:48:52.010560; 2046; 187039
2024-10-24 11:48:52.010570; 2108; 186767
2024-10-24 11:48:52.010580; 2172; 186490
2024-10-24 11:48:52.010590; 2219; 186205
2024-10-24 11:48:52.010600; 2266; 185924
2024-10-24 11:48:52.010610; 2318; 185652
2024-10-24 11:48:52.010620; 2368; 185375
2024-10-24 11:48:52.010630; 2420; 185094
2024-10-24 11:48:52.010640; 2485; 184814
2024-10-24 11:48:52.010650; 2537; 184530
2024-10-24 11:48:52.010660; 2583; 184258
2024-10-24 11:48:52.010670; 2636; 183981
2024-10-24 11:48:52.010680; 2703; 183698
2024-10-24 11:48:52.010690; 2752; 183419
2024-10-24 11:48:52.010700; 2791; 183136
2024-10-24 11:48:52.010710; 2843; 182854
2024-10-24 11:48:52.010720; 2891; 182583
2024-10-24 11:48:52.010730; 2940; 182306
2024-10-24 11:48:52.010740; 2996; 182021
2024-10-24 11:48:52.010750; 3046; 181747
2024-10-24 11:48:52.010760; 3094; 181465
2024-10-24 11:48:52.010770; 3144; 181189
2024-10-24 11:48:52.010780; 3194; 180908
2024-10-24 11:48:52.010790; 3242; 180626
2024-10-24 11:48:52.010800; 3285; 180348
2024-10-24 11:48:52.010810; 3326; 180071
2024-10-24 11:48:52.010820; 3375; 179791
2024-10-24 11:48:52.010830; 3417; 179518
2024-10-24 11:48:52.010840; 3459; 179233
2024-10-24 11:48:52.010850; 3513; 178959
2024-10-24 11:48:52.010860; 3559; 178676
2024-10-24 11:48:52.010870; 3606; 178402
2024-10-24 11:48:52.010880; 3661; 178122
2024-10-24 11:48:52.010890; 3697; 177844
2024-10-24 11:48:52.010900; 3740; 177556
2024-10-24 11:48:52.010910; 3781; 177277
2024-10-24 11:48:52.010920; 3826; 177002
2024-10-24 11:48:52.010930; 3866; 176724
2024-10-24 11:48:52.010940; 3912; 176448
2024-10-24 11:48:52.010950; 3941; 176171
2024-10-24 11:48:52.010960; 3988; 175888
2024-10-24 11:48:52.010970; 4046; 175605
2024-10-24 11:48:52.010980; 4089; 175319
2024-10-24 11:48:52.010990; 4118; 175042
2024-10-24 11:48:52.011000; 4160; 174756
2024-10-24 11:48:52.011010; 4196; 174480
2024-10-24 11:48:52.011020; 4241; 174201
2024-10-24 11:48:52.011030; 4280; 173918
2024-10-24 11:48:52.011040; 4323; 173638
2024-10-24 11:48:52.011050; 4360; 173361
2024-10-24 11:48:52.011060; 4398; 173084
2024-10-24 11:48:52.011070; 4448; 172801
2024-10-24 11:48:52.011080; 4486; 172533
2024-10-24 11:48:52.011090; 4508; 172254
2024-10-24 11:48:52.011100; 4548; 171970
2024-10-24 11:48:52.011110; 4591; 171688
2024-10-24 11:48:52.011120; 4627; 171404
2024-10-24 11:48:52.011130; 4666; 171126
2024-10-24 11:48:52.011140; 4703; 170847
2024-10-24 11:48:52.011150; 4737; 170566
2024-10-24 11:48:52.011160; 4777; 170288
2024-10-24 11:48:52.011170; 4815; 170006
2024-10-24 11:48:52.011180; 4856; 169727
2024-10-24 11:48:52.011190; 4886; 169457
2024-10-24 11:48:52.011200; 4920; 169175
2024-10-24 11:48:52.011210; 4951; 168891
2024-10-24 11:48:52.011220; 4987; 168606
2024-10-24 11:48:52.011230; 5022; 168330
2024-10-24 11:48:52.011240; 5060; 168050
2024-10-24 11:48:52.011250; 5094; 167771
2024-10-24 11:48:52.011260; 5128; 167491
2024-10-24 11:48:52.011270; 5163; 167212
2024-10-24 11:48:52.011280; 5194; 166932
2024-10-24 11:48:52.011290; 5231; 166655
2024-10-24 11:48:52.011300; 5251; 166380
2024-10-24 11:48:52.011310; 5278; 166094
2024-10-24 11:48:52.011320; 5309; 165810
2024-10-24 11:48:52.011330; 5344; 165524
2024-10-24 11:48:52.011340; 5381; 165247
2024-10-24 11:48:52.011350; 5415; 164970
2024-10-24 11:48:52.011360; 5451; 164691
2024-10-24 11:48:52.011370; 5475; 164413
2024-10-24 11:48:52.011380; 5505; 164137
2024-10-24 11:48:52.011390; 5538; 163853
2024-10-24 11:48:52.011400; 5564; 163572
2024-10-24 11:48:52.011410; 5597; 163293
2024-10-24 11:48:52.011420; 5620; 163015
2024-10-24 11:48:52.011430; 5648; 162733
2024-10-24 11:48:52.011440; 5680; 162452
2024-10-24 11:48:52.011450; 5706; 162176
2024-10-24 11:48:52.011460; 5736; 161893
2024-10-24 11:48:52.011470; 5765; 161610
2024-10-24 11:48:52.011480; 5791; 161335
2024-10-24 11:48:52.011490; 5823; 161059
2024-10-24 11:48:52.011500; 5855; 160772
2024-10-24 11:48:52.011510; 5878; 160499
2024-10-24 11:48:52.011520; 5905; 160216
2024-10-24 11:48:52.011530; 5937; 159935
2024-10-24 11:48:52.011540; 5961; 159648
2024-10-24 11:48:52.011550; 5981; 159364
2024-10-24 11:48:52.011560; 6009; 159084
2024-10-24 11:48:52.011570; 6038; 158809
2024-10-24 11:48:52.011580; 6061; 158530
2024-10-24 11:48:52.011590; 6084; 158259
2024-10-24 11:48:52.011600; 6105; 157975
2024-10-24 11:48:52.011610; 6125; 157689
2024-10-24 11:48:52.011620; 6155; 157412
2024-10-24 11:48:52.011630; 6186; 157134
2024-10-24 11:48:52.011640; 6209; 156856
2024-10-24 11:48:52.011650; 6235; 156580
2024-10-24 11:48:52.011660; 6260; 156291
2024-10-24 11:48:52.011670; 6287; 156006
2024-10-24 11:48:52.011680; 6310; 155731
2024-10-24 11:48:52.011690; 6334; 155447
2024-10-24 11:48:52.011700; 6358; 155165
2024-10-24 11:48:52.011710; 6375; 154889
2024-10-24 11:48:52.011720; 6399; 154611
2024-10-24 11:48:52.011730; 6415; 154331
2024-10-24 11:48:52.011740; 6444; 154049
2024-10-24 11:48:52.011750; 6463; 153762
2024-10-24 11:48:52.011760; 6487; 153483
2024-10-24 11:48:52.011770; 6510; 153206
2024-10-24 11:48:52.011780; 6528; 152919
2024-10-24 11:48:52.011790; 6544; 152644
2024-10-24 11:48:52.011800; 6566; 152365
2024-10-24 11:48:52.011810; 6591; 152078
2024-10-24 11:48:52.011820; 6612; 151802
2024-10-24 11:48:52.011830; 6630; 151527
2024-10-24 11:48:52.011840; 6655; 151244
2024-10-24 11:48:52.011850; 6678; 150959
2024-10-24 11:48:52.011860; 6689; 150678
2024-10-24 11:48:52.011870; 6711; 150391
2024-10-24 11:48:52.011880; 6732; 150117
2024-10-24 11:48:52.011890; 6750; 149838
2024-10-24 11:48:52.011900; 6769; 149555
2024-10-24 11:48:52.011910; 6788; 149277
2024-10-24 11:48:52.011920; 6809; 148996
2024-10-24 11:48:52.011930; 6824; 148710
2024-10-24 11:48:52.011940; 6844; 148434
2024-10-24 11:48:52.011950; 6863; 148157
2024-10-24 11:48:52.011960; 6879; 147874
2024-10-24 11:48:52.011970; 6899; 147599
2024-10-24 11:48:52.011980; 6923; 147312
2024-10-24 11:48:52.011990; 6936; 147026
2024-10-24 11:48:52.012000; 6951; 146750
2024-10-24 11:48:52.012010; 6968; 146470
2024-10-24 11:48:52.012020; 6983; 146185
2024-10-24 11:48:52.012030; 7001; 145899
2024-10-24 11:48:52.012040; 7018; 145628
2024-10-24 11:48:52.012050; 7032; 145350
2024-10-24 11:48:52.012060; 7049; 145066
2024-10-24 11:48:52.012070; 7067; 144786
2024-10-24 11:48:52.012080; 7077; 144514
2024-10-24 11:48:52.012090; 7096; 144232
2024-10-24 11:48:52.012100; 7112; 143942
2024-10-24 11:48:52.012110; 7129; 143653
2024-10-24 11:48:52.012120; 7142; 143376
2024-10-24 11:48:52.012130; 7162; 143098
2024-10-24 11:48:52.012140; 7173; 142817
2024-10-24 11:48:52.012150; 7186; 142537
2024-10-24 11:48:52.012160; 7201; 142254
2024-10-24 11:48:52.012170; 7211; 141965
2024-10-24 11:48:52.012180; 7228; 141688
2024-10-24 11:48:52.012190; 7242; 141412
2024-10-24 11:48:52.012200; 7259; 141129
2024-10-24 11:48:52.012210; 7272; 140850
2024-10-24 11:48:52.012220; 7286; 140575
2024-10-24 11:48:52.012230; 7300; 140288
2024-10-24 11:48:52.012240; 7312; 140007
2024-10-24 11:48:52.012250; 7328; 139731
2024-10-24 11:48:52.012260; 7339; 139446
2024-10-24 11:48:52.012270; 7346; 139158
2024-10-24 11:48:52.012280; 7365; 138874
2024-10-24 11:48:52.012290; 7377; 138599
2024-10-24 11:48:52.012300; 7388; 138317
2024-10-24 11:48:52.012310; 7393; 138037
2024-10-24 11:48:52.012320; 7403; 137751
2024-10-24 11:48:52.012330; 7422; 137472
2024-10-24 11:48:52.012340; 7436; 137191
2024-10-24 11:48:52.012350; 7444; 136911
2024-10-24 11:48:52.012360; 7452; 136634
2024-10-24 11:48:52.012370; 7469; 136353
2024-10-24 11:48:52.012380; 7479; 136070
2024-10-24 11:48:52.012390; 7488; 135786
2024-10-24 11:48:52.012400; 7493; 135502
2024-10-24 11:48:52.012410; 7504; 135227
2024-10-24 11:48:52.012420; 7519; 134944
2024-10-24 11:48:52.012430; 7528; 134660
2024-10-24 11:48:52.012440; 7535; 134385
2024-10-24 11:48:52.012450; 7547; 134104
2024-10-24 11:48:52.012460; 7552; 133819
2024-10-24 11:48:52.012470; 7561; 133540
2024-10-24 11:48:52.012480; 7568; 133262
2024-10-24 11:48:52.012490; 7575; 132979
2024-10-24 11:48:52.012500; 7585; 132702
2024-10-24 11:48:52.012510; 7593; 132420
2024-10-24 11:48:52.012520; 7606; 132136
2024-10-24 11:48:52.012530; 7615; 131853
2024-10-24 11:48:52.012540; 7616; 131566
2024-10-24 11:48:52.012550; 7625; 131281
2024-10-24 11:48:52.012560; 7635; 131002
2024-10-24 11:48:52.012570; 7648; 130728
2024-10-24 11:48:52.012580; 7654; 130446
2024-10-24 11:48:52.012590; 7655; 130165
2024-10-24 11:48:52.012600; 7662; 129881
2024-10-24 11:48:52.012610; 7670; 129602
2024-10-24 11:48:52.012620; 7674; 129317
2024-10-24 11:48:52.012630; 7683; 129038
2024-10-24 11:48:52.012640; 7688; 128764
2024-10-24 11:48:52.012650; 7696; 128480
2024-10-24 11:48:52.012660; 7699; 128195
2024-10-24 11:48:52.012670; 7705; 127914
2024-10-24 11:48:52.012680; 7712; 127634
2024-10-24 11:48:52.012690; 7716; 127352
2024-10-24 11:48:52.012700; 7718; 127068
2024-10-24 11:48:52.012710; 7724; 126786
2024-10-24 11:48:52.012720; 7730; 126508
2024-10-24 11:48:52.012730; 7737; 126225
2024-10-24 11:48:52.012740; 7748; 125942
2024-10-24 11:48:52.012750; 7749; 125651
2024-10-24 11:48:52.012760; 7751; 125377
2024-10-24 11:48:52.012770; 7746; 125100
2024-10-24 11:48:52.012780; 7752; 124822
2024-10-24 11:48:52.012790; 7757; 124542
2024-10-24 11:48:52.012800; 7766; 124264
2024-10-24 11:48:52.012810; 7770; 123982
2024-10-24 11:48:52.012820; 7773; 123692
2024-10-24 11:48:52.012830; 7780; 123408
2024-10-24 11:48:52.012840; 7778; 123124
2024-10-24 11:48:52.012850; 7777; 122844
2024-10-24 11:48:52.012860; 7783; 122567
2024-10-24 11:48:52.012870; 7786; 122280
2024-10-24 11:48:52.012880; 7782; 122002
2024-10-24 11:48:52.012890; 7789; 121729
2024-10-24 11:48:52.012900; 7793; 121448
2024-10-24 11:48:52.012910; 7792; 121166
2024-10-24 11:48:52.012920; 7794; 120880
2024-10-24 11:48:52.012930; 7796; 120598
2024-10-24 11:48:52.012940; 7795; 120312
2024-10-24 11:48:52.012950; 7803; 120029
2024-10-24 11:48:52.012960; 7803; 119748
2024-10-24 11:48:52.012970; 7804; 119466
2024-10-24 11:48:52.012980; 7813; 119187
2024-10-24 11:48:52.012990; 7806; 118902
2024-10-24 11:48:52.013000; 7810; 118622
2024-10-24 11:48:52.013010; 7815; 118340
2024-10-24 11:48:52.013020; 7814; 118056
2024-10-24 11:48:52.013030; 7809; 117775
2024-10-24 11:48:52.013040; 7817; 117493
2024-10-24 11:48:52.013050; 7817; 117216
2024-10-24 11:48:52.013060; 7821; 116928
2024-10-24 11:48:52.013070; 7818; 116652
2024-10-24 11:48:52.013080; 7818; 116368
2024-10-24 11:48:52.013090; 7817; 116084
2024-10-24 11:48:52.013100; 7822; 115809
2024-10-24 11:48:52.013110; 7823; 115527
2024-10-24 11:48:52.013120; 7828; 115234
2024-10-24 11:48:52.013130; 7826; 114954
2024-10-24 11:48:52.013140; 7824; 114677
2024-10-24 11:48:52.013150; 7824; 114398
2024-10-24 11:48:52.013160; 7829; 114113
2024-10-24 11:48:52.013170; 7830; 113832
2024-10-24 11:48:52.013180; 7827; 113551
2024-10-24 11:48:52.013190; 7833; 113263
2024-10-24 11:48:52.013200; 7833; 112978
2024-10-24 11:48:52.013210; 7831; 112704
2024-10-24 11:48:52.013220; 7839; 112421
2024-10-24 11:48:52.013230; 7836; 112142
2024-10-24 11:48:52.013240; 7832; 111854
2024-10-24 11:48:52.013250; 7839; 111571
2024-10-24 11:48:52.013260; 7838; 111289
2024-10-24 11:48:52.013270; 7840; 111009
2024-10-24 11:48:52.013280; 7840; 110729
2024-10-24 11:48:52.013290; 7845; 110448
2024-10-24 11:48:52.013300; 7847; 110167
2024-10-24 11:48:52.013310; 7845; 109884
2024-10-24 11:48:52.013320; 7847; 109606
2024-10-24 11:48:52.013330; 7847; 109322
2024-10-24 11:48:52.013340; 7844; 109040
2024-10-24 11:48:52.013350; 7845; 108768
2024-10-24 11:48:52.013360; 7844; 108482
2024-10-24 11:48:52.013370; 7839; 108193
2024-10-24 11:48:52.013380; 7842; 107912
2024-10-24 11:48:52.013390; 7849; 107631
2024-10-24 11:48:52.013400; 7851; 107348
2024-10-24 11:48:52.013410; 7849; 107067
2024-10-24 11:48:52.013420; 7856; 106789
2024-10-24 11:48:52.013430; 7851; 106506
2024-10-24 11:48:52.013440; 7849; 106219
2024-10-24 11:48:52.013450; 7850; 105938
2024-10-24 11:48:52.013460; 7845; 105663
2024-10-24 11:48:52.013470; 7852; 105381
2024-10-24 11:48:52.013480; 7859; 105095
2024-10-24 11:48:52.013490; 7860; 104816
2024-10-24 11:48:52.013500; 7861; 104535
2024-10-24 11:48:52.013510; 7863; 104255
2024-10-24 11:48:52.013520; 7866; 103972
2024-10-24 11:48:52.013530; 7867; 103684
2024-10-24 11:48:52.013540; 7862; 103400
2024-10-24 11:48:52.013550; 7861; 103122
2024-10-24 11:48:52.013560; 7861; 102844
2024-10-24 11:48:52.013570; 7866; 102558
2024-10-24 11:48:52.013580; 7866; 102277
2024-10-24 11:48:52.013590; 7870; 101996
2024-10-24 11:48:52.013600; 7869; 101717
2024-10-24 11:48:52.013610; 7867; 101438
2024-10-24 11:48:52.013620; 7868; 101154
2024-10-24 11:48:52.013630; 7874; 100871
2024-10-24 11:48:52.013640; 7870; 100585
2024-10-24 11:48:52.013650; 7875; 100310
2024-10-24 11:48:52.013660; 7873; 100024
2024-10-24 11:48:52.013670; 7878; 99743
2024-10-24 11:48:52.013680; 7874; 99458
2024-10-24 11:48:52.013690; 7873; 99174
2024-10-24 11:48:52.013700; 7879; 98893
2024-10-24 11:48:52.013710; 7879; 98608
2024-10-24 11:48:52.013720; 7883; 98331
2024-10-24 11:48:52.013730; 7883; 98050
2024-10-24 11:48:52.013740; 7884; 97772
2024-10-24 11:48:52.013750; 7881; 97491
2024-10-24 11:48:52.013760; 7888; 97207
2024-10-24 11:48:52.013770; 7886; 96925
2024-10-24 11:48:52.013780; 7891; 96646
2024-10-24 11:48:52.013790; 7889; 96370
2024-10-24 11:48:52.013800; 7889; 96083
2024-10-24 11:48:52.013810; 7884; 95797
2024-10-24 11:48:52.013820; 7887; 95517
2024-10-24 11:48:52.013830; 7893; 95236
2024-10-24 11:48:52.013840; 7890; 94952
2024-10-24 11:48:52.013850; 7896; 94672
2024-10-24 11:48:52.013860; 7899; 94388
2024-10-24 11:48:52.013870; 7898; 94105
2024-10-24 11:48:52.013880; 7899; 93828
2024-10-24 11:48:52.013890; 7902; 93542
2024-10-24 11:48:52.013900; 7900; 93261
2024-10-24 11:48:52.013910; 7905; 92978
2024-10-24 11:48:52.013920; 7907; 92703
2024-10-24 11:48:52.013930; 7909; 92421
2024-10-24 11:48:52.013940; 7909; 92137
2024-10-24 11:48:52.013950; 7914; 91853
2024-10-24 11:48:52.013960; 7914; 91571
2024-10-24 11:48:52.013970; 7915; 91291
2024-10-24 11:48:52.013980; 7918; 91011
