V_out_nom;V_inp_nom;I_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,0;0,3;0,05;0,334265;0,0498849;2,00073;-0,00518726;0,6223955655232812
2,0;0,3;0,05;0,334433;0,0498873;2,00073;-0,00518645;0,6219558474794802
2,0;0,3;0,05;0,334418;0,049885;2,00073;-0,00518768;0,6221599361742841
2,0;0,3;0,05;0,334487;0,0498839;2,00073;-0,00518674;0,6219325961102669
2,0;0,3;0,05;0,334449;0,0498827;2,00075;-0,00518653;0,621999256570899
2,0;0,3;0,05;0,334419;0,0498882;2,00074;-0,00518876;0,6222507945187894
2,0;0,3;0,05;0,334433;0,0498882;2,00073;-0,00518594;0,6218834694072327
2,0;0,3;0,04;0,326455;0,0399988;2,00074;-0,00427764;0,6554274107201942
2,0;0,3;0,04;0,326417;0,0399986;2,00074;-0,00427654;0,6553384258972533
2,0;0,3;0,04;0,326415;0,0399988;2,00073;-0,00427695;0,6553987172668807
2,0;0,3;0,04;0,32642;0,0399987;2,00072;-0,0042775;0,6554713211991657
2,0;0,3;0,04;0,32639;0,0399986;2,00073;-0,00427678;0,6554261423262071
2,0;0,3;0,04;0,326352;0,0399986;2,00073;-0,00427637;0,6554396185516368
2,0;0,3;0,04;0,326378;0,0399984;2,00073;-0,00427671;0,6554427897768038
2,0;0,3;0,03;0,309834;0,0299991;2,00075;-0,00319025;0,6867208655845174
2,0;0,3;0,03;0,309822;0,029999;2,00073;-0,00319061;0,6868203826029762
2,0;0,3;0,03;0,309819;0,029999;2,00074;-0,00319023;0,6867486648639581
2,0;0,3;0,03;0,309817;0,0299989;2,00074;-0,00319013;0,6867338605485303
2,0;0,3;0,03;0,309816;0,0299988;2,00074;-0,00318992;0,6866931597070048
2,0;0,3;0,03;0,309796;0,0299989;2,00073;-0,00318963;0,6866693383232588
2,0;0,3;0,03;0,309804;0,0299989;2,00074;-0,00318972;0,6866744135784805
2,0;0,3;0,02;0,293509;0,019997;2,00074;-0,00216637;0,7384770761381116
2,0;0,3;0,02;0,293686;0,0199971;2,00074;-0,00215611;0,7345329902279522
2,0;0,3;0,02;0,292635;0,0199971;2,00074;-0,00217072;0,7421662080482594
2,0;0,3;0,02;0,29252;0,0199973;2,00074;-0,00215341;0,73653002149547
2,0;0,3;0,02;0,292406;0,0199971;2,00076;-0,00214633;0,7344093440842754
2,0;0,3;0,02;0,291885;0,019997;2,00076;-0,0021783;0,7466826565944911
2,0;0,3;0,02;0,295473;0,0199975;2,00076;-0,00222875;0,7546800078035666
2,0;0,3;0,02;0,29506;0,019997;2,00074;-0,00222608;0,7548423152105637
2,0;0,3;0,01;0,293237;0,00999941;2,00073;-0,00110439;0,7535599457019749
2,0;0,3;0,01;0,293217;0,00999938;2,00072;-0,00110471;0,7538281999511792
2,0;0,3;0,01;0,293232;0,00999943;2,00072;-0,0011042;0,7534378769351407
2,0;0,3;0,01;0,293197;0,0099994;2,00072;-0,00110436;0,7536392657711652
2,0;0,3;0,01;0,293198;0,00999936;2,00073;-0,00110445;0,7537048952419321
2,0;0,3;0,01;0,29318;0,00999935;2,00074;-0,00110454;0,75381711312702
2,0;0,3;0,01;0,293198;0,00999937;2,00074;-0,00110442;0,7536874357869912
2,0;0,3;0,01;0,293195;0,00999932;2,00074;-0,00110432;0,7536306724557402
2,0;0,3;0,008;0,290482;0,00799954;2,00073;-0,000872781;0,7514663311124635
2,0;0,3;0,008;0,290492;0,00799952;2,00073;-0,000872318;0,7510437098056433
