V_out_nom;V_inp_nom;I_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,75;1,507328;0,008388608;1,50752;0,00838781;2,75079;-0,00411619;0,8954496751687763
2,75;1,507328;0,008388608;1,50699;0,00838785;2,75078;-0,00411488;0,8954719921475425
2,75;1,507328;0,008388608;1,50642;0,00838783;2,75079;-0,00411312;0,8954330589465634
2,75;1,507328;0,008388608;1,50591;0,00838782;2,75079;-0,00411178;0,8954455599029917
2,75;1,507328;0,008388608;1,50545;0,00838786;2,7508;-0,00411005;0,8953412872362289
2,75;1,507328;0,008388608;1,50493;0,00838787;2,7508;-0,00410906;0,8954338498458919
2,75;1,507328;0,008388608;1,50456;0,00838791;2,75079;-0,00410786;0,8953849645223647
2,75;1,507328;0,004194304;1,50955;0,00419359;2,7508;-0,00205994;0,8951176404173635
2,75;1,507328;0,004194304;1,50916;0,00419359;2,75081;-0,00205937;0,8951044629852765
2,75;1,507328;0,004194304;1,50884;0,00419353;2,7508;-0,00205871;0,8950169221046004
2,75;1,507328;0,004194304;1,50845;0,0041935;2,7508;-0,00205819;0,8950285992541289
2,75;1,507328;0,004194304;1,50814;0,00419356;2,75081;-0,00205794;0,895094282715556
2,75;1,507328;0,004194304;1,50793;0,00419364;2,75081;-0,00205743;0,8949800097659838
2,75;1,507328;0,004194304;1,50759;0,0041937;2,75081;-0,00205728;0,8951037794305322
2,75;1,507328;0,004194304;1,50734;0,00419357;2,7508;-0,00205681;0,8950722027833553
2,75;1,507328;0,002097152;1,51923;0,0020963;2,75079;-0,00106084;0,9162845455826732
2,75;1,507328;0,002097152;1,51891;0,0020963;2,7508;-0,00106091;0,9165413921128931
2,75;1,507328;0,002097152;1,51873;0,00209628;2,7508;-0,00106061;0,9163995569659366
2,75;1,507328;0,002097152;1,51856;0,00209623;2,75078;-0,00106038;0,9163185906515147
2,75;1,507328;0,002097152;1,51831;0,00209616;2,75078;-0,0010604;0,9165173599014736
2,75;1,507328;0,002097152;1,51802;0,00209618;2,75078;-0,00106014;0,9164589413993831
2,75;1,507328;0,002097152;1,51779;0,00209618;2,75079;-0,0010603;0,916739486784504
2,75;1,507328;0,001048576;1,52136;0,00104764;2,75077;-0,000532934;0,9197793225670429
2,75;1,507328;0,001048576;1,52125;0,00104768;2,75078;-0,000532899;0,9197536473091193
2,75;1,507328;0,001048576;1,52109;0,00104759;2,75079;-0,000532825;0,9198050193534153
2,75;1,507328;0,001048576;1,52082;0,00104765;2,75079;-0,000532799;0,919870741466814
2,75;1,507328;0,001048576;1,5207;0,00104763;2,7508;-0,000532241;0,9190007582684945
2,75;1,507328;0,001048576;1,52045;0,00104768;2,7508;-0,000532672;0,9198522774410116
2,75;1,507328;0,001048576;1,52036;0,00104771;2,75081;-0,000532452;0,9195038098873806
2,75;1,507328;0,000524288;1,52598;0,00052429;2,75081;-0,000266951;0,917850038700451
2,75;1,507328;0,000524288;1,5258;0,000524289;2,75079;-0,00026688;0,9177092502797826
2,75;1,507328;0,000524288;1,52562;0,000524288;2,7508;-0,000266866;0,9177744660345182
2,75;1,507328;0,000524288;1,52552;0,000524289;2,75079;-0,000266838;0,9177332401045423
2,75;1,507328;0,000524288;1,52538;0,000524288;2,7508;-0,000266867;0,917922306314624
2,75;1,507328;0,000524288;1,52517;0,000524288;2,75077;-0,000266767;0,9176946764059779
2,75;1,507328;0,000524288;1,52504;0,000524284;2,75078;-0,000266743;0,9177006731914041
2,75;1,507328;0,000524288;1,52486;0,000524287;2,75078;-0,000266717;0,9177142898914257
2,75;1,507328;0,000262144;1,5311;0,000262138;2,75079;-0,000133268;0,9133763850355764
2,75;1,507328;0,000262144;1,5312;0,000262138;2,75079;-0,00013352;0,915043748882322
2,75;1,507328;0,000262144;1,53088;0,000262139;2,75079;-0,000133405;0,9144432455609743
