V_inp_nom;V_inp;I_inp;V_out;I_out;eta
4,5;4,499245;1,18986e-06;1,809385;-8,000355e-07;0,2708115489344004
4,5;4,49915;1,39985e-06;1,808365;-9,00021e-07;0,2579796918621106
4,5;4,4993300000000005;1,2404500000000001e-06;1,80839;-9,999934999999999e-07;0,3251278520360084
4,5;4,499175;1,6337499999999998e-06;1,8093650000000001;-2,00021e-06;0,49204855490605015
4,5;4,498965;2,20743e-06;1,810025;-3,00044e-06;0,5469830492078809
4,5;4,49911;2,665055e-06;1,809955;-4,000455e-06;0,6041220730106442
4,5;4,499040000000001;3,17544e-06;1,8091599999999999;-5,0004e-06;0,6333920771629737
4,5;4,49904;3,473165e-06;1,809545;-6,000415e-06;0,6949451978275083
4,5;4,49918;3,982405e-06;1,8092350000000001;-7,0002e-06;0,7068401860889633
4,5;4,499155;4,55685e-06;1,8092350000000001;-7,99991e-06;0,7060186007706408
4,5;4,499245;4,98291e-06;1,80937;-8,99981e-06;0,7263219968947807
4,5;4,4992350000000005;5,405354999999999e-06;1,809585;-9,99939e-06;0,7439619691644495
4,5;4,499245;1,01392e-05;1,80918;-2,000555e-05;0,7935405654801542
4,5;4,499495;1,4520600000000001e-05;1,80894;-3,000615e-05;0,8308141497931424
4,5;4,499625;1,920015e-05;1,809065;-4,00069e-05;0,8378136678788146
4,5;4,49958;2,3697800000000002e-05;1,80904;-5,0008149999999997e-05;0,8483842255642247
4,5;4,4996;2,8392600000000003e-05;1,808815;-6,00068e-05;0,8495712045038548
4,5;4,499665;3,277565e-05;1,8087650000000002;-7,000645e-05;0,8586146310613674
4,5;4,499734999999999;3,738745e-05;1,80881;-8,000395e-05;0,8602891667565471
4,5;4,4998249999999995;4,67876e-05;1,80861;-0,0001;0,8590826786365071
4,5;4,49987;9,26613e-05;1,802555;-0,0002000355;0,8645785594635611
4,5;4,49988;0,000138218;1,8023799999999999;-0,0003000495;0,8696448303990351
4,5;4,49987;0,000183513;1,80263;-0,0004000445;0,8732809488437707
4,5;4,49988;0,0002290805;1,80328;-0,000500044;0,8747831531469528
4,5;4,49984;0,0002746805;1,80348;-0,000600038;0,8755279183012159
4,5;4,49986;0,000319849;1,803035;-0,000700026;0,8769120811304814
4,5;4,4998450000000005;0,0003647535;1,803215;-0,0007999945;0,8789122338290365
4,5;4,49985;0,000409758;1,8034;-0,000899969;0,8803020095292275
4,5;4,49984;0,0004547895;1,80332;-0,000999942;0,8811895095719113
4,5;4,49985;0,0009101364999999999;1,8074400000000002;-0,002000755;0,8829725440085556
4,5;4,49984;0,001364985;1,80839;-0,003000805;0,8834358540562464
4,5;4,49987;0,00181886;1,808415;-0,00400099;0,8838718590278919
4,5;4,49987;0,0022676099999999998;1,809315;-0,00500089;0,8866576935094848
4,5;4,49988;0,002727285;1,81168;-0,006000865;0,8858054286043111
4,5;4,49988;0,0031859749999999997;1,811795;-0,007000655;0,8845882593635277
4,5;4,49988;0,00364263;1,8124799999999999;-0,008000614999999999;0,8846474631976402
4,5;4,49988;0,004097685;1,8124500000000001;-0,00900033;0,8846734500654732
4,5;4,49986;0,004548705;1,81154;-0,009999945;0,885052885663099
4,5;4,499865;0,009076714999999999;1,80683;-0,020000650000000002;0,8847663475393754
4,5;4,499855;0,013570249999999999;1,801565;-0,0300018;0,8851297731857906
4,5;4,49984;0,01808315;1,80194;-0,040002949999999995;0,8858904823418855
4,5;4,4998249999999995;0,02252875;1,798465;-0,0500029;0,8870507090752693
4,5;4,4998;0,02702885;1,79708;-0,0600022;0,8865568202165881
4,5;4,49981;0,03147415;1,795865;-0,07000085;0,8876768792563453
4,5;4,499815;0,035953;1,794765;-0,0799992;0,8874659707575332
