V_inp_nom;V_inp;I_inp;V_out;I_out;eta
2,75;2,749385;8,27381e-06;1,808195;-9,99937e-06;0,7949431336165906
2,75;2,749205;1,575345e-05;1,808135;-2,000555e-05;0,8352951944392893
2,75;2,74943;2,32919e-05;1,808175;-3,00056e-05;0,8472756166961547
2,75;2,74958;3,10048e-05;1,8082799999999999;-4,00066e-05;0,8484797228738601
2,75;2,74972;3,849945e-05;1,8082349999999998;-5,00085e-05;0,8542004082682251
2,75;2,74972;4,64047e-05;1,808345;-6,00066e-05;0,8504201508894416
2,75;2,749755;5,3894199999999996e-05;1,8082;-7,000539999999999e-05;0,8542595625210576
2,75;2,7497;6,15379e-05;1,80839;-8,00034e-05;0,8550984064126683
2,75;2,7497949999999998;7,658475e-05;1,80822;-9,999985e-05;0,8586401701892428
2,75;2,7499;0,00014870900000000002;1,804145;-0,000200031;0,8824810711369284
2,75;2,74989;0,0002232965;1,80458;-0,000300047;0,8817055420848909
2,75;2,74988;0,000298471;1,804755;-0,000400038;0,8797125198198941
2,75;2,74988;0,0003731565;1,805075;-0,000500044;0,8795479011920211
2,75;2,74987;0,0004472555;1,804815;-0,0006000375;0,8805437056206133
2,75;2,74986;0,0005219560000000001;1,80522;-0,000700028;0,8804067900335901
2,75;2,74985;0,0005969149999999999;1,8051949999999999;-0,0007999904999999999;0,879821217242571
2,75;2,74984;0,0006723635;1,80527;-0,000899969;0,8787844222684735
2,75;2,74988;0,0007486635000000001;1,805415;-0,0009999415;0,8769586124720552
2,75;2,74985;0,001525475;1,808465;-0,0020006;0,862476287857491
2,75;2,74989;0,002297005;1,80847;-0,003000695;0,8591707583883003
2,75;2,74989;0,003061105;1,80858;-0,004000875;0,8595752688655525
2,75;2,7499;0,003825045;1,80776;-0,005001025;0,8595654191774478
2,75;2,74989;0,004586245;1,80779;-0,006000815;0,8601238648906788
2,75;2,7499;0,00534974;1,8074949999999999;-0,007000595;0,860151750278866
2,75;2,74989;0,00611308;1,807305;-0,00800065;0,859944729796035
2,75;2,74989;0,006875655;1,807655;-0,00900033;0,8605658084570484
2,75;2,74989;0,007633705;1,807215;-0,01;0,8610531301456545
2,75;2,74988;0,01511345;1,8024399999999998;-0,0200005;0,8673816116621935
2,75;2,74986;0,0225073;1,799735;-0,0300016;0,8724121448540072
2,75;2,74984;0,03008035;1,8002500000000001;-0,0400025;0,8706314142962145
2,75;2,749835;0,0378873;1,799045;-0,05000305;0,8635180492349286
2,75;2,749815;0,045134;1,7966799999999998;-0,060002150000000004;0,8686491388447473
2,75;2,74982;0,0529083;1,796225;-0,07000065;0,8642427071035554
2,75;2,74982;0,060396649999999996;1,7949;-0,0799993;0,8646005072645728
3,0;2,99961;9,637505e-07;1,8075100000000002;-5,000655e-07;0,31873588237305905
3,0;2,9996400000000003;1,1828049999999999e-06;1,8082799999999999;-6,00068e-07;0,3058638729439011
3,0;2,999415;1,047425e-06;1,808075;-7,000524999999999e-07;0,40331189576621207
3,0;2,9991149999999998;1,33345e-06;1,8084349999999998;-8,000385e-07;0,36180302123618857
3,0;2,999145;1,27499e-06;1,80859;-9,00017e-07;0,42595415583298857
3,0;2,99933;1,456845e-06;1,807595;-9,999855e-07;0,4151536495047225
3,0;2,998885;1,972275e-06;1,80771;-2,00021e-06;0,6116965300663171
3,0;2,998955;2,77193e-06;1,807625;-3,00039e-06;0,6524738222641395
3,0;2,9991149999999998;3,491375e-06;1,8079;-4,00043e-06;0,6905953796086215
3,0;2,9991849999999998;4,061315e-06;1,80747;-5,00034e-06;0,7418716396582826
3,0;2,99918;4,836085e-06;1,80751;-6,0004e-06;0,747815927747442
3,0;2,9993;5,580065e-06;1,80761;-7,000185e-06;0,756316197301937
3,0;2,999295;6,52152e-06;1,8075549999999998;-7,99991e-06;0,7395690904520469
3,0;2,99941;6,84823e-06;1,807585;-8,99979e-06;0,7922156044829057
3,0;2,99946;7,77258e-06;1,807705;-9,99937e-06;0,7753942469489661
3,0;2,99956;2,15351e-05;1,80749;-3,00061e-05;0,8396240907801957
3,0;2,99976;2,8468849999999998e-05;1,807375;-4,0007349999999996e-05;0,8467430593829626
3,0;2,9997550000000004;3,54168e-05;1,807525;-5,000805e-05;0,8508065446716984
3,0;2,9997249999999998;4,22368e-05;1,80735;-6,000685e-05;0,8561326644597425
3,0;2,9997350000000003;4,924865e-05;1,80721;-7,000575e-05;0,8562984368797766
3,0;2,9999;5,636215e-05;1,8072400000000002;-8,00038e-05;0,8551182039473384
3,0;2,999975;7,02289e-05;1,806845;-9,99989e-05;0,8576834835514475
