V_inp_nom;I_out_nom;V_inp;I_inp;V_out;I_out;eta
2,5;0,008;2,4999;0,00668939;1,80882;-0,00800061;0,8653848718577207
2,5;0,008;2,49991;0,00668583;1,80869;-0,00800064;0,8657832176257483
2,5;0,008;2,49989;0,00668629;1,80813;-0,00800065;0,8654636174010005
2,5;0,008;2,4999;0,00668798;1,80792;-0,00800066;0,8651420508119522
2,5;0,009;2,4999;0,00754143;1,80841;-0,00900042;0,8633429265391127
2,5;0,009;2,49991;0,0075452;1,80823;-0,00900043;0,8628231699360845
2,5;0,009;2,49991;0,00754502;1,8084;-0,00900034;0,8629162451964103
2,5;0,009;2,49991;0,0075428;1,80879;-0,00900032;0,8633544520706633
2,5;0,009;2,49991;0,00754471;1,80877;-0,00900039;0,8631330565800037
2,5;0,009;2,49991;0,0075445;1,80873;-0,00900034;0,863133198486709
2,5;0,009;2,49992;0,00754295;1,808;-0,00900037;0,8629615575906227
2,5;0,009;2,49991;0,00754328;1,80757;-0,00900037;0,8627220253651968
2,5;0,009;2,49992;0,00754554;1,80911;-0,00900033;0,8631911336104827
2,5;0,009;2,4999;0,00754477;1,80904;-0,00900037;0,8632565685647718
2,5;0,01;2,4999;0,00840225;1,809;-0,01;0,8612323427151136
2,5;0,01;2,49991;0,00840249;1,80865;-0,0100001;0,8610462855154756
2,5;0,01;2,49991;0,00839882;1,80863;-0,0100001;0,8614130080059814
2,5;0,01;2,49991;0,0084044;1,80772;-0,0100001;0,8604079568386522
2,5;0,01;2,49991;0,00840093;1,80868;-0,0100001;0,8612204611990731
2,5;0,01;2,49988;0,00839985;1,80782;-0,0100001;0,8609319731153352
2,5;0,01;2,49988;0,00839942;1,80874;-0,01;0,8614055845225204
2,5;0,01;2,49988;0,00840464;1,80924;-0,01;0,8611085532223578
2,5;0,01;2,49988;0,00839616;1,80779;-0,0100001;0,8612960481234893
2,5;0,01;2,4999;0,00840029;1,80792;-0,00999997;0,8609164187026064
2,5;0,02;2,49988;0,0170495;1,80874;-0,0200007;0,8487709939300817
2,5;0,02;2,49989;0,0170524;1,80929;-0,0200006;0,848877058174243
2,5;0,02;2,4999;0,017048;1,8082;-0,0200005;0,8485769768660292
2,5;0,02;2,4999;0,0170485;1,8084;-0,0200005;0,8486459457205165
2,5;0,02;2,49989;0,0170511;1,80822;-0,0200004;0,848431236071419
2,5;0,02;2,49989;0,0170525;1,80885;-0,0200005;0,8486614003304666
2,5;0,02;2,49988;0,0170564;1,80899;-0,0200004;0,8485321719588316
2,5;0,02;2,49988;0,0170538;1,80885;-0,0200001;0,8485831303999977
2,5;0,02;2,49988;0,0170501;1,80852;-0,0200001;0,8486124333164478
2,5;0,02;2,49987;0,017054;1,80884;-0,0200002;0,8485761247388312
2,5;0,03;2,49987;0,0255885;1,80469;-0,0300014;0,8464121329533554
2,5;0,03;2,49986;0,0255816;1,80408;-0,0300014;0,8463576457701653
2,5;0,03;2,49986;0,0255798;1,80482;-0,0300014;0,8467643868507619
2,5;0,03;2,49986;0,0255886;1,80449;-0,0300013;0,846315588681681
2,5;0,03;2,49988;0,0255821;1,80438;-0,0300014;0,8464750694459782
2,5;0,03;2,49987;0,0255791;1,80464;-0,0300015;0,846702542084268
2,5;0,03;2,49988;0,0255901;1,80496;-0,0300015;0,8464852710560439
2,5;0,03;2,49987;0,0255786;1,80434;-0,0300016;0,84658115785703
2,5;0,03;2,49986;0,025583;1,80367;-0,0300014;0,846118994874947
2,5;0,03;2,49985;0,0255895;1,8042;-0,0300016;0,8461616623705642
2,5;0,04;2,49985;0,033758;1,8006;-0,0400023;0,8535157690360762
2,5;0,04;2,49986;0,0337645;1,80087;-0,040002;0,8534696040684449
2,5;0,04;2,49986;0,033765;1,80083;-0,0400022;0,8534422761200467
2,5;0,04;2,49985;0,0337668;1,80088;-0,0400024;0,8534281571565511
2,5;0,04;2,49985;0,0337589;1,80065;-0,0400025;0,8535209821934112
2,5;0,04;2,49986;0,033764;1,80089;-0,0400026;0,8535045231103017
2,5;0,04;2,49986;0,0337641;1,8008;-0,0400025;0,853457207744689
2,5;0,04;2,49986;0,0337569;1,80104;-0,0400023;0,8537487409036025
2,5;0,04;2,49986;0,0337607;1,80109;-0,0400024;0,8536784785341707
2,5;0,04;2,49986;0,0337628;1,80044;-0,0400024;0,8533173138418914
2,5;0,05;2,49985;0,0420062;1,79806;-0,050003;0,8561954093190095
2,5;0,05;2,49985;0,0420108;1,79804;-0,0500031;0,8560938492208874
2,5;0,05;2,49984;0,0420058;1,79783;-0,0500031;0,8560991772939114
2,5;0,05;2,49985;0,0420153;1,79794;-0,0500032;0,8559562625698145
2,5;0,05;2,49985;0,0420167;1,79783;-0,0500032;0,8558753754086627
2,5;0,05;2,49985;0,042012;1,79788;-0,0500031;0,8559932183763073
2,5;0,05;2,49986;0,042002;1,79792;-0,0500031;0,8562126405606023
2,5;0,05;2,49985;0,0420035;1,79792;-0,0500031;0,8561854890195171
2,5;0,05;2,49984;0,0420075;1,79791;-0,0500031;0,8561026250832704
2,5;0,05;2,49984;0,042003;1,79782;-0,0500031;0,8561514843313803
2,5;0,06;2,49984;0,0500073;1,79715;-0,0600027;0,8626000932924854
2,5;0,06;2,49985;0,0500073;1,79698;-0,0600027;0,8625150460296732
2,5;0,06;2,49986;0,0500101;1,7971;-0,0600023;0,8625151491849903
2,5;0,06;2,49984;0,0500154;1,79727;-0,0600024;0,8625136712500846
2,5;0,06;2,49983;0,0500203;1,79716;-0,0600025;0,8623812821352608
2,5;0,06;2,49983;0,0500031;1,79716;-0,0600024;0,8626764851679549
2,5;0,06;2,49984;0,0500095;1,79723;-0,0600023;0,8625947925772881
2,5;0,06;2,49986;0,0500093;1,79703;-0,0600022;0,8624939125031111
2,5;0,06;2,49984;0,0500088;1,79692;-0,0600022;0,862456640362991
2,5;0,06;2,49985;0,0500126;1,79694;-0,0600021;0,8623958216336713
2,5;0,07;2,49984;0,0592132;1,79678;-0,0700007;0,8497018091648932
2,5;0,07;2,49985;0,0592032;1,79662;-0,0700007;0,8497662556499511
2,5;0,07;2,49985;0,0592094;1,79642;-0,0700007;0,8495826877906492
2,5;0,07;2,49985;0,0592027;1,797;-0,0700009;0,8499555949300622
2,5;0,07;2,49984;0,0592105;1,79686;-0,0700008;0,8497796034692077
2,5;0,07;2,49985;0,0592153;1,79679;-0,0700008;0,8496742192579916
2,5;0,07;2,49986;0,0592142;1,79628;-0,0700007;0,8494442162748772
2,5;0,07;2,49986;0,0592108;1,79693;-0,0700008;0,8498016036573809
2,5;0,07;2,49987;0,059203;1,79618;-0,0700008;0,8495554310012912
2,5;0,07;2,49987;0,0592069;1,79684;-0,0700009;0,8498128297736921
2,5;0,08;2,49988;0,0672376;1,79472;-0,0799992;0,8541831130837396
2,5;0,08;2,49986;0,0672453;1,7946;-0,0799991;0,8540339623902433
2,5;0,08;2,49986;0,0672287;1,7947;-0,0799991;0,8542924399003498
2,5;0,08;2,49985;0,0672301;1,79452;-0,079999;0,8541913195736738
2,5;0,08;2,49985;0,067229;1,79514;-0,079999;0,8545004206001369
2,5;0,08;2,49985;0,0672308;1,79453;-0,079999;0,8541871857730527
2,5;0,08;2,49986;0,0672443;1,79467;-0,079999;0,8540789081088798
2,5;0,08;2,49985;0,0672439;1,79472;-0,079999;0,8541112002440115
2,5;0,08;2,49985;0,0672486;1,79489;-0,079999;0,8541324041913704
2,5;0,08;2,49985;0,0672418;1,79478;-0,0799991;0,8541674973721924
2,75;5e-07;2,74982;1,12549e-06;1,81205;-5,00063e-07;0,29278511386449196
2,75;5e-07;2,74814;7,84848e-07;1,80497;-5,00067e-07;0,41847910146058676
2,75;5e-07;2,74931;1,12552e-06;1,80753;-5,00062e-07;0,29210059342310873
2,75;5e-07;2,74825;1,12552e-06;1,80659;-5,00061e-07;0,2920607080312553
2,75;5e-07;2,7478;1,12553e-06;1,80801;-5,00057e-07;0,2923332028976041
2,75;5e-07;2,74807;1,12553e-06;1,80795;-5,00063e-07;0,2922982877558964
2,75;5e-07;2,74811;1,08645e-06;1,80607;-5,00063e-07;0,30249308007378134
2,75;5e-07;2,7483;1,12001e-06;1,80473;-5,00057e-07;0,29318767573626936
2,75;5e-07;2,74834;7,71688e-07;1,80534;-5,00055e-07;0,425661698048753
2,75;5e-07;2,74881;1,1255e-06;1,8043;-5,00061e-07;0,2916362550333177
2,75;6e-07;2,74911;1,15128e-06;1,81109;-6,00072e-07;0,34337630062285424
2,75;6e-07;2,74875;1,20165e-06;1,80703;-6,00068e-07;0,32828617753514494
2,75;6e-07;2,7498;1,06189e-06;1,81158;-6,00063e-07;0,3722834480729933
2,75;6e-07;2,74878;1,77565e-06;1,80506;-6,00059e-07;0,2219158122809283
2,75;6e-07;2,74932;6,34729e-07;1,81162;-6,00063e-07;0,622945887312924
2,75;6e-07;2,74979;1,78486e-06;1,80528;-6,00058e-07;0,22071615195701752
2,75;6e-07;2,74987;7,76875e-07;1,81331;-6,00057e-07;0,509332341661695
2,75;6e-07;2,74961;1,78005e-06;1,8036;-6,00053e-07;0,22111924253200055
2,75;6e-07;2,749;3,21988e-07;1,81177;-6,00061e-07;1,2282422690419001
2,75;6e-07;2,74969;1,7553e-06;1,80224;-6,00061e-07;0,2240644406264489
2,75;6e-07;2,74914;7,0857e-07;1,81174;-6,00064e-07;0,5581023199259527
2,75;7e-07;2,74965;1,38542e-06;1,80715;-7,00064e-07;0,332103213453326
2,75;7e-07;2,74902;1,69924e-06;1,80237;-7,00059e-07;0,2701133014352522
2,75;7e-07;2,74893;1,54251e-06;1,80341;-7,00055e-07;0,2977384795272403
2,75;7e-07;2,74831;1,47189e-06;1,80469;-7,00053e-07;0,3123147245080831
2,75;7e-07;2,74903;1,27743e-06;1,8086;-7,0005e-07;0,360541279759743
2,75;7e-07;2,74895;7,7338e-07;1,81199;-7,0005e-07;0,5966574656223572
2,75;7e-07;2,74982;8,46202e-07;1,80973;-7,00043e-07;0,5444527418662052
2,75;7e-07;2,74968;1,28417e-06;1,80858;-7,00043e-07;0,35855663748758615
2,75;7e-07;2,74913;1,44334e-06;1,80331;-7,00047e-07;0,31815127286045075
2,75;7e-07;2,74861;1,74458e-06;1,80343;-7,00049e-07;0,26328354556168315
2,75;8e-07;2,74897;1,33102e-06;1,81094;-8,00035e-07;0,3959665201228702
2,75;8e-07;2,74909;1,68553e-06;1,80533;-8,00035e-07;0,31170239644150766
2,75;8e-07;2,74884;1,66349e-06;1,80523;-8,00031e-07;0,31584186934212877
2,75;8e-07;2,74906;1,1117e-06;1,8077;-8,00039e-07;0,47322283389566355
2,75;8e-07;2,74977;6,5239e-07;1,80937;-8,00048e-07;0,806937250558361
2,75;8e-07;2,74954;1,14474e-06;1,80978;-8,00038e-07;0,4600123585448597
2,75;8e-07;2,749;1,63579e-06;1,8064;-8,00028e-07;0,3213785025618882
2,75;8e-07;2,74899;1,75115e-06;1,80458;-8,00031e-07;0,2999068925105046
2,75;8e-07;2,74844;1,68817e-06;1,80333;-8,00038e-07;0,310944861517612
2,75;8e-07;2,74918;1,47787e-06;1,80527;-8,00034e-07;0,35547674937267776
2,75;9e-07;2,74931;1,67937e-06;1,81167;-9,00009e-07;0,35314726135336383
2,75;9e-07;2,7489;1,15725e-06;1,80824;-9,0001e-07;0,5115843803771828
2,75;9e-07;2,74982;1,05339e-06;1,81371;-9,00016e-07;0,5635398345120316
2,75;9e-07;2,74851;1,94154e-06;1,80569;-9,00019e-07;0,3045448129094756
2,75;9e-07;2,74928;1,23513e-06;1,80964;-9,00027e-07;0,47964075971036074
2,75;9e-07;2,74937;1,12947e-06;1,81186;-9,0002e-07;0,5251325130593999
2,75;9e-07;2,74857;1,80038e-06;1,80539;-9,00029e-07;0,3283647685807223
2,75;9e-07;2,74948;7,75821e-07;1,80885;-9,00021e-07;0,763208328929416
2,75;9e-07;2,74854;1,70848e-06;1,80648;-9,0002e-07;0,34623690516791156
2,75;9e-07;2,74909;1,09919e-06;1,80711;-9,0001e-07;0,5382328459873851
2,75;1e-06;2,74795;1,29076e-06;1,8079;-9,99996e-07;0,5097043533709167
2,75;1e-06;2,74832;1,38272e-06;1,80819;-9,99996e-07;0,47581790772726906
2,75;1e-06;2,74856;1,44205e-06;1,80466;-9,99991e-07;0,45530869380742517
2,75;1e-06;2,74903;1,29025e-06;1,80961;-9,99989e-07;0,5101840337612016
2,75;1e-06;2,74867;1,04954e-06;1,81108;-9,99988e-07;0,6277848423616205
2,75;1e-06;2,74828;1,4504e-06;1,80623;-9,99992e-07;0,4531279052569096
2,75;1e-06;2,74871;1,40582e-06;1,80568;-9,99997e-07;0,46728392901977417
2,75;1e-06;2,74856;1,45041e-06;1,81061;-9,99992e-07;0,454177309234308
2,75;1e-06;2,74843;1,4504e-06;1,80793;-9,99993e-07;0,45353008337303596
2,75;1e-06;2,74859;1,45042e-06;1,80534;-9,99984e-07;0,45284368330792013
2,75;2e-06;2,7491;2,15807e-06;1,80766;-2,00019e-06;0,6094413738927807
2,75;2e-06;2,74927;2,3711e-06;1,80586;-2,00018e-06;0,554097123034196
2,75;2e-06;2,74921;2,32258e-06;1,80951;-2,00019e-06;0,5668310632905682
2,75;2e-06;2,74899;1,67246e-06;1,80709;-2,00021e-06;0,7861881204422346
2,75;2e-06;2,74939;2,2747e-06;1,80876;-2,00023e-06;0,5784960601146436
2,75;2e-06;2,74896;1,59104e-06;1,80856;-2,00023e-06;0,8271101287005262
2,75;2e-06;2,74917;2,28067e-06;1,80717;-2,00022e-06;0,5765178096076959
2,75;2e-06;2,74918;2,08198e-06;1,80875;-2,00021e-06;0,6320834354811239
2,75;2e-06;2,74878;1,86824e-06;1,80698;-2,0002e-06;0,7038078720785527
2,75;2e-06;2,74927;2,25551e-06;1,80922;-2,00018e-06;0,5835771925738776
2,75;3e-06;2,74879;3,18973e-06;1,80848;-3,0004e-06;0,6188670804978522
2,75;3e-06;2,74881;2,81817e-06;1,80778;-3,00042e-06;0,7001897026537272
2,75;3e-06;2,74883;2,90488e-06;1,80781;-3,00042e-06;0,6792955313370594
2,75;3e-06;2,749;2,90655e-06;1,80922;-3,00044e-06;0,6793972559024702
2,75;3e-06;2,74879;2,94853e-06;1,80908;-3,00044e-06;0,6697236043191005
2,75;3e-06;2,74883;2,85409e-06;1,80845;-3,00043e-06;0,6916310133273911
2,75;3e-06;2,74891;2,84439e-06;1,80752;-3,00044e-06;0,6936148676710508
2,75;3e-06;2,74872;3,14973e-06;1,80884;-3,00045e-06;0,6268775513096504
2,75;3e-06;2,74886;2,8386e-06;1,8082;-3,00044e-06;0,6953037814823045
2,75;3e-06;2,7487;2,92736e-06;1,80837;-3,00043e-06;0,6743219801209959
2,75;4e-06;2,74882;3,64269e-06;1,80747;-4,00043e-06;0,7221198073900327
2,75;4e-06;2,74908;3,8294e-06;1,80872;-4,00046e-06;0,6873266161668273
2,75;4e-06;2,74885;3,82668e-06;1,80781;-4,00044e-06;0,6875231990670971
2,75;4e-06;2,7489;3,40698e-06;1,80827;-4,00044e-06;0,7724004406930132
2,75;4e-06;2,74889;3,86208e-06;1,80745;-4,00046e-06;0,6810791689530353
2,75;4e-06;2,74875;3,55261e-06;1,80768;-4,00044e-06;0,7405366171441474
2,75;4e-06;2,74887;4,16719e-06;1,80801;-4,00044e-06;0,6314094615760852
2,75;4e-06;2,74896;3,62553e-06;1,808;-4,00046e-06;0,7257189020666873
2,75;4e-06;2,74898;3,37071e-06;1,80897;-4,00047e-06;0,7809970848739592
2,75;4e-06;2,74877;3,63441e-06;1,80821;-4,00044e-06;0,7240762567775263
2,75;5e-06;2,749;4,07148e-06;1,80769;-5,00037e-06;0,8076050963194588
2,75;5e-06;2,7492;4,33217e-06;1,80912;-5,00037e-06;0,7595523118849472
2,75;5e-06;2,74887;4,31015e-06;1,80779;-5,00037e-06;0,7629631004877959
2,75;5e-06;2,74894;4,76383e-06;1,80871;-5,00036e-06;0,690635179012756
2,75;5e-06;2,74893;4,76287e-06;1,80752;-5,00036e-06;0,69032241463528
2,75;5e-06;2,74904;4,26805e-06;1,80807;-5,00037e-06;0,7705606435641207
2,75;5e-06;2,74917;4,20038e-06;1,80837;-5,00036e-06;0,7830660367423997
2,75;5e-06;2,74901;4,12789e-06;1,80826;-5,00038e-06;0,7968185750574762
2,75;5e-06;2,749;4,10082e-06;1,80796;-5,00037e-06;0,8019467134796163
2,75;5e-06;2,7489;4,2683e-06;1,80845;-5,00038e-06;0,770718240673492
2,75;6e-06;2,74908;5,06901e-06;1,80793;-6,0004e-06;0,7784868615780497
2,75;6e-06;2,749;5,22505e-06;1,80799;-6,00038e-06;0,7552827890493903
2,75;6e-06;2,74908;5,17806e-06;1,80797;-6,00038e-06;0,7621062406941057
2,75;6e-06;2,74912;5,11838e-06;1,80839;-6,00037e-06;0,7711589525458792
2,75;6e-06;2,74902;5,26316e-06;1,8081;-6,00036e-06;0,7498515287256042
2,75;6e-06;2,74911;5,133e-06;1,80824;-6,00039e-06;0,7689040860003445
2,75;6e-06;2,74905;5,17203e-06;1,80806;-6,0004e-06;0,7630436218223585
2,75;6e-06;2,74899;5,10155e-06;1,80818;-6,00041e-06;0,773654898918676
2,75;6e-06;2,74905;5,13641e-06;1,80807;-6,0004e-06;0,7683394297866708
2,75;6e-06;2,74896;5,09056e-06;1,80783;-6,00042e-06;0,7751848168455903
2,75;7e-06;2,7491;5,42373e-06;1,80798;-7,00018e-06;0,8488173145344641
2,75;7e-06;2,74919;5,58846e-06;1,80835;-7,00015e-06;0,8239349672758669
2,75;7e-06;2,74907;5,30802e-06;1,80833;-7,00018e-06;0,8674981267103591
2,75;7e-06;2,74917;6,09572e-06;1,8085;-7,00018e-06;0,7554419792073868
2,75;7e-06;2,74892;5,21303e-06;1,80814;-7,00018e-06;0,8832607584678638
2,75;7e-06;2,74917;6,28043e-06;1,80806;-7,00018e-06;0,7330457332614067
2,75;7e-06;2,74906;5,24467e-06;1,80836;-7,00017e-06;0,8779930806380236
2,75;7e-06;2,74919;6,27644e-06;1,8086;-7,00018e-06;0,7337254730368558
2,75;7e-06;2,749;5,24426e-06;1,80829;-7,00017e-06;0,8780468977180471
2,75;7e-06;2,74921;5,42692e-06;1,80881;-7,00017e-06;0,8486726429621382
2,75;8e-06;2,74914;6,88044e-06;1,8082;-7,99993e-06;0,7647501713259969
2,75;8e-06;2,74912;7,12828e-06;1,80753;-7,99993e-06;0,7378927667059773
2,75;8e-06;2,74911;6,45076e-06;1,80811;-7,99988e-06;0,815652776263131
2,75;8e-06;2,74919;7,08791e-06;1,80897;-7,99991e-06;0,7426659553447414
2,75;8e-06;2,7491;7,15306e-06;1,80764;-7,99991e-06;0,735384781985066
2,75;8e-06;2,74924;6,40936e-06;1,80808;-7,99988e-06;0,8208688869800181
2,75;8e-06;2,74931;6,65817e-06;1,8083;-7,99991e-06;0,79027272300696
2,75;8e-06;2,74913;7,07495e-06;1,80775;-7,99989e-06;0,7435389666553666
2,75;8e-06;2,74914;6,22246e-06;1,80839;-7,99986e-06;0,8456984083456893
2,75;8e-06;2,74924;7,21466e-06;1,80841;-7,99991e-06;0,7293793739407584
2,75;9e-06;2,74919;7,47289e-06;1,8092;-8,99975e-06;0,7925445421336252
2,75;9e-06;2,74904;7,527e-06;1,80854;-8,99978e-06;0,7866056050520507
2,75;9e-06;2,74909;7,43583e-06;1,80904;-8,9998e-06;0,7964575211293868
2,75;9e-06;2,74911;7,40352e-06;1,80856;-8,99981e-06;0,799716194449399
2,75;9e-06;2,74914;7,53623e-06;1,8087;-8,99978e-06;0,7856831344234932
2,75;9e-06;2,74922;7,56891e-06;1,80802;-8,99977e-06;0,781973084816372
2,75;9e-06;2,74905;7,26897e-06;1,80868;-8,99977e-06;0,8145872938442458
2,75;9e-06;2,74908;7,36367e-06;1,80838;-8,99976e-06;0,8039683045152568
2,75;9e-06;2,74908;7,42644e-06;1,80839;-8,99977e-06;0,7971782712075131
2,75;9e-06;2,74917;7,59329e-06;1,80813;-8,99977e-06;0,7795239804888033
2,75;1e-05;2,74939;7,71653e-06;1,80846;-9,99937e-06;0,8523601718073374
2,75;1e-05;2,74949;8,4399e-06;1,80814;-9,99937e-06;0,7791395443211179
2,75;1e-05;2,74938;8,03905e-06;1,80813;-9,99938e-06;0,8180186888725447
2,75;1e-05;2,7494;8,45622e-06;1,80843;-9,99937e-06;0,7777860327872138
2,75;1e-05;2,74928;7,63405e-06;1,80832;-9,99939e-06;0,8615387584152698
2,75;1e-05;2,74947;8,39578e-06;1,80846;-9,99939e-06;0,7833798189197009
2,75;1e-05;2,74926;7,62166e-06;1,80823;-9,99938e-06;0,8629017676595869
2,75;1e-05;2,74934;8,4687e-06;1,80816;-9,99936e-06;0,7765400560803098
2,75;1e-05;2,74932;8,40895e-06;1,80793;-9,99936e-06;0,7819639901920442
2,75;1e-05;2,74944;8,15184e-06;1,80774;-9,99935e-06;0,8065064483134804
2,75;2e-05;2,74917;1,59972e-05;1,80807;-2,00057e-05;0,822476355488707
2,75;2e-05;2,7492;1,6184e-05;1,80821;-2,00054e-05;0,8130250018268022
2,75;2e-05;2,74914;1,56836e-05;1,80813;-2,00056e-05;0,8389549074897208
2,75;2e-05;2,74924;1,64888e-05;1,8081;-2,00063e-05;0,7979717539058669
2,75;2e-05;2,7492;1,64322e-05;1,80814;-2,00054e-05;0,8007136751633414
2,75;2e-05;2,74921;1,54198e-05;1,80848;-2,00059e-05;0,8534638846513221
2,75;2e-05;2,74923;1,5488e-05;1,80831;-2,00063e-05;0,8496366668852477
2,75;2e-05;2,74922;1,58233e-05;1,8084;-2,00053e-05;0,8316354813888579
2,75;2e-05;2,7492;1,54051e-05;1,80802;-2,00055e-05;0,8540470234790276
2,75;2e-05;2,74924;1,56191e-05;1,80802;-2,00054e-05;0,8423291107842165
2,75;3e-05;2,74946;2,32409e-05;1,80844;-3,00048e-05;0,8491697069288986
2,75;3e-05;2,7494;2,33515e-05;1,80803;-3,00055e-05;0,844994318774942
2,75;3e-05;2,74943;2,3976e-05;1,80814;-3,00056e-05;0,823028685615719
2,75;3e-05;2,74942;2,32975e-05;1,80832;-3,00061e-05;0,8470995089441058
2,75;3e-05;2,74945;2,32863e-05;1,80824;-3,00058e-05;0,8474517244482036
2,75;3e-05;2,7495;2,31846e-05;1,80807;-3,00052e-05;0,8510565817154838
2,75;3e-05;2,74943;2,3828e-05;1,80821;-3,00054e-05;0,8281672053940664
2,75;3e-05;2,74948;2,32309e-05;1,80795;-3,00056e-05;0,8493215248463978
2,75;3e-05;2,74942;2,32555e-05;1,80835;-3,00057e-05;0,8486321571127883
2,75;3e-05;2,74943;2,33834e-05;1,80791;-3,00062e-05;0,8437960357196106
2,75;4e-05;2,74958;3,11262e-05;1,8081;-4,0007e-05;0,8452126115076523
2,75;4e-05;2,74957;3,09481e-05;1,80796;-4,00067e-05;0,8500075341715778
2,75;4e-05;2,74956;3,06646e-05;1,80842;-4,00071e-05;0,8580959812921657
2,75;4e-05;2,74958;3,06428e-05;1,80831;-4,00069e-05;0,858643680349157
2,75;4e-05;2,74959;3,05582e-05;1,80829;-4,00064e-05;0,8609974096966497
2,75;4e-05;2,7496;3,12303e-05;1,80866;-4,00064e-05;0,8426374008170677
2,75;4e-05;2,74956;3,14439e-05;1,80827;-4,00066e-05;0,8367492150875744
2,75;4e-05;2,7496;3,10288e-05;1,80802;-4,00064e-05;0,8478093540166034
2,75;4e-05;2,74959;3,10364e-05;1,80851;-4,00063e-05;0,8478324245216674
2,75;4e-05;2,74957;3,09808e-05;1,808;-4,00066e-05;0,8491270212260528
2,75;5e-05;2,74973;3,86e-05;1,80838;-5,00078e-05;0,8520205852335309
2,75;5e-05;2,74972;3,89004e-05;1,8084;-5,00084e-05;0,8454636077058995
2,75;5e-05;2,74973;3,88192e-05;1,80855;-5,00087e-05;0,8473043811321356
2,75;5e-05;2,74968;3,82866e-05;1,80813;-5,00088e-05;0,8589089527085698
2,75;5e-05;2,7497;3,85122e-05;1,80825;-5,00088e-05;0,8539280218077618
2,75;5e-05;2,74972;3,83416e-05;1,80835;-5,00087e-05;0,857767033290548
2,75;5e-05;2,7497;3,84867e-05;1,80822;-5,00084e-05;0,8544727947286882
2,75;5e-05;2,74968;3,83908e-05;1,80791;-5,0008e-05;0,8564597856913537
2,75;5e-05;2,74973;3,89513e-05;1,80806;-5,00084e-05;0,8441969704150615
2,75;5e-05;2,74972;3,77534e-05;1,80817;-5,00086e-05;0,871042637093316
2,75;6e-05;2,74976;4,68708e-05;1,8082;-6,00077e-05;0,8418918200232306
2,75;6e-05;2,74971;4,68657e-05;1,80836;-6,00073e-05;0,8420676382545412
2,75;6e-05;2,74979;4,55805e-05;1,80827;-6,00062e-05;0,8657266548577592
2,75;6e-05;2,7497;4,66394e-05;1,80825;-6,00059e-05;0,8460853187997919
2,75;6e-05;2,74967;4,55057e-05;1,80833;-6,00064e-05;0,8672192014271037
2,75;6e-05;2,74972;4,64303e-05;1,80831;-6,00068e-05;0,8499304511002564
2,75;6e-05;2,74972;4,70378e-05;1,80842;-6,00066e-05;0,8390017136279603
2,75;6e-05;2,74973;4,63791e-05;1,80841;-6,00066e-05;0,8509098506786268
2,75;6e-05;2,74966;4,63172e-05;1,8084;-6,00064e-05;0,8520611772725026
2,75;6e-05;2,74972;4,58586e-05;1,80843;-6,00068e-05;0,8605832835913343
2,75;7e-05;2,74966;5,41483e-05;1,80796;-7,00047e-05;0,850065115580765
2,75;7e-05;2,7497;5,4547e-05;1,80819;-7,00043e-05;0,8439419920979099
2,75;7e-05;2,7498;5,40218e-05;1,80815;-7,00047e-05;0,8521018263663168
2,75;7e-05;2,74979;5,31139e-05;1,80826;-7,0005e-05;0,8667267801344298
2,75;7e-05;2,74972;5,43515e-05;1,8081;-7,00055e-05;0,8469438156960034
2,75;7e-05;2,74983;5,37927e-05;1,80828;-7,00061e-05;0,8558001810276564
2,75;7e-05;2,74974;5,39957e-05;1,80852;-7,00057e-05;0,8527189440144588
2,75;7e-05;2,74979;5,33487e-05;1,8081;-7,00053e-05;0,862839459264845
2,75;7e-05;2,74972;5,29745e-05;1,80828;-7,00063e-05;0,8690554048124481
2,75;7e-05;2,74977;5,34555e-05;1,80821;-7,00067e-05;0,8611914457544251
2,75;8e-05;2,74965;6,15633e-05;1,80839;-8,00035e-05;0,8546765256252729
2,75;8e-05;2,74966;6,1652e-05;1,80837;-8,00034e-05;0,8534332756482161
2,75;8e-05;2,74974;6,082e-05;1,80868;-8,00025e-05;0,8652213902058988
2,75;8e-05;2,74957;6,1323e-05;1,80868;-8,00031e-05;0,8581839307848051
2,75;8e-05;2,74961;6,17241e-05;1,80832;-8,00029e-05;0,8524229831204371
2,75;8e-05;2,74984;6,18725e-05;1,80871;-8,0003e-05;0,8504917849887764
2,75;8e-05;2,74983;6,17773e-05;1,80834;-8,00039e-05;0,8516408370544585
2,75;8e-05;2,74963;6,07554e-05;1,80839;-8,00034e-05;0,866046874845639
2,75;8e-05;2,74983;6,15125e-05;1,8088;-8,00035e-05;0,8555202872000637
2,75;8e-05;2,74978;6,13396e-05;1,80814;-8,00037e-05;0,8576364648617562
2,75;9e-06;2,74911;7,48364e-06;1,80836;-8,99979e-06;0,79106516887878
2,75;9e-06;2,74936;7,40494e-06;1,80823;-8,9998e-06;0,7993433656885016
2,75;9e-06;2,74918;7,57858e-06;1,80828;-8,99978e-06;0,7810998545490659
2,75;9e-06;2,74914;7,3642e-06;1,80832;-8,99978e-06;0,8038680118874507
2,75;9e-06;2,74928;7,28345e-06;1,80858;-8,99979e-06;0,8128566887672918
2,75;9e-06;2,74903;7,60943e-06;1,80865;-8,9998e-06;0,7781364969015124
2,75;9e-06;2,74936;7,53565e-06;1,80791;-8,99979e-06;0,7853384370741856
