Time [s],Sheep1,Sheep2
0.000000000,1,1
0.009304766,1,0
0.009304780,0,0
0.009335380,1,0
0.009335894,1,1
0.109298398,0,1
0.109298456,0,0
0.109329018,1,0
0.109329594,1,1
0.209291776,0,1
0.209293038,0,0
0.209322854,0,1
0.209323036,1,1
0.309284786,0,1
0.309285336,0,0
0.309316266,1,0
0.309316446,1,1
0.409280272,1,0
0.409280376,0,0
0.409309364,1,0
0.409309754,1,1
0.509271972,0,1
0.509271984,0,0
0.509302912,1,0
0.509303124,1,1
0.609265400,0,1
0.609265442,0,0
0.609296352,1,0
0.609296660,1,1
0.709258822,1,0
0.709259018,0,0
0.709290048,1,0
0.709290270,1,1
0.809252296,0,1
0.809252392,0,0
0.809283258,1,0
0.809283640,1,1
0.909245412,1,0
0.909245736,0,0
0.909276856,1,0
0.909277430,1,1
1.009238700,1,0
1.009239294,0,0
1.009269934,1,0
1.009270528,1,1
1.109232652,0,1
1.109232706,0,0
1.109263492,1,0
1.109264026,1,1
1.209226036,1,0
1.209230770,0,0
1.209257184,0,1
1.209257218,1,1
1.309219576,0,1
1.309219686,0,0
1.309250538,1,0
1.309250922,1,1
1.409212864,1,0
1.409213124,0,0
1.409243736,1,0
1.409244382,1,1
1.509206644,1,0
1.509206682,0,0
1.509237292,1,0
1.509237992,1,1
1.609200080,0,1
1.609200140,0,0
1.609230770,1,0
1.609231220,1,1
1.709193866,1,0
1.709197898,0,0
1.709224276,1,0
1.709224846,1,1
1.809186924,0,1
1.809187094,0,0
1.809217944,1,0
1.809218202,1,1
1.909180170,0,1
1.909180184,0,0
1.909211352,1,0
1.909211812,1,1
2.009173518,0,1
2.009173642,0,0
2.009204458,1,0
2.009204860,1,1
2.109167194,0,1
2.109167300,0,0
2.109197816,1,0
2.109198398,1,1
2.209158326,0,1
2.209160596,0,0
2.209191642,1,0
2.209191776,1,1
2.309153928,0,1
2.309155252,0,0
2.309184908,1,0
2.309185540,1,1
2.409147614,0,1
2.409147770,0,0
2.409178464,1,0
2.409179008,1,1
2.509141230,0,1
2.509141260,0,0
2.509172060,1,0
2.509172176,1,1
2.609134478,0,1
2.609134626,0,0
2.609165128,1,0
2.609165854,1,1
2.709127944,1,0
2.709128694,0,0
2.709158744,1,0
2.709159112,1,1
2.809122396,1,0
2.809122560,0,0
2.809152050,1,0
2.809152548,1,1
2.909118256,1,0
2.909118636,0,0
2.909145676,1,0
2.909146282,1,1
3.009108222,1,0
3.009108460,0,0
3.009139072,1,0
3.009139428,1,1
3.109101676,0,1
3.109101780,0,0
3.109132576,1,0
3.109132976,1,1
3.209095086,1,0
3.209095172,0,0
3.209126162,1,0
3.209126324,1,1
3.309088498,0,1
3.309088832,0,0
3.309119478,1,0
3.309120132,1,1
3.409081862,0,1
3.409081966,0,0
3.409112804,1,0
3.409113186,1,1
3.509075772,1,0
3.509076478,0,0
3.509106308,1,0
3.509106890,1,1
3.609069054,0,1
3.609071970,0,0
3.609099834,1,0
3.609100226,1,1
3.709062226,1,0
3.709062518,0,0
3.709093058,1,0
3.709093774,1,1
3.809057384,0,1
3.809057650,0,0
3.809086672,1,0
3.809087402,1,1
3.909046926,1,0
3.909050298,0,0
3.909080108,1,0
3.909080846,1,1
4.009042602,1,0
4.009042612,0,0
4.009073514,1,0
4.009073812,1,1
4.109036066,1,0
4.109036186,0,0
4.109066768,1,0
4.109067226,1,1
4.209028034,0,1
4.209029482,0,0
4.209060682,1,0
4.209060960,1,1
4.309023036,0,1
4.309026816,0,0
4.309053656,1,0
4.309054476,1,1
4.409016400,0,1
4.409016436,0,0
4.409047290,1,0
4.409047584,1,1
4.509010070,1,0
4.509012398,0,0
4.509040784,1,0
4.509041168,1,1
4.609003278,0,1
4.609003314,0,0
4.609034238,1,0
4.609034422,1,1
4.708996768,1,0
4.708997012,0,0
4.709027622,1,0
4.709027906,1,1
4.808990176,0,1
4.808990344,0,0
4.809021156,1,0
4.809021570,1,1
4.908983860,0,1
4.908985040,0,0
4.909014330,1,0
4.909015026,1,1
5.008977064,1,0
5.008977084,0,0
5.009008034,1,0
5.009008282,1,1
5.108970498,0,1
5.108970518,0,0
5.109001428,1,0
5.109001966,1,1
5.208963970,1,0
5.208965792,0,0
5.208994842,1,0
5.208995340,1,1
5.308957124,1,0
5.308959036,0,0
5.308988224,1,0
5.308988782,1,1
5.408950788,0,1
5.408951652,0,0
5.408981888,1,0
5.408982148,1,1
5.508944286,1,0
5.508944440,0,0
5.508975022,1,0
5.508975422,1,1
5.608937870,1,0
5.608938024,0,0
5.608968704,1,0
5.608969168,1,1
5.708931426,0,1
5.708933662,0,0
5.708961878,1,0
5.708962482,1,1
5.808924870,0,1
5.808924874,0,0
5.808955730,1,0
5.808956234,1,1
5.908918394,0,1
5.908921170,0,0
5.908948914,1,0
5.908949496,1,1
6.008911406,0,1
6.008911534,0,0
6.008942306,1,0
6.008942660,1,1
6.108905158,1,0
6.108906000,0,0
6.108935850,1,0
6.108936576,1,1
6.208898542,1,0
6.208899642,0,0
6.208929342,1,0
6.208929760,1,1
6.308891794,0,1
6.308891934,0,0
6.308922734,1,0
6.308923282,1,1
6.408885234,1,0
6.408885308,0,0
6.408916188,1,0
6.408916376,1,1
6.508878688,1,0
6.508878750,0,0
6.508909670,1,0
6.508909826,1,1
6.608872222,0,1
6.608872334,0,0
6.608903142,1,0
6.608903440,1,1
6.708866038,1,0
6.708866064,0,0
6.708896534,1,0
6.708896896,1,1
6.808859020,1,0
6.808860468,0,0
6.808889956,1,0
6.808890258,1,1
6.908852242,1,0
6.908852568,0,0
6.908883598,1,0
6.908883890,1,1
7.008845990,0,1
7.008846002,0,0
7.008876850,1,0
7.008877222,1,1
7.108839226,1,0
7.108839372,0,0
7.108870322,1,0
7.108870464,1,1
7.208832600,1,0
7.208833044,0,0
7.208863776,0,1
7.208864214,1,1
7.308826876,0,1
7.308829270,0,0
7.308857146,1,0
7.308857642,1,1
7.408819666,1,0
7.408819678,0,0
7.408850818,1,0
7.408850864,1,1
7.508812916,1,0
7.508813548,0,0
7.508844138,1,0
7.508844366,1,1
7.608806326,1,0
7.608806730,0,0
7.608837352,1,0
7.608837536,1,1
7.708799800,1,0
7.708800402,0,0
7.708830872,1,0
7.708831008,1,1
7.808793554,0,1
7.808793584,0,0
7.808824394,1,0
7.808824890,1,1
7.908786016,1,0
7.908787024,0,0
7.908817626,1,0
7.908818104,1,1
8.008780356,0,1
8.008780678,0,0
8.008811276,1,0
8.008811466,1,1
8.108773638,1,0
8.108773826,0,0
8.108804848,1,0
8.108804868,1,1
8.208767488,0,1
8.208769092,0,0
8.208798158,1,0
8.208798218,1,1
8.308760240,1,0
8.308760578,0,0
8.308791450,1,0
8.308791898,1,1
8.408754094,1,0
8.408754110,0,0
8.408785090,1,0
8.408785392,1,1
8.508747590,0,1
8.508750654,0,0
8.508778550,1,0
8.508778664,1,1
8.608740778,1,0
8.608741002,0,0
8.608772026,0,1
8.608772190,1,1
8.708734218,1,0
8.708736634,0,0
8.708765322,1,0
8.708765406,1,1
8.808727908,1,0
8.808728942,0,0
8.808758582,1,0
8.808758806,1,1
8.908721642,0,1
8.908721740,0,0
8.908752232,1,0
8.908752676,1,1
9.008714542,1,0
9.008714994,0,0
9.008745614,1,0
9.008745990,1,1
9.108707974,0,1
9.108708214,0,0
9.108739124,1,0
9.108739312,1,1
9.208701464,1,0
9.208701664,0,0
9.208732584,0,1
9.208732654,1,1
9.308692266,1,0
9.308695294,0,0
9.308725916,1,0
9.308726532,1,1
9.408688414,1,0
9.408688924,0,0
9.408719504,1,0
9.408719632,1,1
9.508681676,1,0
9.508681984,0,0
9.508713144,1,0
9.508713232,1,1
9.608675418,1,0
9.608675434,0,0
9.608706094,1,0
9.608706636,1,1
9.708668700,1,0
9.708670796,0,0
9.708699674,1,0
9.708699936,1,1
9.808662158,1,0
9.808662174,0,0
9.808693074,1,0
9.808693388,1,1
9.908654630,1,0
9.908656024,0,0
9.908686624,1,0
9.908687026,1,1
10.008648928,1,0
10.008651106,0,0
10.008680084,1,0
10.008680166,1,1
10.108642458,1,0
10.108642552,0,0
10.108673494,1,0
10.108673696,1,1
10.208635962,1,0
10.208640144,0,0
10.208667188,0,1
10.208667192,1,1
10.308629582,0,1
10.308633640,0,0
10.308660182,1,0
10.308660650,1,1
10.408622800,1,0
10.408622862,0,0
10.408653732,1,0
10.408653970,1,1
10.508616168,1,0
10.508616330,0,0
10.508647250,1,0
10.508647648,1,1
10.608609658,1,0
10.608609840,0,0
10.608640760,1,0
10.608640886,1,1
10.708603080,1,0
10.708603378,0,0
10.708634180,1,0
10.708634558,1,1
10.808596532,1,0
10.808596638,0,0
10.808627538,1,0
10.808627758,1,1
10.908587870,1,0
10.908590298,0,0
10.908621098,1,0
10.908621530,1,1
11.008583490,1,0
11.008583566,0,0
11.008614386,1,0
11.008615108,1,1
11.108576946,0,1
11.108576978,0,0
11.108608096,1,0
11.108608198,1,1
11.208570608,1,0
11.208571574,0,0
11.208601496,0,1
11.208601584,1,1
11.308564212,0,1
11.308568166,0,0
11.308594832,1,0
11.308595476,1,1
11.408557202,0,1
11.408557280,0,0
11.408588142,1,0
11.408588466,1,1
11.508550660,1,0
11.508553574,0,0
11.508581540,1,0
11.508582118,1,1
11.608544168,1,0
11.608544740,0,0
11.608575020,1,0
11.608575416,1,1
11.708537834,1,0
11.708539880,0,0
11.708568588,1,0
11.708568714,1,1
11.808531116,0,1
11.808533986,0,0
11.808561996,1,0
11.808562242,1,1
11.908523984,1,0
11.908524664,0,0
11.908555864,1,0
11.908555962,1,1
12.008517846,1,0
12.008518202,0,0
12.008548764,1,0
12.008549314,1,1
12.108511410,0,1
12.108511574,0,0
12.108542542,1,0
12.108542684,1,1
12.208504772,1,0
12.208506310,0,0
12.208536010,1,0
12.208536012,1,1
12.308501410,0,1
12.308502162,0,0
12.308529048,1,0
12.308529628,1,1
12.408491650,1,0
12.408491776,0,0
12.408522366,1,0
12.408522806,1,1
12.508485090,1,0
12.508485124,0,0
12.508516074,1,0
12.508516296,1,1
12.608478530,1,0
12.608478542,0,0
12.608509502,1,0
12.608509758,1,1
12.708472028,1,0
12.708472330,0,0
12.708503000,1,0
12.708503196,1,1
12.808465488,0,1
12.808465554,0,0
12.808496398,1,0
12.808496794,1,1
12.908459082,1,0
12.908460678,0,0
12.908489806,1,0
12.908490372,1,1
