Time [s],Sheep1,Sheep2
0.000000000,1,1
0.016461068,1,0
0.016461758,0,0
0.016491898,1,0
0.016492284,1,1
0.116454600,0,1
0.116454610,0,0
0.116485540,1,0
0.116485798,1,1
0.216448280,1,0
0.216448482,0,0
0.216479102,1,0
0.216479408,1,1
0.316441660,1,0
0.316443374,0,0
0.316472424,1,0
0.316472770,1,1
0.416434862,1,0
0.416435444,0,0
0.416465726,1,0
0.416466280,1,1
0.516427188,0,1
0.516428386,0,0
0.516459406,1,0
0.516459792,1,1
0.616421798,0,1
0.616424464,0,0
0.616452698,1,0
0.616453266,1,1
0.716414680,0,1
0.716415490,0,0
0.716446390,1,0
0.716446708,1,1
0.816408950,1,0
0.816409050,0,0
0.816439730,1,0
0.816440368,1,1
0.916402150,1,0
0.916403632,0,0
0.916433302,1,0
0.916433370,1,1
1.016395682,1,0
1.016398816,0,0
1.016426444,1,0
1.016426850,1,1
1.116389116,1,0
1.116389164,0,0
1.116420114,1,0
1.116420252,1,1
1.216382758,1,0
1.216383676,0,0
1.216413556,1,0
1.216414004,1,1
1.316376038,1,0
1.316376066,0,0
1.316407026,1,0
1.316407486,1,1
1.416369496,0,1
1.416369706,0,0
1.416400438,1,0
1.416400936,1,1
1.516362918,1,0
1.516362938,0,0
1.516393848,1,0
1.516394156,1,1
1.616356388,1,0
1.616356438,0,0
1.616387358,1,0
1.616387846,1,1
1.716349840,1,0
1.716352742,0,0
1.716380590,1,0
1.716381038,1,1
1.816343468,0,1
1.816344312,0,0
1.816374020,1,0
1.816374980,1,1
1.916336730,0,1
1.916340572,0,0
1.916367640,1,0
1.916368162,1,1
2.016330240,0,1
2.016331500,0,0
2.016361140,1,0
2.016361830,1,1
2.116323610,0,1
2.116323710,0,0
2.116354570,1,0
2.116354940,1,1
2.216317038,0,1
2.216317182,0,0
2.216347950,1,0
2.216348298,1,1
2.316310650,0,1
2.316310704,0,0
2.316341250,1,0
2.316341910,1,1
2.416304008,0,1
2.416304234,0,0
2.416335018,1,0
2.416335362,1,1
2.516297160,0,1
2.516297492,0,0
2.516328320,1,0
2.516329132,1,1
2.616291008,0,1
2.616291210,0,0
2.616321618,1,0
2.616322430,1,1
2.716281560,0,1
2.716284440,0,0
2.716315318,1,0
2.716315618,1,1
2.816277886,0,1
2.816278822,0,0
2.816308698,1,0
2.816309458,1,1
2.916272016,0,1
2.916272442,0,0
2.916302286,1,0
2.916302880,1,1
3.016264646,0,1
3.016265860,0,0
3.016295556,1,0
3.016296210,1,1
3.116258174,0,1
3.116258268,0,0
3.116289074,1,0
3.116289398,1,1
3.216251856,1,0
3.216253044,0,0
3.216282514,1,0
3.216283076,1,1
3.316245102,0,1
3.316245246,0,0
3.316276002,1,0
3.316276674,1,1
3.416238520,0,1
3.416238996,0,0
3.416269420,1,0
3.416269872,1,1
3.516231956,1,0
3.516231978,0,0
3.516262910,1,0
3.516263374,1,1
3.616225376,0,1
3.616225684,0,0
3.616256288,1,0
3.616256894,1,1
3.716218962,1,0
3.716219266,0,0
3.716249946,1,0
3.716250370,1,1
3.816212514,0,1
3.816213690,0,0
3.816243304,1,0
3.816243998,1,1
3.916205782,0,1
3.916205858,0,0
3.916236922,1,0
3.916236986,1,1
4.016197392,0,1
4.016199238,0,0
4.016229910,1,0
4.016230374,1,1
4.116192626,1,0
4.116192708,0,0
4.116223598,1,0
4.116223824,1,1
4.216186256,0,1
4.216186344,0,0
4.216217256,1,0
4.216217764,1,1
4.316179844,0,1
4.316181080,0,0
4.316210534,1,0
4.316211070,1,1
4.416173072,0,1
4.416173178,0,0
4.416203992,1,0
4.416204408,1,1
4.516166446,1,0
4.516166538,0,0
4.516197318,1,0
4.516197574,1,1
4.616159876,1,0
4.616159886,0,0
4.616190836,1,0
4.616191172,1,1
4.716153064,0,1
4.716153164,0,0
4.716184494,1,0
4.716184642,1,1
4.816149864,0,1
4.816150270,0,0
4.816177912,1,0
4.816178090,1,1
4.916141756,1,0
4.916142862,0,0
4.916171168,1,0
4.916171518,1,1
5.016133624,1,0
5.016133736,0,0
5.016164626,1,0
5.016164864,1,1
5.116126972,1,0
5.116127142,0,0
5.116158102,1,0
5.116158190,1,1
5.216120630,1,0
5.216120970,0,0
5.216151710,1,0
5.216151758,1,1
5.316115438,1,0
5.316116900,0,0
5.316144748,1,0
5.316145026,1,1
5.416107296,1,0
5.416107604,0,0
5.416138474,0,1
5.416138624,1,1
5.516100990,0,1
5.516101580,0,0
5.516131890,1,0
5.516132250,1,1
5.616094198,1,0
5.616094346,0,0
5.616125258,1,0
5.616125846,1,1
5.716087564,1,0
5.716087894,0,0
5.716118784,1,0
5.716119042,1,1
5.816081274,1,0
5.816081560,0,0
5.816112240,1,0
5.816112580,1,1
5.916074770,1,0
5.916075026,0,0
5.916105496,1,0
5.916106068,1,1
6.016067664,0,1
6.016068506,0,0
6.016098884,1,0
6.016099366,1,1
6.116061452,1,0
6.116061638,0,0
6.116092580,1,0
6.116092602,1,1
6.216054786,1,0
6.216055074,0,0
6.216085896,1,0
6.216086236,1,1
6.316048224,1,0
6.316048870,0,0
6.316079432,1,0
6.316079452,1,1
6.416042014,1,0
6.416042238,0,0
6.416072908,1,0
6.416073100,1,1
6.516034426,0,1
6.516035170,0,0
6.516066782,1,0
6.516066848,1,1
6.616028590,0,1
6.616029094,0,0
6.616059550,1,0
6.616059994,1,1
6.716022040,1,0
6.716022274,0,0
6.716053176,1,0
6.716053240,1,1
6.816015764,1,0
6.816018794,0,0
6.816046850,1,0
6.816047082,1,1
6.916008902,1,0
6.916009126,0,0
6.916040358,0,1
6.916040686,1,1
7.016002308,1,0
7.016002662,0,0
7.016033282,1,0
7.016033856,1,1
7.115996026,1,0
